Energy (in eV), backscattering yield of material np2k-NASCAP at incidence 30.0 degree
   X,       Y
11570.0, 0.09383725
11580.0, 0.09381258
11590.0, 0.09378795
11600.0, 0.09376338
11610.0, 0.09373886
11620.0, 0.093714386
11630.0, 0.093689956
11640.0, 0.09366557
11650.0, 0.09364124
11660.0, 0.093616955
11670.0, 0.09359272
11680.0, 0.093568526
11690.0, 0.09354439
11700.0, 0.09352028
11710.0, 0.09349624
11720.0, 0.093472235
11730.0, 0.09344828
11740.0, 0.09342437
11750.0, 0.093400516
11760.0, 0.093376696
11770.0, 0.093352936
11780.0, 0.09332921
11790.0, 0.093305536
11800.0, 0.09328191
11810.0, 0.09325833
11820.0, 0.09323479
11830.0, 0.0932113
11840.0, 0.09318785
11850.0, 0.09316447
11860.0, 0.093141116
11870.0, 0.09311781
11880.0, 0.09309454
11890.0, 0.09307133
11900.0, 0.09304816
11910.0, 0.093025036
11920.0, 0.093001954
11930.0, 0.092978925
11940.0, 0.09295594
11950.0, 0.09293299
11960.0, 0.092910096
11970.0, 0.092887245
11980.0, 0.09286443
11990.0, 0.09284168
12000.0, 0.09281895
12010.0, 0.09279627
12020.0, 0.09277365
12030.0, 0.09275107
12040.0, 0.09272852
12050.0, 0.092706025
12060.0, 0.09268357
12070.0, 0.09266117
12080.0, 0.092638806
12090.0, 0.09261648
12100.0, 0.0925942
12110.0, 0.092571974
12120.0, 0.09254978
12130.0, 0.092527635
12140.0, 0.09250552
12150.0, 0.09248347
12160.0, 0.09246145
12170.0, 0.09243948
12180.0, 0.092417546
12190.0, 0.09239566
12200.0, 0.09237382
12210.0, 0.09235201
12220.0, 0.09233026
12230.0, 0.09230854
12240.0, 0.09228686
12250.0, 0.09226523
12260.0, 0.09224364
12270.0, 0.0922221
12280.0, 0.0922006
12290.0, 0.09217914
12300.0, 0.092157714
12310.0, 0.09213634
12320.0, 0.092115
12330.0, 0.092093706
12340.0, 0.09207246
12350.0, 0.092051245
12360.0, 0.09203008
12370.0, 0.09200895
12380.0, 0.09198786
12390.0, 0.09196682
12400.0, 0.09194582
12410.0, 0.09192485
12420.0, 0.09190394
12430.0, 0.091883056
12440.0, 0.09186222
12450.0, 0.09184142
12460.0, 0.091820665
12470.0, 0.09179995
12480.0, 0.09177927
12490.0, 0.09175864
12500.0, 0.091738045
12510.0, 0.09171749
12520.0, 0.09169698
12530.0, 0.0916765
12540.0, 0.091656074
12550.0, 0.091635674
12560.0, 0.09161533
12570.0, 0.09159502
12580.0, 0.091574736
12590.0, 0.09155451
12600.0, 0.09153432
12610.0, 0.091514155
12620.0, 0.091494046
12630.0, 0.091473974
12640.0, 0.09145393
12650.0, 0.09143394
12660.0, 0.09141399
12670.0, 0.09139407
12680.0, 0.09137419
12690.0, 0.091354355
12700.0, 0.091334544
12710.0, 0.091314785
12720.0, 0.09129506
12730.0, 0.09127538
12740.0, 0.09125574
12750.0, 0.09123613
12760.0, 0.091216564
12770.0, 0.09119703
12780.0, 0.091177545
12790.0, 0.091158085
12800.0, 0.09113867
12810.0, 0.0911193
12820.0, 0.091099955
12830.0, 0.09108065
12840.0, 0.0910614
12850.0, 0.09104217
12860.0, 0.09102298
12870.0, 0.09100383
12880.0, 0.090984724
12890.0, 0.09096565
12900.0, 0.090946615
12910.0, 0.090927616
12920.0, 0.090908654
12930.0, 0.09088973
12940.0, 0.09087084
12950.0, 0.090851985
12960.0, 0.09083318
12970.0, 0.090814404
12980.0, 0.090795666
12990.0, 0.09077696
13000.0, 0.0907583
13010.0, 0.09073967
13020.0, 0.09072108
13030.0, 0.09070252
13040.0, 0.090684
13050.0, 0.09066551
13060.0, 0.090647064
13070.0, 0.090628654
13080.0, 0.09061029
13090.0, 0.090591945
13100.0, 0.090573646
13110.0, 0.090555385
13120.0, 0.09053715
13130.0, 0.09051896
13140.0, 0.0905008
13150.0, 0.090482675
13160.0, 0.09046459
13170.0, 0.09044655
13180.0, 0.09042852
13190.0, 0.090410545
13200.0, 0.0903926
13210.0, 0.09037469
13220.0, 0.09035681
13230.0, 0.090338975
13240.0, 0.090321176
13250.0, 0.090303406
13260.0, 0.090285674
13270.0, 0.09026797
13280.0, 0.090250306
13290.0, 0.09023268
13300.0, 0.09021508
13310.0, 0.090197526
13320.0, 0.09018
13330.0, 0.09016251
13340.0, 0.09014505
13350.0, 0.090127625
13360.0, 0.09011024
13370.0, 0.09009288
13380.0, 0.09007557
13390.0, 0.09005828
13400.0, 0.09004103
13410.0, 0.090023816
13420.0, 0.09000663
13430.0, 0.089989476
13440.0, 0.08997236
13450.0, 0.08995528
13460.0, 0.08993823
13470.0, 0.08992121
13480.0, 0.089904234
13490.0, 0.089887284
13500.0, 0.08987037
13510.0, 0.08985349
13520.0, 0.08983664
13530.0, 0.089819826
13540.0, 0.08980305
13550.0, 0.0897863
13560.0, 0.08976958
13570.0, 0.0897529
13580.0, 0.089736246
13590.0, 0.08971962
13600.0, 0.089703046
13610.0, 0.08968649
13620.0, 0.08966997
13630.0, 0.089653485
13640.0, 0.089637026
13650.0, 0.089620605
13660.0, 0.089604214
13670.0, 0.08958786
13680.0, 0.089571536
13690.0, 0.08955524
13700.0, 0.089538984
13710.0, 0.08952275
13720.0, 0.08950656
13730.0, 0.08949039
13740.0, 0.08947425
13750.0, 0.08945815
13760.0, 0.08944209
13770.0, 0.08942605
13780.0, 0.089410044
13790.0, 0.08939407
13800.0, 0.08937812
13810.0, 0.08936221
13820.0, 0.08934633
13830.0, 0.08933048
13840.0, 0.08931466
13850.0, 0.089298874
13860.0, 0.08928312
13870.0, 0.089267395
13880.0, 0.0892517
13890.0, 0.089236036
13900.0, 0.089220405
13910.0, 0.0892048
13920.0, 0.08918923
13930.0, 0.0891737
13940.0, 0.089158185
13950.0, 0.08914271
13960.0, 0.08912726
13970.0, 0.08911184
13980.0, 0.08909646
13990.0, 0.0890811
14000.0, 0.089065775
14010.0, 0.08905047
14020.0, 0.089035206
14030.0, 0.08901998
14040.0, 0.08900477
14050.0, 0.088989586
14060.0, 0.088974446
14070.0, 0.08895933
14080.0, 0.08894424
14090.0, 0.088929184
14100.0, 0.088914156
14110.0, 0.08889916
14120.0, 0.08888419
14130.0, 0.08886925
14140.0, 0.08885435
14150.0, 0.088839464
14160.0, 0.088824615
14170.0, 0.088809796
14180.0, 0.08879501
14190.0, 0.08878024
14200.0, 0.08876551
14210.0, 0.0887508
14220.0, 0.088736124
14230.0, 0.088721484
14240.0, 0.088706866
14250.0, 0.08869228
14260.0, 0.08867771
14270.0, 0.08866318
14280.0, 0.088648684
14290.0, 0.08863421
14300.0, 0.08861977
14310.0, 0.088605344
14320.0, 0.08859096
14330.0, 0.0885766
14340.0, 0.088562265
14350.0, 0.08854796
14360.0, 0.088533685
14370.0, 0.08851944
14380.0, 0.08850522
14390.0, 0.08849103
14400.0, 0.08847687
14410.0, 0.08846273
14420.0, 0.08844863
14430.0, 0.08843455
14440.0, 0.088420495
14450.0, 0.08840647
14460.0, 0.08839248
14470.0, 0.08837851
14480.0, 0.08836457
14490.0, 0.08835065
14500.0, 0.088336766
14510.0, 0.08832291
14520.0, 0.08830908
14530.0, 0.08829528
14540.0, 0.0882815
14550.0, 0.08826775
14560.0, 0.08825403
14570.0, 0.08824033
14580.0, 0.08822667
14590.0, 0.08821303
14600.0, 0.08819941
14610.0, 0.088185824
14620.0, 0.088172264
14630.0, 0.088158734
14640.0, 0.08814522
14650.0, 0.08813174
14660.0, 0.08811829
14670.0, 0.08810487
14680.0, 0.08809146
14690.0, 0.08807809
14700.0, 0.088064745
14710.0, 0.088051416
14720.0, 0.088038124
14730.0, 0.088024855
14740.0, 0.088011615
14750.0, 0.0879984
14760.0, 0.0879852
14770.0, 0.087972045
14780.0, 0.08795891
14790.0, 0.08794579
14800.0, 0.087932706
14810.0, 0.087919645
14820.0, 0.087906614
14830.0, 0.0878936
14840.0, 0.08788062
14850.0, 0.08786766
14860.0, 0.08785473
14870.0, 0.08784182
14880.0, 0.08782894
14890.0, 0.08781608
14900.0, 0.08780326
14910.0, 0.08779045
14920.0, 0.087777674
14930.0, 0.08776491
14940.0, 0.08775219
14950.0, 0.08773948
14960.0, 0.0877268
14970.0, 0.08771415
14980.0, 0.08770152
14990.0, 0.087688915
15000.0, 0.08767634
15010.0, 0.087663785
15020.0, 0.08765125
15030.0, 0.08763875
15040.0, 0.08762627
15050.0, 0.08761381
15060.0, 0.087601386
15070.0, 0.08758898
15080.0, 0.0875766
15090.0, 0.08756424
15100.0, 0.087551914
15110.0, 0.0875396
15120.0, 0.08752732
15130.0, 0.087515056
15140.0, 0.08750282
15150.0, 0.08749061
15160.0, 0.08747843
15170.0, 0.08746626
15180.0, 0.087454125
15190.0, 0.08744201
15200.0, 0.08742992
15210.0, 0.08741785
15220.0, 0.08740581
15230.0, 0.08739379
15240.0, 0.087381795
15250.0, 0.087369815
15260.0, 0.08735787
15270.0, 0.08734594
15280.0, 0.087334044
15290.0, 0.08732217
15300.0, 0.087310314
15310.0, 0.08729848
15320.0, 0.08728668
15330.0, 0.087274894
15340.0, 0.08726313
15350.0, 0.087251395
15360.0, 0.08723968
15370.0, 0.08722799
15380.0, 0.08721632
15390.0, 0.08720467
15400.0, 0.08719305
15410.0, 0.08718146
15420.0, 0.08716988
15430.0, 0.08715832
15440.0, 0.0871468
15450.0, 0.08713529
15460.0, 0.087123804
15470.0, 0.087112345
15480.0, 0.0871009
15490.0, 0.08708949
15500.0, 0.087078094
15510.0, 0.087066725
15520.0, 0.08705538
15530.0, 0.087044045
15540.0, 0.08703274
15550.0, 0.08702146
15560.0, 0.087010205
15570.0, 0.08699896
15580.0, 0.08698775
15590.0, 0.08697656
15600.0, 0.08696539
15610.0, 0.086954236
15620.0, 0.08694311
15630.0, 0.086932
15640.0, 0.086920924
15650.0, 0.08690987
15660.0, 0.086898826
15670.0, 0.08688781
15680.0, 0.08687682
15690.0, 0.08686584
15700.0, 0.08685489
15710.0, 0.08684396
15720.0, 0.08683305
15730.0, 0.08682216
15740.0, 0.0868113
15750.0, 0.086800456
15760.0, 0.08678964
15770.0, 0.086778834
15780.0, 0.08676805
15790.0, 0.086757295
15800.0, 0.08674656
15810.0, 0.086735845
15820.0, 0.086725146
15830.0, 0.08671448
15840.0, 0.08670382
15850.0, 0.08669319
15860.0, 0.08668258
15870.0, 0.08667199
15880.0, 0.08666143
15890.0, 0.08665088
15900.0, 0.08664035
15910.0, 0.086629845
15920.0, 0.08661936
15930.0, 0.0866089
15940.0, 0.086598456
15950.0, 0.08658803
15960.0, 0.08657763
15970.0, 0.08656725
15980.0, 0.08655689
15990.0, 0.08654655
16000.0, 0.08653623
16010.0, 0.08652593
16020.0, 0.08651565
16030.0, 0.0865054
16040.0, 0.08649515
16050.0, 0.08648494
16060.0, 0.08647474
16070.0, 0.08646456
16080.0, 0.08645441
16090.0, 0.086444266
16100.0, 0.08643415
16110.0, 0.08642405
16120.0, 0.08641398
16130.0, 0.086403914
16140.0, 0.08639388
16150.0, 0.086383864
16160.0, 0.086373866
16170.0, 0.08636389
16180.0, 0.08635393
16190.0, 0.08634399
16200.0, 0.08633407
16210.0, 0.08632417
16220.0, 0.0863143
16230.0, 0.08630443
16240.0, 0.0862946
16250.0, 0.08628477
16260.0, 0.086274974
16270.0, 0.08626519
16280.0, 0.08625543
16290.0, 0.086245686
16300.0, 0.08623596
16310.0, 0.08622626
16320.0, 0.08621657
16330.0, 0.086206906
16340.0, 0.08619726
16350.0, 0.08618763
16360.0, 0.08617802
16370.0, 0.08616843
16380.0, 0.08615886
16390.0, 0.08614931
16400.0, 0.086139776
16410.0, 0.08613026
16420.0, 0.08612077
16430.0, 0.08611129
16440.0, 0.08610183
16450.0, 0.08609239
16460.0, 0.08608297
16470.0, 0.08607357
16480.0, 0.08606419
16490.0, 0.086054824
16500.0, 0.08604548
16510.0, 0.08603615
16520.0, 0.08602685
16530.0, 0.08601755
16540.0, 0.08600828
16550.0, 0.08599903
16560.0, 0.08598979
16570.0, 0.08598058
16580.0, 0.08597138
16590.0, 0.08596219
16600.0, 0.085953034
16610.0, 0.085943885
16620.0, 0.085934766
16630.0, 0.08592565
16640.0, 0.085916564
16650.0, 0.0859075
16660.0, 0.08589844
16670.0, 0.0858894
16680.0, 0.085880384
16690.0, 0.08587138
16700.0, 0.085862406
16710.0, 0.085853435
16720.0, 0.08584449
16730.0, 0.08583556
16740.0, 0.08582665
16750.0, 0.085817754
16760.0, 0.08580888
16770.0, 0.08580002
16780.0, 0.085791185
16790.0, 0.08578236
16800.0, 0.08577356
16810.0, 0.085764766
16820.0, 0.08575599
16830.0, 0.08574724
16840.0, 0.0857385
16850.0, 0.085729785
16860.0, 0.08572108
16870.0, 0.0857124
16880.0, 0.08570373
16890.0, 0.08569508
16900.0, 0.085686445
16910.0, 0.08567783
16920.0, 0.085669234
16930.0, 0.08566065
16940.0, 0.08565209
16950.0, 0.08564354
16960.0, 0.08563501
16970.0, 0.0856265
16980.0, 0.085618
16990.0, 0.08560952
17000.0, 0.085601054
17010.0, 0.08559261
17020.0, 0.08558418
17030.0, 0.08557577
17040.0, 0.08556737
17050.0, 0.08555899
17060.0, 0.08555063
17070.0, 0.08554228
17080.0, 0.08553395
17090.0, 0.08552564
17100.0, 0.08551734
17110.0, 0.08550906
17120.0, 0.08550079
17130.0, 0.08549255
17140.0, 0.08548432
17150.0, 0.0854761
17160.0, 0.085467905
17170.0, 0.085459724
17180.0, 0.08545156
17190.0, 0.08544341
17200.0, 0.08543527
17210.0, 0.08542715
17220.0, 0.08541905
17230.0, 0.08541097
17240.0, 0.08540289
17250.0, 0.085394844
17260.0, 0.085386805
17270.0, 0.08537879
17280.0, 0.08537078
17290.0, 0.085362785
17300.0, 0.08535481
17310.0, 0.085346855
17320.0, 0.08533891
17330.0, 0.085330985
17340.0, 0.08532308
17350.0, 0.08531518
17360.0, 0.08530731
17370.0, 0.08529944
17380.0, 0.085291594
17390.0, 0.085283756
17400.0, 0.08527594
17410.0, 0.08526814
17420.0, 0.085260354
17430.0, 0.08525258
17440.0, 0.08524483
17450.0, 0.085237086
17460.0, 0.08522936
17470.0, 0.085221656
17480.0, 0.08521396
17490.0, 0.085206285
17500.0, 0.08519862
17510.0, 0.08519097
17520.0, 0.08518334
17530.0, 0.085175715
17540.0, 0.085168116
17550.0, 0.08516052
17560.0, 0.085152954
17570.0, 0.08514539
17580.0, 0.08513785
17590.0, 0.08513033
17600.0, 0.085122816
17610.0, 0.08511531
17620.0, 0.08510783
17630.0, 0.08510037
17640.0, 0.08509291
17650.0, 0.085085474
17660.0, 0.085078046
17670.0, 0.08507064
17680.0, 0.08506325
17690.0, 0.085055865
17700.0, 0.085048504
17710.0, 0.08504115
17720.0, 0.08503382
17730.0, 0.085026495
17740.0, 0.085019186
17750.0, 0.08501189
17760.0, 0.08500462
17770.0, 0.084997356
17780.0, 0.08499011
17790.0, 0.08498287
17800.0, 0.08497565
17810.0, 0.08496845
17820.0, 0.08496125
17830.0, 0.084954076
17840.0, 0.084946916
17850.0, 0.08493976
17860.0, 0.08493263
17870.0, 0.08492551
17880.0, 0.0849184
17890.0, 0.08491132
17900.0, 0.08490424
17910.0, 0.084897175
17920.0, 0.08489012
17930.0, 0.08488308
17940.0, 0.08487606
17950.0, 0.08486905
17960.0, 0.08486206
17970.0, 0.08485508
17980.0, 0.08484811
17990.0, 0.08484116
18000.0, 0.084834225
18010.0, 0.0848273
18020.0, 0.08482039
18030.0, 0.08481349
18040.0, 0.0848066
18050.0, 0.08479973
18060.0, 0.08479288
18070.0, 0.084786035
18080.0, 0.08477921
18090.0, 0.084772386
18100.0, 0.08476558
18110.0, 0.0847588
18120.0, 0.08475202
18130.0, 0.08474526
18140.0, 0.08473851
18150.0, 0.08473177
18160.0, 0.08472505
18170.0, 0.08471835
18180.0, 0.08471165
18190.0, 0.08470497
18200.0, 0.084698305
18210.0, 0.08469165
18220.0, 0.084685005
18230.0, 0.084678374
18240.0, 0.084671766
18250.0, 0.08466516
18260.0, 0.08465857
18270.0, 0.08465199
18280.0, 0.08464543
18290.0, 0.08463888
18300.0, 0.084632345
18310.0, 0.08462582
18320.0, 0.084619306
18330.0, 0.08461281
18340.0, 0.08460633
18350.0, 0.08459985
18360.0, 0.08459339
18370.0, 0.08458695
18380.0, 0.08458051
18390.0, 0.084574096
18400.0, 0.08456768
18410.0, 0.08456129
18420.0, 0.0845549
18430.0, 0.08454853
18440.0, 0.08454218
18450.0, 0.08453583
18460.0, 0.0845295
18470.0, 0.08452318
18480.0, 0.08451687
18490.0, 0.08451058
18500.0, 0.08450429
18510.0, 0.084498025
18520.0, 0.08449177
18530.0, 0.08448552
18540.0, 0.08447929
18550.0, 0.08447307
18560.0, 0.08446686
18570.0, 0.08446067
18580.0, 0.084454484
18590.0, 0.084448315
18600.0, 0.08444215
18610.0, 0.08443601
18620.0, 0.084429875
18630.0, 0.08442375
18640.0, 0.08441764
18650.0, 0.08441155
18660.0, 0.08440546
18670.0, 0.08439939
18680.0, 0.08439332
18690.0, 0.08438727
18700.0, 0.08438124
18710.0, 0.08437521
18720.0, 0.0843692
18730.0, 0.0843632
18740.0, 0.08435721
18750.0, 0.084351234
18760.0, 0.084345266
18770.0, 0.08433931
18780.0, 0.08433337
18790.0, 0.08432744
18800.0, 0.08432152
18810.0, 0.08431561
18820.0, 0.08430972
18830.0, 0.08430383
18840.0, 0.08429796
18850.0, 0.08429211
18860.0, 0.08428626
18870.0, 0.084280424
18880.0, 0.08427459
18890.0, 0.08426878
18900.0, 0.08426298
18910.0, 0.08425719
18920.0, 0.08425141
18930.0, 0.084245645
18940.0, 0.084239885
18950.0, 0.08423414
18960.0, 0.08422841
18970.0, 0.08422269
18980.0, 0.08421698
18990.0, 0.08421128
19000.0, 0.08420559
19010.0, 0.08419991
19020.0, 0.08419425
19030.0, 0.084188595
19040.0, 0.084182955
19050.0, 0.08417732
19060.0, 0.084171705
19070.0, 0.084166095
19080.0, 0.0841605
19090.0, 0.08415491
19100.0, 0.08414934
19110.0, 0.08414377
19120.0, 0.084138215
19130.0, 0.08413268
19140.0, 0.08412714
19150.0, 0.08412162
19160.0, 0.084116116
19170.0, 0.08411062
19180.0, 0.08410513
19190.0, 0.08409965
19200.0, 0.08409418
19210.0, 0.084088735
19220.0, 0.08408329
19230.0, 0.08407785
19240.0, 0.08407243
19250.0, 0.084067024
19260.0, 0.084061615
19270.0, 0.08405623
19280.0, 0.08405085
19290.0, 0.084045485
19300.0, 0.08404013
19310.0, 0.08403478
19320.0, 0.084029436
19330.0, 0.08402412
19340.0, 0.0840188
19350.0, 0.08401349
19360.0, 0.0840082
19370.0, 0.08400291
19380.0, 0.08399764
19390.0, 0.08399238
19400.0, 0.083987124
19410.0, 0.08398189
19420.0, 0.08397665
19430.0, 0.08397143
19440.0, 0.08396622
19450.0, 0.083961025
19460.0, 0.08395583
19470.0, 0.08395065
19480.0, 0.083945476
19490.0, 0.08394032
19500.0, 0.08393517
19510.0, 0.08393004
19520.0, 0.08392491
19530.0, 0.083919786
19540.0, 0.08391468
19550.0, 0.08390958
19560.0, 0.08390449
19570.0, 0.083899416
19580.0, 0.08389435
19590.0, 0.08388929
19600.0, 0.08388425
19610.0, 0.0838792
19620.0, 0.08387418
19630.0, 0.08386916
19640.0, 0.08386415
19650.0, 0.08385916
19660.0, 0.08385417
19670.0, 0.08384919
19680.0, 0.08384422
19690.0, 0.08383927
19700.0, 0.08383432
19710.0, 0.08382938
19720.0, 0.083824456
19730.0, 0.08381953
19740.0, 0.08381463
19750.0, 0.083809726
19760.0, 0.08380484
19770.0, 0.08379996
19780.0, 0.08379509
19790.0, 0.08379023
19800.0, 0.08378538
19810.0, 0.083780535
19820.0, 0.08377571
19830.0, 0.083770886
19840.0, 0.08376607
19850.0, 0.083761275
19860.0, 0.08375648
19870.0, 0.08375169
19880.0, 0.08374692
19890.0, 0.08374216
19900.0, 0.0837374
19910.0, 0.08373266
19920.0, 0.08372792
19930.0, 0.083723195
19940.0, 0.08371848
19950.0, 0.08371377
19960.0, 0.083709076
19970.0, 0.08370438
19980.0, 0.0836997
19990.0, 0.08369503
20000.0, 0.083690375
20010.0, 0.08368572
20020.0, 0.08368108
20030.0, 0.08367645
20040.0, 0.08367182
20050.0, 0.08366721
20060.0, 0.0836626
20070.0, 0.083658
20080.0, 0.08365342
20090.0, 0.08364884
20100.0, 0.08364427
20110.0, 0.08363971
20120.0, 0.08363516
20130.0, 0.083630614
20140.0, 0.083626084
20150.0, 0.08362156
20160.0, 0.08361705
20170.0, 0.08361254
20180.0, 0.083608046
20190.0, 0.08360355
20200.0, 0.083599076
20210.0, 0.083594605
20220.0, 0.08359014
20230.0, 0.083585694
20240.0, 0.083581254
20250.0, 0.08357681
20260.0, 0.08357239
20270.0, 0.08356797
20280.0, 0.083563566
20290.0, 0.08355916
20300.0, 0.083554775
20310.0, 0.08355039
20320.0, 0.08354601
20330.0, 0.083541654
20340.0, 0.083537295
20350.0, 0.08353295
20360.0, 0.083528616
20370.0, 0.08352429
20380.0, 0.08351996
20390.0, 0.08351565
20400.0, 0.083511345
20410.0, 0.08350705
20420.0, 0.08350276
20430.0, 0.083498485
20440.0, 0.083494216
20450.0, 0.08348995
20460.0, 0.0834857
20470.0, 0.08348145
20480.0, 0.083477214
20490.0, 0.08347299
20500.0, 0.08346877
20510.0, 0.08346456
20520.0, 0.08346035
20530.0, 0.083456166
20540.0, 0.08345198
20550.0, 0.0834478
20560.0, 0.083443634
20570.0, 0.08343948
20580.0, 0.08343532
20590.0, 0.08343118
20600.0, 0.083427034
20610.0, 0.083422914
20620.0, 0.083418794
20630.0, 0.08341468
20640.0, 0.083410576
20650.0, 0.08340648
20660.0, 0.083402395
20670.0, 0.08339832
20680.0, 0.083394244
20690.0, 0.083390184
20700.0, 0.08338613
20710.0, 0.083382085
20720.0, 0.08337805
20730.0, 0.083374016
20740.0, 0.08336999
20750.0, 0.08336598
20760.0, 0.08336197
20770.0, 0.083357975
20780.0, 0.08335398
20790.0, 0.08335
20800.0, 0.083346024
20810.0, 0.08334206
20820.0, 0.083338104
20830.0, 0.083334155
20840.0, 0.08333021
20850.0, 0.08332627
20860.0, 0.083322346
20870.0, 0.08331843
20880.0, 0.083314516
20890.0, 0.08331061
20900.0, 0.083306715
20910.0, 0.08330283
20920.0, 0.08329895
20930.0, 0.08329508
20940.0, 0.08329121
20950.0, 0.08328735
20960.0, 0.08328351
20970.0, 0.08327966
20980.0, 0.083275825
20990.0, 0.083271995
21000.0, 0.08326818
21010.0, 0.083264366
21020.0, 0.083260566
21030.0, 0.083256766
21040.0, 0.08325298
21050.0, 0.0832492
21060.0, 0.08324543
21070.0, 0.08324166
21080.0, 0.0832379
21090.0, 0.08323415
21100.0, 0.083230406
21110.0, 0.083226666
21120.0, 0.08322294
21130.0, 0.083219215
21140.0, 0.083215505
21150.0, 0.0832118
21160.0, 0.0832081
21170.0, 0.0832044
21180.0, 0.08320072
21190.0, 0.08319704
21200.0, 0.08319338
21210.0, 0.08318971
21220.0, 0.08318606
21230.0, 0.08318241
21240.0, 0.083178766
21250.0, 0.08317514
21260.0, 0.08317151
21270.0, 0.08316789
21280.0, 0.08316428
21290.0, 0.083160676
21300.0, 0.08315708
21310.0, 0.083153486
21320.0, 0.0831499
21330.0, 0.083146326
21340.0, 0.08314276
21350.0, 0.083139196
21360.0, 0.08313564
21370.0, 0.083132096
21380.0, 0.08312855
21390.0, 0.08312502
21400.0, 0.08312149
21410.0, 0.08311798
21420.0, 0.08311447
21430.0, 0.08311096
21440.0, 0.08310746
21450.0, 0.08310397
21460.0, 0.08310048
21470.0, 0.083097
21480.0, 0.08309353
21490.0, 0.08309007
21500.0, 0.08308661
21510.0, 0.08308316
21520.0, 0.08307972
21530.0, 0.08307628
21540.0, 0.083072856
21550.0, 0.083069436
21560.0, 0.08306602
21570.0, 0.08306261
21580.0, 0.08305921
21590.0, 0.08305581
21600.0, 0.08305242
21610.0, 0.083049044
21620.0, 0.08304567
21630.0, 0.083042294
21640.0, 0.08303893
21650.0, 0.08303558
21660.0, 0.08303223
21670.0, 0.08302889
21680.0, 0.08302555
21690.0, 0.08302223
21700.0, 0.08301891
21710.0, 0.08301559
21720.0, 0.08301228
21730.0, 0.08300898
21740.0, 0.08300568
21750.0, 0.083002396
21760.0, 0.08299911
21770.0, 0.08299584
21780.0, 0.08299257
21790.0, 0.082989305
21800.0, 0.08298605
21810.0, 0.0829828
21820.0, 0.08297956
21830.0, 0.08297632
21840.0, 0.08297309
21850.0, 0.08296987
21860.0, 0.08296665
21870.0, 0.08296344
21880.0, 0.08296023
21890.0, 0.08295704
21900.0, 0.08295384
21910.0, 0.08295066
21920.0, 0.08294748
21930.0, 0.08294431
21940.0, 0.08294114
21950.0, 0.082937986
21960.0, 0.08293483
21970.0, 0.08293168
21980.0, 0.08292854
21990.0, 0.0829254
22000.0, 0.08292227
22010.0, 0.08291915
22020.0, 0.082916036
22030.0, 0.08291292
22040.0, 0.08290982
22050.0, 0.08290672
22060.0, 0.08290363
22070.0, 0.08290055
22080.0, 0.08289746
22090.0, 0.08289439
22100.0, 0.08289132
22110.0, 0.08288827
22120.0, 0.08288521
22130.0, 0.08288216
22140.0, 0.08287912
22150.0, 0.08287608
22160.0, 0.082873054
22170.0, 0.08287003
22180.0, 0.08286701
22190.0, 0.082863994
22200.0, 0.08286099
22210.0, 0.08285799
22220.0, 0.08285499
22230.0, 0.082852006
22240.0, 0.082849026
22250.0, 0.082846045
22260.0, 0.08284308
22270.0, 0.082840115
22280.0, 0.08283716
22290.0, 0.0828342
22300.0, 0.082831256
22310.0, 0.08282831
22320.0, 0.08282538
22330.0, 0.08282244
22340.0, 0.08281952
22350.0, 0.08281661
22360.0, 0.082813695
22370.0, 0.08281079
22380.0, 0.08280788
22390.0, 0.08280499
22400.0, 0.0828021
22410.0, 0.08279922
22420.0, 0.08279634
22430.0, 0.08279347
22440.0, 0.082790606
22450.0, 0.082787745
22460.0, 0.08278489
22470.0, 0.08278204
22480.0, 0.0827792
22490.0, 0.08277636
22500.0, 0.08277353
22510.0, 0.082770705
22520.0, 0.08276788
22530.0, 0.082765065
22540.0, 0.082762256
22550.0, 0.082759455
22560.0, 0.08275665
22570.0, 0.08275386
22580.0, 0.08275108
22590.0, 0.082748294
22600.0, 0.082745515
22610.0, 0.08274275
22620.0, 0.08273998
22630.0, 0.08273722
22640.0, 0.08273447
22650.0, 0.082731724
22660.0, 0.082728975
22670.0, 0.08272624
22680.0, 0.082723506
22690.0, 0.08272079
22700.0, 0.08271806
22710.0, 0.08271535
22720.0, 0.082712635
22730.0, 0.08270993
22740.0, 0.082707234
22750.0, 0.08270454
22760.0, 0.08270185
22770.0, 0.082699165
22780.0, 0.08269648
22790.0, 0.082693815
22800.0, 0.08269115
22810.0, 0.08268849
22820.0, 0.08268583
22830.0, 0.082683176
22840.0, 0.08268053
22850.0, 0.082677886
22860.0, 0.082675256
22870.0, 0.08267262
22880.0, 0.082669996
22890.0, 0.08266738
22900.0, 0.082664765
22910.0, 0.08266216
22920.0, 0.08265955
22930.0, 0.08265695
22940.0, 0.08265436
22950.0, 0.08265177
22960.0, 0.082649186
22970.0, 0.08264661
22980.0, 0.08264403
22990.0, 0.08264147
23000.0, 0.082638904
23010.0, 0.08263634
23020.0, 0.08263379
23030.0, 0.082631245
23040.0, 0.082628705
23050.0, 0.082626164
23060.0, 0.08262363
23070.0, 0.082621105
23080.0, 0.08261858
23090.0, 0.08261606
23100.0, 0.08261355
23110.0, 0.08261105
23120.0, 0.08260854
23130.0, 0.08260605
23140.0, 0.08260355
23150.0, 0.08260106
23160.0, 0.08259858
23170.0, 0.0825961
23180.0, 0.082593635
23190.0, 0.08259116
