Time (s), esn 1 surface potential difference wrt to esn ground(V)
10.004141, 1.1415615E-5
20.60349, 3.517075E-5
31.736023, 1.3299611E-4
42.584393, 1.1188852E-4
54.993843, 8.943227E-5
65.314285, 1.2916743E-4
75.379776, 2.4414062E-4
89.25104, 1.8121116E-4
102.321465, 9.408892E-6
112.98028, 2.3940111E-4
126.77251, 1.413475E-4
142.59341, 4.011272E-5
169.59946, 4.0280784E-4
181.3832, 4.0053437E-4
193.43687, -2.2040408E-4
212.64473, 7.8333187E-4
224.34773, 4.8828125E-4
241.98785, 4.8828125E-4
260.51187, 0.0
271.9116, 3.789447E-4
283.54352, 8.13948E-4
298.2867, 0.0013348432
309.19302, 0.001953125
320.75186, 0.0
332.57407, -4.8828125E-4
347.3159, 9.765625E-4
363.04065, 9.765625E-4
384.21808, 3.36796E-4
399.2076, 4.8828125E-4
415.37927, -7.286512E-4
430.5317, 2.3931586E-4
443.5159, -9.765625E-4
457.58667, 0.0024414062
468.32144, 0.0014648438
479.4181, 9.765625E-4
493.498, 0.0
508.62622, 0.001953125
528.36865, 1.5944736E-4
542.2951, 0.001953125
577.1393, -5.7085505E-4
606.07697, 0.0014793514
619.93677, 8.1605554E-5
632.38696, 9.765625E-4
645.91327, 0.0
745.91327, 0.0
766.0475, 0.001966877
777.7898, 0.001953125
877.7898, -9.765625E-4
977.7898, 0.0048828125
1077.7898, 0.0
