Energy (in eV), SEEE yield of material ka2k-NASCAP at isotropic incidence
   X,       Y
11620.0, 0.27358946
11630.0, 0.27340958
11640.0, 0.27323005
11650.0, 0.27305076
11660.0, 0.27287176
11670.0, 0.27269304
11680.0, 0.27251455
11690.0, 0.27233636
11700.0, 0.27215844
11710.0, 0.2719808
11720.0, 0.27180335
11730.0, 0.27162617
11740.0, 0.27144927
11750.0, 0.27127272
11760.0, 0.27109635
11770.0, 0.27092028
11780.0, 0.27074444
11790.0, 0.2705689
11800.0, 0.2703936
11810.0, 0.2702186
11820.0, 0.27004376
11830.0, 0.26986927
11840.0, 0.26969498
11850.0, 0.26952097
11860.0, 0.26934725
11870.0, 0.2691738
11880.0, 0.26900056
11890.0, 0.26882756
11900.0, 0.26865485
11910.0, 0.2684824
11920.0, 0.2683102
11930.0, 0.2681382
11940.0, 0.2679665
11950.0, 0.26779506
11960.0, 0.26762387
11970.0, 0.2674529
11980.0, 0.26728225
11990.0, 0.26711175
12000.0, 0.26694158
12010.0, 0.26677164
12020.0, 0.26660192
12030.0, 0.2664325
12040.0, 0.26626322
12050.0, 0.26609427
12060.0, 0.2659256
12070.0, 0.26575708
12080.0, 0.26558888
12090.0, 0.26542088
12100.0, 0.2652532
12110.0, 0.2650857
12120.0, 0.26491845
12130.0, 0.26475143
12140.0, 0.26458463
12150.0, 0.2644181
12160.0, 0.26425183
12170.0, 0.2640858
12180.0, 0.26391998
12190.0, 0.26375443
12200.0, 0.2635891
12210.0, 0.263424
12220.0, 0.2632592
12230.0, 0.26309454
12240.0, 0.26293015
12250.0, 0.262766
12260.0, 0.2626021
12270.0, 0.2624384
12280.0, 0.26227498
12290.0, 0.26211178
12300.0, 0.26194882
12310.0, 0.26178604
12320.0, 0.26162356
12330.0, 0.2614613
12340.0, 0.26129922
12350.0, 0.26113743
12360.0, 0.2609758
12370.0, 0.26081446
12380.0, 0.26065335
12390.0, 0.26049244
12400.0, 0.26033178
12410.0, 0.26017132
12420.0, 0.2600111
12430.0, 0.25985116
12440.0, 0.25969136
12450.0, 0.25953183
12460.0, 0.25937247
12470.0, 0.2592134
12480.0, 0.2590545
12490.0, 0.25889593
12500.0, 0.25873747
12510.0, 0.25857928
12520.0, 0.2584213
12530.0, 0.2582636
12540.0, 0.258106
12550.0, 0.25794867
12560.0, 0.2577916
12570.0, 0.2576347
12580.0, 0.25747806
12590.0, 0.25732166
12600.0, 0.25716543
12610.0, 0.25700945
12620.0, 0.25685367
12630.0, 0.25669813
12640.0, 0.25654277
12650.0, 0.25638762
12660.0, 0.25623268
12670.0, 0.25607798
12680.0, 0.25592348
12690.0, 0.25576922
12700.0, 0.25561514
12710.0, 0.25546134
12720.0, 0.25530764
12730.0, 0.25515425
12740.0, 0.25500107
12750.0, 0.25484803
12760.0, 0.2546952
12770.0, 0.25454268
12780.0, 0.2543903
12790.0, 0.25423813
12800.0, 0.25408617
12810.0, 0.25393444
12820.0, 0.2537829
12830.0, 0.25363156
12840.0, 0.25348046
12850.0, 0.25332955
12860.0, 0.25317878
12870.0, 0.25302833
12880.0, 0.252878
12890.0, 0.25272793
12900.0, 0.25257808
12910.0, 0.25242838
12920.0, 0.25227886
12930.0, 0.25212958
12940.0, 0.25198054
12950.0, 0.25183165
12960.0, 0.25168294
12970.0, 0.2515345
12980.0, 0.25138623
12990.0, 0.25123817
13000.0, 0.25109032
13010.0, 0.25094262
13020.0, 0.2507952
13030.0, 0.25064793
13040.0, 0.25050083
13050.0, 0.25035396
13060.0, 0.25020728
13070.0, 0.2500608
13080.0, 0.24991451
13090.0, 0.24976844
13100.0, 0.24962252
13110.0, 0.24947686
13120.0, 0.24933134
13130.0, 0.24918605
13140.0, 0.24904095
13150.0, 0.24889603
13160.0, 0.2487513
13170.0, 0.24860677
13180.0, 0.24846245
13190.0, 0.24831831
13200.0, 0.24817435
13210.0, 0.24803057
13220.0, 0.247887
13230.0, 0.24774365
13240.0, 0.24760045
13250.0, 0.24745746
13260.0, 0.24731466
13270.0, 0.24717203
13280.0, 0.24702959
13290.0, 0.24688736
13300.0, 0.24674529
13310.0, 0.24660343
13320.0, 0.24646176
13330.0, 0.24632026
13340.0, 0.24617894
13350.0, 0.24603786
13360.0, 0.24589692
13370.0, 0.24575613
13380.0, 0.24561557
13390.0, 0.24547517
13400.0, 0.245335
13410.0, 0.24519502
13420.0, 0.24505517
13430.0, 0.24491554
13440.0, 0.24477606
13450.0, 0.24463679
13460.0, 0.24449767
13470.0, 0.24435876
13480.0, 0.24422003
13490.0, 0.24408142
13500.0, 0.2439431
13510.0, 0.24380493
13520.0, 0.2436669
13530.0, 0.24352908
13540.0, 0.24339142
13550.0, 0.24325392
13560.0, 0.24311662
13570.0, 0.24297948
13580.0, 0.24284256
13590.0, 0.24270579
13600.0, 0.24256915
13610.0, 0.24243276
13620.0, 0.24229655
13630.0, 0.24216044
13640.0, 0.24202462
13650.0, 0.2418889
13660.0, 0.24175335
13670.0, 0.24161798
13680.0, 0.24148281
13690.0, 0.2413478
13700.0, 0.24121292
13710.0, 0.24107824
13720.0, 0.24094377
13730.0, 0.24080944
13740.0, 0.24067532
13750.0, 0.24054131
13760.0, 0.24040751
13770.0, 0.24027385
13780.0, 0.2401404
13790.0, 0.2400071
13800.0, 0.23987396
13810.0, 0.23974098
13820.0, 0.23960824
13830.0, 0.23947561
13840.0, 0.23934315
13850.0, 0.23921089
13860.0, 0.23907873
13870.0, 0.23894683
13880.0, 0.23881501
13890.0, 0.23868339
13900.0, 0.23855194
13910.0, 0.23842068
13920.0, 0.23828954
13930.0, 0.2381586
13940.0, 0.23802784
13950.0, 0.23789722
13960.0, 0.23776676
13970.0, 0.23763646
13980.0, 0.2375063
13990.0, 0.23737633
14000.0, 0.23724657
14010.0, 0.23711689
14020.0, 0.23698741
14030.0, 0.23685814
14040.0, 0.236729
14050.0, 0.23660003
14060.0, 0.23647118
14070.0, 0.23634249
14080.0, 0.23621397
14090.0, 0.23608564
14100.0, 0.23595743
14110.0, 0.23582943
14120.0, 0.23570155
14130.0, 0.23557384
14140.0, 0.23544629
14150.0, 0.23531891
14160.0, 0.23519172
14170.0, 0.2350646
14180.0, 0.23493771
14190.0, 0.23481093
14200.0, 0.23468433
14210.0, 0.2345579
14220.0, 0.23443156
14230.0, 0.23430544
14240.0, 0.23417948
14250.0, 0.23405366
14260.0, 0.233928
14270.0, 0.2338025
14280.0, 0.2336771
14290.0, 0.23355189
14300.0, 0.23342685
14310.0, 0.23330198
14320.0, 0.23317721
14330.0, 0.23305263
14340.0, 0.2329282
14350.0, 0.23280393
14360.0, 0.23267977
14370.0, 0.23255582
14380.0, 0.23243198
14390.0, 0.23230825
14400.0, 0.23218478
14410.0, 0.2320614
14420.0, 0.23193818
14430.0, 0.23181507
14440.0, 0.23169218
14450.0, 0.23156941
14460.0, 0.2314468
14470.0, 0.23132433
14480.0, 0.23120198
14490.0, 0.23107979
14500.0, 0.23095776
14510.0, 0.23083587
14520.0, 0.23071414
14530.0, 0.23059256
14540.0, 0.23047107
14550.0, 0.23034982
14560.0, 0.23022868
14570.0, 0.23010768
14580.0, 0.22998683
14590.0, 0.2298661
14600.0, 0.22974554
14610.0, 0.2296251
14620.0, 0.22950484
14630.0, 0.2293847
14640.0, 0.22926475
14650.0, 0.22914489
14660.0, 0.2290252
14670.0, 0.22890562
14680.0, 0.22878622
14690.0, 0.22866696
14700.0, 0.22854784
14710.0, 0.22842883
14720.0, 0.22831
14730.0, 0.2281913
14740.0, 0.22807278
14750.0, 0.22795434
14760.0, 0.22783607
14770.0, 0.22771794
14780.0, 0.22759996
14790.0, 0.22748211
14800.0, 0.22736438
14810.0, 0.22724679
14820.0, 0.22712937
14830.0, 0.22701207
14840.0, 0.22689494
14850.0, 0.22677787
14860.0, 0.22666104
14870.0, 0.2265443
14880.0, 0.22642767
14890.0, 0.22631125
14900.0, 0.2261949
14910.0, 0.22607869
14920.0, 0.22596265
14930.0, 0.22584677
14940.0, 0.225731
14950.0, 0.22561531
14960.0, 0.22549982
14970.0, 0.22538443
14980.0, 0.22526924
14990.0, 0.22515412
15000.0, 0.22503917
15010.0, 0.22492431
15020.0, 0.2248096
15030.0, 0.22469504
15040.0, 0.22458066
15050.0, 0.22446635
15060.0, 0.22435218
15070.0, 0.22423816
15080.0, 0.22412428
15090.0, 0.22401051
15100.0, 0.22389689
15110.0, 0.22378337
15120.0, 0.22367002
15130.0, 0.22355677
15140.0, 0.2234437
15150.0, 0.22333074
15160.0, 0.22321787
15170.0, 0.22310516
15180.0, 0.2229926
15190.0, 0.22288017
15200.0, 0.22276786
15210.0, 0.22265564
15220.0, 0.22254358
15230.0, 0.22243167
15240.0, 0.22231989
15250.0, 0.2222082
15260.0, 0.2220967
15270.0, 0.22198522
15280.0, 0.22187398
15290.0, 0.22176282
15300.0, 0.22165179
15310.0, 0.2215409
15320.0, 0.22143011
15330.0, 0.22131947
15340.0, 0.22120896
15350.0, 0.22109857
15360.0, 0.22098832
15370.0, 0.22087818
15380.0, 0.22076815
15390.0, 0.22065827
15400.0, 0.22054854
15410.0, 0.22043891
15420.0, 0.22032934
15430.0, 0.22021995
15440.0, 0.22011071
15450.0, 0.2200016
15460.0, 0.21989258
15470.0, 0.21978371
15480.0, 0.21967493
15490.0, 0.21956627
15500.0, 0.21945778
15510.0, 0.21934937
15520.0, 0.21924108
15530.0, 0.21913292
15540.0, 0.21902491
15550.0, 0.21891701
15560.0, 0.21880925
15570.0, 0.21870157
15580.0, 0.218594
15590.0, 0.2184866
15600.0, 0.21837932
15610.0, 0.21827215
15620.0, 0.21816508
15630.0, 0.21805814
15640.0, 0.21795133
15650.0, 0.21784467
15660.0, 0.21773809
15670.0, 0.21763162
15680.0, 0.21752529
15690.0, 0.21741909
15700.0, 0.21731299
15710.0, 0.21720701
15720.0, 0.21710113
15730.0, 0.2169954
15740.0, 0.21688978
15750.0, 0.2167843
15760.0, 0.21667889
15770.0, 0.21657363
15780.0, 0.2164685
15790.0, 0.21636343
15800.0, 0.21625851
15810.0, 0.21615374
15820.0, 0.21604906
15830.0, 0.21594448
15840.0, 0.21584
15850.0, 0.21573566
15860.0, 0.21563148
15870.0, 0.21552737
15880.0, 0.21542339
15890.0, 0.21531953
15900.0, 0.21521577
15910.0, 0.2151121
15920.0, 0.21500859
15930.0, 0.21490519
15940.0, 0.2148019
15950.0, 0.21469867
15960.0, 0.2145956
15970.0, 0.21449265
15980.0, 0.21438983
15990.0, 0.21428707
16000.0, 0.21418443
16010.0, 0.21408196
16020.0, 0.21397957
16030.0, 0.21387728
16040.0, 0.21377511
16050.0, 0.21367304
16060.0, 0.21357112
16070.0, 0.21346927
16080.0, 0.21336757
16090.0, 0.21326599
16100.0, 0.21316443
16110.0, 0.21306306
16120.0, 0.21296178
16130.0, 0.21286064
16140.0, 0.21275955
16150.0, 0.21265858
16160.0, 0.21255776
16170.0, 0.21245705
16180.0, 0.21235642
16190.0, 0.21225591
16200.0, 0.21215552
16210.0, 0.21205522
16220.0, 0.21195506
16230.0, 0.21185498
16240.0, 0.21175501
16250.0, 0.21165517
16260.0, 0.21155542
16270.0, 0.21145578
16280.0, 0.21135624
16290.0, 0.21125682
16300.0, 0.21115752
16310.0, 0.21105833
16320.0, 0.2109592
16330.0, 0.21086021
16340.0, 0.21076132
16350.0, 0.21066253
16360.0, 0.21056381
16370.0, 0.21046528
16380.0, 0.21036682
16390.0, 0.21026848
16400.0, 0.21017021
16410.0, 0.21007209
16420.0, 0.20997399
16430.0, 0.2098761
16440.0, 0.20977825
16450.0, 0.20968051
16460.0, 0.20958292
16470.0, 0.2094854
16480.0, 0.20938796
16490.0, 0.20929067
16500.0, 0.20919347
16510.0, 0.20909637
16520.0, 0.20899938
16530.0, 0.20890243
16540.0, 0.20880565
16550.0, 0.20870897
16560.0, 0.20861238
16570.0, 0.20851588
16580.0, 0.2084195
16590.0, 0.20832324
16600.0, 0.20822707
16610.0, 0.208131
16620.0, 0.208035
16630.0, 0.20793913
16640.0, 0.20784338
16650.0, 0.20774773
16660.0, 0.20765215
16670.0, 0.20755668
16680.0, 0.20746127
16690.0, 0.20736602
16700.0, 0.20727086
16710.0, 0.2071758
16720.0, 0.20708087
16730.0, 0.20698598
16740.0, 0.20689121
16750.0, 0.20679651
16760.0, 0.20670195
16770.0, 0.20660752
16780.0, 0.20651314
16790.0, 0.20641886
16800.0, 0.20632471
16810.0, 0.20623066
16820.0, 0.20613667
16830.0, 0.20604277
16840.0, 0.20594902
16850.0, 0.2058553
16860.0, 0.20576173
16870.0, 0.20566827
16880.0, 0.20557486
16890.0, 0.20548157
16900.0, 0.2053884
16910.0, 0.2052953
16920.0, 0.20520233
16930.0, 0.20510942
16940.0, 0.2050166
16950.0, 0.20492388
16960.0, 0.20483129
16970.0, 0.20473875
16980.0, 0.20464638
16990.0, 0.204554
17000.0, 0.20446181
17010.0, 0.20436966
17020.0, 0.20427762
17030.0, 0.20418568
17040.0, 0.20409384
17050.0, 0.20400208
17060.0, 0.20391043
17070.0, 0.20381886
17080.0, 0.2037274
17090.0, 0.203636
17100.0, 0.20354475
17110.0, 0.20345354
17120.0, 0.20336248
17130.0, 0.20327148
17140.0, 0.20318057
17150.0, 0.20308974
17160.0, 0.20299906
17170.0, 0.20290841
17180.0, 0.20281786
17190.0, 0.20272742
17200.0, 0.20263708
17210.0, 0.20254685
17220.0, 0.20245665
17230.0, 0.20236662
17240.0, 0.20227665
17250.0, 0.20218675
17260.0, 0.20209694
17270.0, 0.20200725
17280.0, 0.20191762
17290.0, 0.20182809
17300.0, 0.20173867
17310.0, 0.20164932
17320.0, 0.20156011
17330.0, 0.20147096
17340.0, 0.2013819
17350.0, 0.2012929
17360.0, 0.201204
17370.0, 0.20111519
17380.0, 0.20102653
17390.0, 0.20093791
17400.0, 0.20084935
17410.0, 0.20076092
17420.0, 0.20067258
17430.0, 0.20058432
17440.0, 0.20049615
17450.0, 0.20040809
17460.0, 0.20032007
17470.0, 0.20023218
17480.0, 0.20014438
17490.0, 0.20005664
17500.0, 0.19996901
17510.0, 0.19988146
17520.0, 0.199794
17530.0, 0.19970661
17540.0, 0.19961934
17550.0, 0.19953215
17560.0, 0.19944501
17570.0, 0.19935799
17580.0, 0.19927105
17590.0, 0.19918421
17600.0, 0.19909745
17610.0, 0.19901079
17620.0, 0.19892421
17630.0, 0.19883771
17640.0, 0.19875129
17650.0, 0.19866496
17660.0, 0.19857875
17670.0, 0.19849254
17680.0, 0.19840649
17690.0, 0.19832051
17700.0, 0.19823459
17710.0, 0.1981488
17720.0, 0.19806305
17730.0, 0.19797741
17740.0, 0.19789183
17750.0, 0.19780639
17760.0, 0.19772099
17770.0, 0.19763567
17780.0, 0.19755046
17790.0, 0.19746532
17800.0, 0.1973803
17810.0, 0.1972953
17820.0, 0.19721042
17830.0, 0.19712558
17840.0, 0.19704092
17850.0, 0.19695629
17860.0, 0.19687174
17870.0, 0.19678727
17880.0, 0.19670287
17890.0, 0.19661857
17900.0, 0.19653437
17910.0, 0.19645023
17920.0, 0.19636619
17930.0, 0.19628221
17940.0, 0.19619831
17950.0, 0.19611454
17960.0, 0.19603084
17970.0, 0.19594717
17980.0, 0.1958636
17990.0, 0.19578014
18000.0, 0.19569674
18010.0, 0.19561341
18020.0, 0.19553022
18030.0, 0.19544703
18040.0, 0.19536395
18050.0, 0.195281
18060.0, 0.19519812
18070.0, 0.19511528
18080.0, 0.19503249
18090.0, 0.19494987
18100.0, 0.19486724
18110.0, 0.19478475
18120.0, 0.19470234
18130.0, 0.19462001
18140.0, 0.19453773
18150.0, 0.19445558
18160.0, 0.19437346
18170.0, 0.19429144
18180.0, 0.19420952
18190.0, 0.1941276
18200.0, 0.19404583
18210.0, 0.19396414
18220.0, 0.19388251
18230.0, 0.19380097
18240.0, 0.19371949
18250.0, 0.19363812
18260.0, 0.19355679
18270.0, 0.19347556
18280.0, 0.19339438
18290.0, 0.19331329
18300.0, 0.1932323
18310.0, 0.19315138
18320.0, 0.19307053
18330.0, 0.19298978
18340.0, 0.19290908
18350.0, 0.19282848
18360.0, 0.19274795
18370.0, 0.19266748
18380.0, 0.1925871
18390.0, 0.1925068
18400.0, 0.19242658
18410.0, 0.19234642
18420.0, 0.19226636
18430.0, 0.19218637
18440.0, 0.19210644
18450.0, 0.1920266
18460.0, 0.19194683
18470.0, 0.19186714
18480.0, 0.19178754
18490.0, 0.19170798
18500.0, 0.1916285
18510.0, 0.19154914
18520.0, 0.19146982
18530.0, 0.19139057
18540.0, 0.19131143
18550.0, 0.19123234
18560.0, 0.19115332
18570.0, 0.19107439
18580.0, 0.19099553
18590.0, 0.19091676
18600.0, 0.19083804
18610.0, 0.19075936
18620.0, 0.19068083
18630.0, 0.19060232
18640.0, 0.19052395
18650.0, 0.19044562
18660.0, 0.19036734
18670.0, 0.19028914
18680.0, 0.19021103
18690.0, 0.19013296
18700.0, 0.190055
18710.0, 0.18997708
18720.0, 0.18989927
18730.0, 0.18982154
18740.0, 0.18974383
18750.0, 0.18966624
18760.0, 0.18958868
18770.0, 0.18951125
18780.0, 0.18943387
18790.0, 0.18935655
18800.0, 0.1892793
18810.0, 0.18920216
18820.0, 0.18912502
18830.0, 0.18904802
18840.0, 0.18897104
18850.0, 0.18889417
18860.0, 0.18881737
18870.0, 0.18874061
18880.0, 0.18866397
18890.0, 0.18858737
18900.0, 0.18851085
18910.0, 0.1884344
18920.0, 0.18835801
18930.0, 0.1882817
18940.0, 0.18820545
18950.0, 0.1881293
18960.0, 0.1880532
18970.0, 0.18797718
18980.0, 0.18790123
18990.0, 0.18782534
19000.0, 0.1877495
19010.0, 0.18767376
19020.0, 0.18759808
19030.0, 0.18752247
19040.0, 0.18744694
19050.0, 0.18737149
19060.0, 0.1872961
19070.0, 0.18722078
19080.0, 0.18714552
19090.0, 0.18707033
19100.0, 0.1869952
19110.0, 0.18692015
19120.0, 0.1868452
19130.0, 0.18677028
19140.0, 0.18669544
19150.0, 0.18662068
19160.0, 0.18654598
19170.0, 0.18647136
19180.0, 0.18639676
19190.0, 0.18632227
19200.0, 0.18624784
19210.0, 0.18617348
19220.0, 0.18609919
19230.0, 0.18602493
19240.0, 0.1859508
19250.0, 0.18587673
19260.0, 0.18580268
19270.0, 0.18572874
19280.0, 0.18565485
19290.0, 0.18558103
19300.0, 0.1855073
19310.0, 0.18543361
19320.0, 0.18536
19330.0, 0.18528646
19340.0, 0.18521294
19350.0, 0.18513954
19360.0, 0.1850662
19370.0, 0.18499291
19380.0, 0.18491973
19390.0, 0.18484657
19400.0, 0.18477346
19410.0, 0.18470046
19420.0, 0.1846275
19430.0, 0.18455462
19440.0, 0.18448181
19450.0, 0.18440904
19460.0, 0.18433638
19470.0, 0.18426378
19480.0, 0.18419123
19490.0, 0.18411869
19500.0, 0.1840463
19510.0, 0.18397392
19520.0, 0.18390162
19530.0, 0.1838294
19540.0, 0.18375726
19550.0, 0.18368517
19560.0, 0.18361315
19570.0, 0.18354116
19580.0, 0.18346927
19590.0, 0.18339744
19600.0, 0.18332568
19610.0, 0.18325394
19620.0, 0.18318231
19630.0, 0.18311071
19640.0, 0.18303922
19650.0, 0.18296775
19660.0, 0.18289636
19670.0, 0.18282503
19680.0, 0.1827538
19690.0, 0.18268262
19700.0, 0.18261145
19710.0, 0.1825404
19720.0, 0.18246938
19730.0, 0.18239845
19740.0, 0.1823276
19750.0, 0.18225677
19760.0, 0.18218601
19770.0, 0.18211533
19780.0, 0.18204471
19790.0, 0.18197413
19800.0, 0.18190366
19810.0, 0.18183322
19820.0, 0.18176283
19830.0, 0.18169253
19840.0, 0.18162228
19850.0, 0.18155207
19860.0, 0.18148194
19870.0, 0.18141189
19880.0, 0.1813419
19890.0, 0.18127197
19900.0, 0.1812021
19910.0, 0.18113227
19920.0, 0.18106249
19930.0, 0.18099283
19940.0, 0.18092318
19950.0, 0.1808536
19960.0, 0.18078412
19970.0, 0.18071467
19980.0, 0.1806453
19990.0, 0.18057598
20000.0, 0.18050672
20010.0, 0.18043752
20020.0, 0.18036835
20030.0, 0.1802993
20040.0, 0.18023026
20050.0, 0.18016133
20060.0, 0.18009244
20070.0, 0.1800236
20080.0, 0.17995481
20090.0, 0.17988609
20100.0, 0.17981745
20110.0, 0.17974885
20120.0, 0.1796803
20130.0, 0.17961183
20140.0, 0.1795434
20150.0, 0.17947505
20160.0, 0.17940678
20170.0, 0.17933851
20180.0, 0.17927034
20190.0, 0.17920226
20200.0, 0.17913418
20210.0, 0.17906621
20220.0, 0.17899826
20230.0, 0.17893036
20240.0, 0.17886254
20250.0, 0.1787948
20260.0, 0.1787271
20270.0, 0.17865947
20280.0, 0.17859186
20290.0, 0.17852433
20300.0, 0.17845689
20310.0, 0.17838946
20320.0, 0.17832212
20330.0, 0.17825483
20340.0, 0.17818758
20350.0, 0.1781204
20360.0, 0.17805329
20370.0, 0.17798625
20380.0, 0.17791924
20390.0, 0.17785229
20400.0, 0.17778541
20410.0, 0.17771861
20420.0, 0.17765182
20430.0, 0.17758511
20440.0, 0.17751843
20450.0, 0.17745183
20460.0, 0.17738532
20470.0, 0.17731883
20480.0, 0.1772524
20490.0, 0.17718603
20500.0, 0.17711972
20510.0, 0.17705347
20520.0, 0.1769873
20530.0, 0.17692114
20540.0, 0.17685504
20550.0, 0.17678905
20560.0, 0.17672308
20570.0, 0.17665717
20580.0, 0.1765913
20590.0, 0.1765255
20600.0, 0.17645974
20610.0, 0.17639405
20620.0, 0.17632845
20630.0, 0.17626286
20640.0, 0.17619732
20650.0, 0.17613189
20660.0, 0.17606646
20670.0, 0.1760011
20680.0, 0.1759358
20690.0, 0.17587054
20700.0, 0.17580537
20710.0, 0.17574026
20720.0, 0.17567517
20730.0, 0.17561017
20740.0, 0.17554519
20750.0, 0.17548028
20760.0, 0.17541544
20770.0, 0.17535064
20780.0, 0.17528589
20790.0, 0.17522122
20800.0, 0.17515658
20810.0, 0.175092
20820.0, 0.17502746
20830.0, 0.17496301
20840.0, 0.1748986
20850.0, 0.17483422
20860.0, 0.1747699
20870.0, 0.17470567
20880.0, 0.17464148
20890.0, 0.17457736
20900.0, 0.17451322
20910.0, 0.1744492
20920.0, 0.1743852
20930.0, 0.17432128
20940.0, 0.17425743
20950.0, 0.1741936
20960.0, 0.17412983
20970.0, 0.17406613
20980.0, 0.17400245
20990.0, 0.17393887
21000.0, 0.1738753
21010.0, 0.1738118
21020.0, 0.17374836
21030.0, 0.17368495
21040.0, 0.17362162
21050.0, 0.17355834
21060.0, 0.17349508
21070.0, 0.17343192
21080.0, 0.17336878
21090.0, 0.17330572
21100.0, 0.17324272
21110.0, 0.17317973
21120.0, 0.17311679
21130.0, 0.17305396
21140.0, 0.17299116
21150.0, 0.1729284
21160.0, 0.17286566
21170.0, 0.17280301
21180.0, 0.17274041
21190.0, 0.17267786
21200.0, 0.17261536
21210.0, 0.17255293
21220.0, 0.1724905
21230.0, 0.17242819
21240.0, 0.17236589
21250.0, 0.17230363
21260.0, 0.17224145
21270.0, 0.17217931
21280.0, 0.17211723
21290.0, 0.1720552
21300.0, 0.17199324
21310.0, 0.17193131
21320.0, 0.1718694
21330.0, 0.17180757
21340.0, 0.17174582
21350.0, 0.17168409
21360.0, 0.17162243
21370.0, 0.17156076
21380.0, 0.17149921
21390.0, 0.17143767
21400.0, 0.17137621
21410.0, 0.17131478
21420.0, 0.17125341
21430.0, 0.17119208
21440.0, 0.17113082
21450.0, 0.17106959
21460.0, 0.17100844
21470.0, 0.17094733
21480.0, 0.17088626
21490.0, 0.17082521
21500.0, 0.17076425
21510.0, 0.17070332
21520.0, 0.17064247
21530.0, 0.17058164
21540.0, 0.17052087
21550.0, 0.17046018
21560.0, 0.17039949
21570.0, 0.17033887
21580.0, 0.17027828
21590.0, 0.17021778
21600.0, 0.17015731
21610.0, 0.17009689
21620.0, 0.1700365
21630.0, 0.1699762
21640.0, 0.16991591
21650.0, 0.1698557
21660.0, 0.16979548
21670.0, 0.16973536
21680.0, 0.1696753
21690.0, 0.16961524
21700.0, 0.16955528
21710.0, 0.16949536
21720.0, 0.16943549
21730.0, 0.16937566
21740.0, 0.16931586
21750.0, 0.16925612
21760.0, 0.16919643
21770.0, 0.16913678
21780.0, 0.16907717
21790.0, 0.16901764
21800.0, 0.16895814
21810.0, 0.16889869
21820.0, 0.1688393
21830.0, 0.16877994
21840.0, 0.16872063
21850.0, 0.16866137
21860.0, 0.16860217
21870.0, 0.16854298
21880.0, 0.16848388
21890.0, 0.1684248
21900.0, 0.16836579
21910.0, 0.16830683
21920.0, 0.16824791
21930.0, 0.16818905
21940.0, 0.1681302
21950.0, 0.1680714
21960.0, 0.16801271
21970.0, 0.167954
21980.0, 0.16789535
21990.0, 0.16783676
22000.0, 0.16777821
22010.0, 0.16771972
22020.0, 0.16766126
22030.0, 0.16760288
22040.0, 0.16754451
22050.0, 0.16748618
22060.0, 0.16742793
22070.0, 0.16736971
22080.0, 0.1673115
22090.0, 0.16725339
22100.0, 0.1671953
22110.0, 0.16713728
22120.0, 0.16707928
22130.0, 0.16702135
22140.0, 0.16696346
22150.0, 0.1669056
22160.0, 0.1668478
22170.0, 0.16679005
22180.0, 0.16673233
22190.0, 0.16667467
22200.0, 0.16661707
22210.0, 0.16655949
22220.0, 0.16650194
22230.0, 0.16644448
22240.0, 0.16638704
22250.0, 0.16632965
22260.0, 0.1662723
22270.0, 0.16621499
22280.0, 0.16615771
22290.0, 0.1661005
22300.0, 0.16604339
22310.0, 0.16598627
22320.0, 0.16592917
22330.0, 0.16587214
22340.0, 0.16581517
22350.0, 0.16575822
22360.0, 0.16570133
22370.0, 0.16564447
22380.0, 0.16558765
22390.0, 0.16553092
22400.0, 0.1654742
22410.0, 0.16541755
22420.0, 0.1653609
22430.0, 0.1653043
22440.0, 0.1652478
22450.0, 0.1651913
22460.0, 0.16513485
22470.0, 0.16507843
22480.0, 0.16502208
22490.0, 0.16496576
22500.0, 0.16490948
22510.0, 0.16485327
22520.0, 0.16479707
22530.0, 0.16474092
22540.0, 0.16468483
22550.0, 0.16462879
22560.0, 0.16457279
22570.0, 0.16451684
22580.0, 0.16446088
22590.0, 0.16440502
22600.0, 0.16434917
22610.0, 0.16429341
22620.0, 0.16423763
22630.0, 0.16418198
22640.0, 0.1641263
22650.0, 0.16407068
22660.0, 0.1640151
22670.0, 0.16395961
22680.0, 0.1639041
22690.0, 0.16384862
22700.0, 0.16379324
22710.0, 0.1637379
22720.0, 0.16368258
22730.0, 0.16362733
22740.0, 0.16357207
22750.0, 0.1635169
22760.0, 0.16346174
22770.0, 0.16340666
22780.0, 0.1633516
22790.0, 0.16329657
22800.0, 0.16324162
22810.0, 0.16318668
22820.0, 0.1631318
22830.0, 0.16307695
22840.0, 0.16302215
22850.0, 0.16296737
22860.0, 0.16291265
22870.0, 0.162858
22880.0, 0.16280338
22890.0, 0.16274875
22900.0, 0.16269422
22910.0, 0.16263972
22920.0, 0.16258524
22930.0, 0.16253081
22940.0, 0.16247644
22950.0, 0.1624221
22960.0, 0.16236779
22970.0, 0.16231354
22980.0, 0.16225934
22990.0, 0.16220514
23000.0, 0.16215102
23010.0, 0.16209693
23020.0, 0.16204289
23030.0, 0.16198888
23040.0, 0.1619349
23050.0, 0.161881
23060.0, 0.1618271
23070.0, 0.16177326
23080.0, 0.16171947
23090.0, 0.16166571
23100.0, 0.16161196
23110.0, 0.16155829
23120.0, 0.16150466
23130.0, 0.1614511
23140.0, 0.16139753
23150.0, 0.161344
23160.0, 0.16129053
23170.0, 0.16123709
23180.0, 0.16118371
23190.0, 0.16113035
23200.0, 0.16107704
23210.0, 0.16102377
23220.0, 0.16097055
23230.0, 0.16091734
23240.0, 0.1608642
23250.0, 0.1608111
23260.0, 0.160758
