Energy (in eV), SEEE yield of material ka2k-NASCAP at isotropic incidence
   X,       Y
23270.0, 0.16070499
23280.0, 0.160652
23290.0, 0.16059907
23300.0, 0.16054612
23310.0, 0.1604933
23320.0, 0.16044044
23330.0, 0.16038768
23340.0, 0.16033493
23350.0, 0.1602822
23360.0, 0.16022953
23370.0, 0.1601769
23380.0, 0.16012435
23390.0, 0.16007176
23400.0, 0.16001928
23410.0, 0.15996678
23420.0, 0.15991434
23430.0, 0.15986198
23440.0, 0.15980963
23450.0, 0.1597573
23460.0, 0.15970503
23470.0, 0.15965278
23480.0, 0.15960059
23490.0, 0.15954846
23500.0, 0.15949632
23510.0, 0.15944424
23520.0, 0.15939221
23530.0, 0.15934022
23540.0, 0.15928827
23550.0, 0.15923636
23560.0, 0.15918444
23570.0, 0.1591326
23580.0, 0.15908082
23590.0, 0.15902902
23600.0, 0.15897731
23610.0, 0.15892562
23620.0, 0.15887396
23630.0, 0.15882236
23640.0, 0.1587708
23650.0, 0.15871926
23660.0, 0.15866776
23670.0, 0.15861629
23680.0, 0.15856488
23690.0, 0.1585135
23700.0, 0.15846214
23710.0, 0.15841088
23720.0, 0.15835957
23730.0, 0.15830836
23740.0, 0.15825716
23750.0, 0.15820603
23760.0, 0.1581549
23770.0, 0.15810381
23780.0, 0.15805279
23790.0, 0.15800177
23800.0, 0.15795083
23810.0, 0.15789989
23820.0, 0.15784901
23830.0, 0.15779816
23840.0, 0.15774734
23850.0, 0.15769657
23860.0, 0.1576458
23870.0, 0.15759514
23880.0, 0.15754446
23890.0, 0.15749384
23900.0, 0.15744327
23910.0, 0.15739271
23920.0, 0.1573422
23930.0, 0.15729171
23940.0, 0.15724127
23950.0, 0.15719087
23960.0, 0.15714052
23970.0, 0.1570902
23980.0, 0.1570399
23990.0, 0.15698963
24000.0, 0.15693942
24010.0, 0.15688924
24020.0, 0.15683913
24030.0, 0.15678898
24040.0, 0.15673894
24050.0, 0.1566889
24060.0, 0.1566389
24070.0, 0.15658896
24080.0, 0.15653904
24090.0, 0.15648913
24100.0, 0.15643927
24110.0, 0.15638949
24120.0, 0.15633969
24130.0, 0.15628996
24140.0, 0.15624025
24150.0, 0.1561906
24160.0, 0.15614095
24170.0, 0.15609136
24180.0, 0.15604183
24190.0, 0.15599228
24200.0, 0.15594278
24210.0, 0.15589336
24220.0, 0.15584394
24230.0, 0.15579455
24240.0, 0.15574522
24250.0, 0.1556959
24260.0, 0.15564665
24270.0, 0.1555974
24280.0, 0.1555482
24290.0, 0.15549904
24300.0, 0.15544991
24310.0, 0.15540081
24320.0, 0.15535177
24330.0, 0.15530273
24340.0, 0.15525375
24350.0, 0.1552048
24360.0, 0.1551559
24370.0, 0.15510702
24380.0, 0.15505819
24390.0, 0.15500937
24400.0, 0.1549606
24410.0, 0.15491186
24420.0, 0.15486315
24430.0, 0.15481448
24440.0, 0.15476586
24450.0, 0.15471724
24460.0, 0.15466872
24470.0, 0.15462016
24480.0, 0.15457165
24490.0, 0.15452322
24500.0, 0.1544748
24510.0, 0.15442643
24520.0, 0.15437806
24530.0, 0.15432973
24540.0, 0.15428147
24550.0, 0.1542332
24560.0, 0.154185
24570.0, 0.15413682
24580.0, 0.15408866
24590.0, 0.15404056
24600.0, 0.15399249
24610.0, 0.15394442
24620.0, 0.15389644
24630.0, 0.15384847
24640.0, 0.15380055
24650.0, 0.15375262
24660.0, 0.15370478
24670.0, 0.15365691
24680.0, 0.15360911
24690.0, 0.15356134
24700.0, 0.15351363
24710.0, 0.15346593
24720.0, 0.15341826
24730.0, 0.15337065
24740.0, 0.15332302
24750.0, 0.15327549
24760.0, 0.15322794
24770.0, 0.15318045
24780.0, 0.15313299
24790.0, 0.15308556
24800.0, 0.15303817
24810.0, 0.15299082
24820.0, 0.15294348
24830.0, 0.1528962
24840.0, 0.15284894
24850.0, 0.1528017
24860.0, 0.15275455
24870.0, 0.15270735
24880.0, 0.15266024
24890.0, 0.15261313
24900.0, 0.15256609
24910.0, 0.15251906
24920.0, 0.15247205
24930.0, 0.15242511
24940.0, 0.15237817
24950.0, 0.15233131
24960.0, 0.15228443
24970.0, 0.15223762
24980.0, 0.1521908
24990.0, 0.15214403
25000.0, 0.15209734
25010.0, 0.15205063
25020.0, 0.15200397
25030.0, 0.15195733
25040.0, 0.15191075
25050.0, 0.1518642
25060.0, 0.15181768
25070.0, 0.15177117
25080.0, 0.15172471
25090.0, 0.15167828
25100.0, 0.15163185
25110.0, 0.15158552
25120.0, 0.15153916
25130.0, 0.15149288
25140.0, 0.1514466
25150.0, 0.15140039
25160.0, 0.15135416
25170.0, 0.151308
25180.0, 0.15126187
25190.0, 0.15121575
25200.0, 0.15116969
25210.0, 0.15112363
25220.0, 0.15107764
25230.0, 0.15103164
25240.0, 0.1509857
25250.0, 0.15093979
25260.0, 0.15089391
25270.0, 0.15084806
25280.0, 0.15080225
25290.0, 0.15075646
25300.0, 0.1507107
25310.0, 0.15066499
25320.0, 0.1506193
25330.0, 0.15057364
25340.0, 0.15052801
25350.0, 0.15048243
25360.0, 0.15043686
25370.0, 0.15039133
25380.0, 0.15034586
25390.0, 0.15030035
25400.0, 0.15025492
25410.0, 0.15020953
25420.0, 0.15016416
25430.0, 0.1501188
25440.0, 0.1500735
25450.0, 0.15002823
25460.0, 0.14998297
25470.0, 0.14993776
25480.0, 0.14989257
25490.0, 0.14984742
25500.0, 0.1498023
25510.0, 0.1497572
25520.0, 0.14971215
25530.0, 0.14966713
25540.0, 0.14962213
25550.0, 0.14957717
25560.0, 0.14953223
25570.0, 0.14948733
25580.0, 0.14944245
25590.0, 0.14939761
25600.0, 0.14935279
25610.0, 0.149308
25620.0, 0.14926328
25630.0, 0.14921854
25640.0, 0.14917389
25650.0, 0.14912921
25660.0, 0.14908458
25670.0, 0.14903998
25680.0, 0.1489954
25690.0, 0.14895089
25700.0, 0.14890637
25710.0, 0.14886191
25720.0, 0.14881746
25730.0, 0.14877304
25740.0, 0.14872865
25750.0, 0.14868431
25760.0, 0.14863998
25770.0, 0.1485957
25780.0, 0.14855143
25790.0, 0.14850722
25800.0, 0.14846301
25810.0, 0.14841883
25820.0, 0.14837469
25830.0, 0.14833061
25840.0, 0.14828654
25850.0, 0.14824247
25860.0, 0.14819846
25870.0, 0.14815444
25880.0, 0.14811051
25890.0, 0.14806658
25900.0, 0.14802268
25910.0, 0.14797881
25920.0, 0.14793494
25930.0, 0.14789115
25940.0, 0.14784737
25950.0, 0.14780363
25960.0, 0.1477599
25970.0, 0.14771621
25980.0, 0.14767255
25990.0, 0.14762893
26000.0, 0.14758533
26010.0, 0.14754175
26020.0, 0.1474982
26030.0, 0.14745468
26040.0, 0.1474112
26050.0, 0.14736778
26060.0, 0.14732434
26070.0, 0.14728093
26080.0, 0.14723758
26090.0, 0.14719424
26100.0, 0.14715093
26110.0, 0.14710765
26120.0, 0.14706439
26130.0, 0.14702117
26140.0, 0.14697799
26150.0, 0.14693484
26160.0, 0.14689171
26170.0, 0.14684859
26180.0, 0.14680552
26190.0, 0.14676248
26200.0, 0.14671946
26210.0, 0.1466765
26220.0, 0.1466335
26230.0, 0.14659059
26240.0, 0.14654768
26250.0, 0.14650482
26260.0, 0.14646198
26270.0, 0.14641915
26280.0, 0.14637636
26290.0, 0.1463336
26300.0, 0.1462909
26310.0, 0.14624819
26320.0, 0.14620551
26330.0, 0.14616287
26340.0, 0.14612027
26350.0, 0.14607769
26360.0, 0.14603512
26370.0, 0.1459926
26380.0, 0.14595008
26390.0, 0.14590764
26400.0, 0.14586519
26410.0, 0.14582278
26420.0, 0.14578038
26430.0, 0.14573802
26440.0, 0.1456957
26450.0, 0.1456534
26460.0, 0.14561112
26470.0, 0.14556889
26480.0, 0.14552666
26490.0, 0.14548448
26500.0, 0.14544232
26510.0, 0.14540018
26520.0, 0.14535807
26530.0, 0.14531602
26540.0, 0.14527395
26550.0, 0.14523195
26560.0, 0.14518996
26570.0, 0.145148
26580.0, 0.14510605
26590.0, 0.14506413
26600.0, 0.14502224
26610.0, 0.14498042
26620.0, 0.14493857
26630.0, 0.14489678
26640.0, 0.14485501
26650.0, 0.14481325
26660.0, 0.14477156
26670.0, 0.14472988
26680.0, 0.1446882
26690.0, 0.14464657
26700.0, 0.14460497
26710.0, 0.14456339
26720.0, 0.14452183
26730.0, 0.14448033
26740.0, 0.14443882
26750.0, 0.14439736
26760.0, 0.14435592
26770.0, 0.1443145
26780.0, 0.14427312
26790.0, 0.14423175
26800.0, 0.14419045
26810.0, 0.14414912
26820.0, 0.14410786
26830.0, 0.1440666
26840.0, 0.14402537
26850.0, 0.14398418
26860.0, 0.14394303
26870.0, 0.1439019
26880.0, 0.14386077
26890.0, 0.14381967
26900.0, 0.14377862
26910.0, 0.14373757
26920.0, 0.14369658
26930.0, 0.1436556
26940.0, 0.14361463
26950.0, 0.14357373
26960.0, 0.14353281
26970.0, 0.14349197
26980.0, 0.1434511
26990.0, 0.14341028
27000.0, 0.14336948
27010.0, 0.14332873
27020.0, 0.14328799
27030.0, 0.14324729
27040.0, 0.1432066
27050.0, 0.14316595
27060.0, 0.14312531
27070.0, 0.1430847
27080.0, 0.14304413
27090.0, 0.14300355
27100.0, 0.14296305
27110.0, 0.14292254
27120.0, 0.14288206
27130.0, 0.14284162
27140.0, 0.14280118
27150.0, 0.14276081
27160.0, 0.14272043
27170.0, 0.1426801
27180.0, 0.14263977
27190.0, 0.14259948
27200.0, 0.1425592
27210.0, 0.142519
27220.0, 0.14247878
27230.0, 0.14243859
27240.0, 0.14239843
27250.0, 0.14235829
27260.0, 0.14231817
27270.0, 0.14227809
27280.0, 0.14223807
27290.0, 0.14219801
27300.0, 0.14215802
27310.0, 0.14211804
27320.0, 0.14207809
27330.0, 0.14203815
27340.0, 0.14199825
27350.0, 0.14195839
27360.0, 0.14191853
27370.0, 0.14187871
27380.0, 0.14183891
27390.0, 0.14179914
27400.0, 0.14175938
27410.0, 0.14171967
27420.0, 0.14167996
27430.0, 0.14164029
27440.0, 0.14160065
27450.0, 0.14156103
27460.0, 0.14152145
27470.0, 0.14148188
27480.0, 0.14144236
27490.0, 0.14140281
27500.0, 0.14136332
27510.0, 0.14132385
27520.0, 0.1412844
27530.0, 0.14124501
27540.0, 0.14120561
27550.0, 0.14116625
27560.0, 0.14112692
27570.0, 0.14108759
27580.0, 0.14104831
27590.0, 0.14100905
27600.0, 0.1409698
27610.0, 0.14093058
27620.0, 0.14089139
27630.0, 0.14085224
27640.0, 0.1408131
27650.0, 0.14077398
27660.0, 0.14073488
27670.0, 0.14069584
27680.0, 0.1406568
27690.0, 0.14061776
27700.0, 0.14057879
27710.0, 0.1405398
27720.0, 0.14050087
27730.0, 0.14046197
27740.0, 0.14042307
27750.0, 0.1403842
27760.0, 0.14034535
27770.0, 0.14030655
27780.0, 0.14026774
27790.0, 0.14022899
27800.0, 0.14019026
27810.0, 0.14015155
27820.0, 0.14011283
27830.0, 0.14007416
27840.0, 0.14003551
27850.0, 0.1399969
27860.0, 0.13995829
27870.0, 0.13991973
27880.0, 0.1398812
27890.0, 0.13984266
27900.0, 0.13980417
27910.0, 0.1397657
27920.0, 0.13972723
27930.0, 0.1396888
27940.0, 0.13965042
27950.0, 0.13961203
27960.0, 0.13957368
27970.0, 0.13953535
27980.0, 0.13949706
27990.0, 0.13945879
28000.0, 0.13942052
28010.0, 0.1393823
28020.0, 0.13934407
28030.0, 0.1393059
28040.0, 0.13926773
28050.0, 0.13922961
28060.0, 0.1391915
28070.0, 0.1391534
28080.0, 0.13911533
28090.0, 0.13907729
28100.0, 0.1390393
28110.0, 0.1390013
28120.0, 0.13896334
28130.0, 0.13892537
28140.0, 0.13888748
28150.0, 0.13884957
28160.0, 0.13881168
28170.0, 0.13877386
28180.0, 0.13873601
28190.0, 0.13869822
28200.0, 0.13866045
28210.0, 0.1386227
28220.0, 0.13858497
28230.0, 0.13854726
28240.0, 0.13850956
28250.0, 0.13847192
28260.0, 0.13843426
28270.0, 0.13839665
28280.0, 0.13835905
28290.0, 0.13832149
28300.0, 0.13828397
28310.0, 0.13824645
28320.0, 0.13820896
28330.0, 0.13817148
28340.0, 0.13813402
28350.0, 0.1380966
28360.0, 0.1380592
28370.0, 0.1380218
28380.0, 0.13798445
28390.0, 0.13794713
28400.0, 0.13790981
28410.0, 0.13787255
28420.0, 0.1378353
28430.0, 0.13779804
28440.0, 0.13776082
28450.0, 0.13772362
28460.0, 0.13768646
28470.0, 0.13764928
28480.0, 0.13761218
28490.0, 0.13757508
28500.0, 0.13753799
28510.0, 0.13750093
28520.0, 0.13746391
28530.0, 0.1374269
28540.0, 0.13738991
28550.0, 0.13735293
28560.0, 0.13731602
28570.0, 0.1372791
28580.0, 0.13724218
28590.0, 0.13720533
28600.0, 0.13716845
28610.0, 0.13713165
28620.0, 0.13709484
28630.0, 0.13705806
28640.0, 0.1370213
28650.0, 0.13698456
28660.0, 0.13694784
28670.0, 0.13691115
28680.0, 0.13687448
28690.0, 0.13683784
28700.0, 0.13680123
28710.0, 0.13676462
28720.0, 0.13672805
28730.0, 0.13669148
28740.0, 0.13665497
28750.0, 0.13661845
28760.0, 0.13658196
28770.0, 0.13654548
28780.0, 0.13650903
28790.0, 0.13647261
28800.0, 0.13643622
28810.0, 0.13639984
28820.0, 0.13636349
28830.0, 0.13632716
28840.0, 0.13629083
28850.0, 0.13625456
28860.0, 0.13621828
28870.0, 0.13618204
28880.0, 0.13614582
28890.0, 0.13610962
28900.0, 0.13607346
28910.0, 0.13603729
28920.0, 0.13600115
28930.0, 0.13596503
28940.0, 0.13592896
28950.0, 0.1358929
28960.0, 0.13585684
28970.0, 0.13582082
28980.0, 0.1357848
28990.0, 0.13574883
29000.0, 0.13571288
29010.0, 0.13567694
29020.0, 0.13564102
29030.0, 0.13560514
29040.0, 0.13556924
29050.0, 0.13553345
29060.0, 0.13549758
29070.0, 0.13546178
29080.0, 0.135426
29090.0, 0.13539022
29100.0, 0.1353545
29110.0, 0.13531879
29120.0, 0.13528308
29130.0, 0.13524742
29140.0, 0.1352118
29150.0, 0.13517614
29160.0, 0.13514052
29170.0, 0.13510494
29180.0, 0.13506937
29190.0, 0.13503383
29200.0, 0.13499829
29210.0, 0.1349628
29220.0, 0.1349273
29230.0, 0.13489185
29240.0, 0.13485643
29250.0, 0.13482101
29260.0, 0.13478562
29270.0, 0.13475025
29280.0, 0.13471487
29290.0, 0.13467953
29300.0, 0.13464424
29310.0, 0.13460895
29320.0, 0.13457368
29330.0, 0.13453844
29340.0, 0.13450323
29350.0, 0.134468
29360.0, 0.13443284
29370.0, 0.13439767
29380.0, 0.13436252
29390.0, 0.13432741
29400.0, 0.13429229
29410.0, 0.13425723
29420.0, 0.13422216
29430.0, 0.13418713
29440.0, 0.13415213
29450.0, 0.13411714
29460.0, 0.13408217
29470.0, 0.13404723
29480.0, 0.1340123
29490.0, 0.13397737
29500.0, 0.13394247
29510.0, 0.1339076
29520.0, 0.13387278
29530.0, 0.13383794
29540.0, 0.13380313
29550.0, 0.13376836
29560.0, 0.1337336
29570.0, 0.13369884
29580.0, 0.13366413
29590.0, 0.13362941
29600.0, 0.13359472
29610.0, 0.13356006
29620.0, 0.13352543
29630.0, 0.13349083
29640.0, 0.13345623
29650.0, 0.13342166
29660.0, 0.13338709
29670.0, 0.13335258
29680.0, 0.13331804
29690.0, 0.13328353
29700.0, 0.13324907
29710.0, 0.13321461
29720.0, 0.13318017
29730.0, 0.13314576
29740.0, 0.13311137
29750.0, 0.133077
29760.0, 0.13304265
29770.0, 0.13300832
29780.0, 0.13297401
29790.0, 0.13293973
29800.0, 0.13290544
29810.0, 0.13287121
29820.0, 0.13283694
29830.0, 0.13280278
29840.0, 0.13276856
29850.0, 0.1327344
29860.0, 0.13270025
29870.0, 0.13266611
29880.0, 0.13263202
29890.0, 0.13259794
29900.0, 0.13256384
29910.0, 0.13252978
29920.0, 0.13249576
29930.0, 0.13246174
29940.0, 0.13242778
29950.0, 0.13239382
29960.0, 0.13235988
29970.0, 0.13232593
29980.0, 0.13229203
29990.0, 0.13225815
30000.0, 0.13222429
