Energy (in eV), backscattering yield of material sc2k-NASCAP at incidence 20.0 degree
   X,       Y
0.0, 0.52134395
10.0, 0.20371407
20.0, 0.07960085
30.0, 0.031103866
40.0, 0.012153772
50.0, 0.004749061
60.0, 0.017848805
70.0, 0.029566461
80.0, 0.039898437
90.0, 0.049015794
100.0, 0.05712216
110.0, 0.06439643
120.0, 0.07098251
130.0, 0.07699326
140.0, 0.08251717
150.0, 0.087624185
160.0, 0.09237033
170.0, 0.09680112
180.0, 0.10095391
190.0, 0.1048598
200.0, 0.10854496
210.0, 0.112031564
220.0, 0.11533862
230.0, 0.11848251
240.0, 0.12147748
250.0, 0.124335974
260.0, 0.12706894
270.0, 0.12968606
280.0, 0.13219595
290.0, 0.13460626
300.0, 0.13692388
310.0, 0.139155
320.0, 0.14130524
330.0, 0.14337963
340.0, 0.14538278
350.0, 0.14731887
360.0, 0.14919178
370.0, 0.15100501
380.0, 0.15276177
390.0, 0.15446506
400.0, 0.15611762
410.0, 0.15772198
420.0, 0.15928052
430.0, 0.16079544
440.0, 0.1622687
450.0, 0.16370226
460.0, 0.16509786
470.0, 0.16645718
480.0, 0.16778177
490.0, 0.16907308
500.0, 0.17033245
510.0, 0.17156115
520.0, 0.17276043
530.0, 0.17393142
540.0, 0.17507516
550.0, 0.17619269
560.0, 0.17728497
570.0, 0.17835289
580.0, 0.17939734
590.0, 0.18041909
600.0, 0.18141894
610.0, 0.18239763
620.0, 0.18335584
630.0, 0.18429428
640.0, 0.1852135
650.0, 0.18611419
660.0, 0.1869969
670.0, 0.18786214
680.0, 0.18871051
690.0, 0.18954243
700.0, 0.19035845
710.0, 0.19115898
720.0, 0.19194451
730.0, 0.1927154
740.0, 0.19347213
750.0, 0.19421503
760.0, 0.19494452
770.0, 0.19566087
780.0, 0.19636454
790.0, 0.19705582
800.0, 0.197735
810.0, 0.1984024
820.0, 0.19905831
830.0, 0.19970305
840.0, 0.20033686
850.0, 0.20096004
860.0, 0.2015728
870.0, 0.20217542
880.0, 0.20276815
890.0, 0.20335115
900.0, 0.20392475
910.0, 0.20448907
920.0, 0.20504436
930.0, 0.20559084
940.0, 0.20612866
950.0, 0.20665805
960.0, 0.20717916
970.0, 0.20769219
980.0, 0.20819733
990.0, 0.2086947
1000.0, 0.20918447
1010.0, 0.2090145
1020.0, 0.20884489
1030.0, 0.2086756
1040.0, 0.20850661
1050.0, 0.20833799
1060.0, 0.20816967
1070.0, 0.20800169
1080.0, 0.20783404
1090.0, 0.2076667
1100.0, 0.2074997
1110.0, 0.20733303
1120.0, 0.20716667
1130.0, 0.20700063
1140.0, 0.20683493
1150.0, 0.20666955
1160.0, 0.20650448
1170.0, 0.20633973
1180.0, 0.20617531
1190.0, 0.20601122
