Time (s), esn 7 average surface potential (V), esn 7 ground potential (V), esn 7 min surface potential (V), esn 7 max surface potential (V)
10.004141, -176.73285, -143.83142, -213.21541, -58.072643
20.60349, -514.4543, -420.91638, -631.0099, -246.49272
31.736023, -928.3712, -768.74896, -1105.7263, -434.21835
42.584393, -1290.2203, -1069.0306, -1527.6484, -586.9612
54.993843, -1728.8451, -1435.3507, -2038.8635, -783.4164
65.314285, -2175.6667, -1825.176, -2542.6023, -1105.9539
75.379776, -2541.8308, -2132.828, -2972.2505, -1291.4175
89.25104, -2897.502, -2431.198, -3431.811, -1493.1693
102.321465, -3195.143, -2677.408, -3784.9426, -1582.0021
112.98028, -3658.0325, -3084.0488, -4298.9946, -1904.1222
126.77251, -3975.6138, -3346.791, -4681.963, -2036.8176
142.59341, -4294.469, -3607.8755, -5074.015, -2123.6794
169.59946, -4765.1465, -3990.133, -5681.43, -2147.7522
181.3832, -5083.6035, -4256.0103, -6076.514, -2184.9597
193.43687, -5488.6865, -4631.43, -6543.1445, -2591.3765
212.64473, -5900.5195, -4991.506, -7045.9927, -2839.6636
224.34773, -6122.385, -5169.5923, -7346.0625, -2768.118
241.98785, -6417.2964, -5419.9385, -7725.1455, -2842.099
260.51187, -6595.3447, -5558.99, -7978.9844, -2673.845
271.9116, -6993.0234, -5936.7695, -8444.678, -3169.6772
283.54352, -7182.258, -6101.457, -8667.53, -3201.7725
298.2867, -7477.354, -6370.4023, -9010.778, -3421.9358
309.19302, -7601.347, -6472.927, -9191.177, -3355.123
320.75186, -7797.6763, -6652.6157, -9437.322, -3404.525
332.57407, -7879.225, -6716.2476, -9570.314, -3293.8013
347.3159, -8116.3433, -6925.836, -9849.139, -3422.757
363.04065, -8279.703, -7011.308, -12857.977, -3616.0364
384.21808, -8588.405, -7305.0728, -11930.123, -3735.175
399.2076, -8752.382, -7449.2656, -11858.458, -3648.145
415.37927, -8938.955, -7626.7793, -11923.18, -3716.3533
430.5317, -9134.178, -7797.794, -12425.513, -3797.62
443.5159, -9338.868, -7979.714, -12612.779, -3801.813
457.58667, -9402.274, -8034.483, -12548.852, -3765.5454
468.32144, -9542.224, -8165.78, -12638.309, -3845.7847
479.4181, -9596.142, -8213.773, -12679.689, -3875.0977
493.498, -9768.061, -8374.356, -12864.948, -4059.052
508.62622, -9815.087, -8412.593, -12923.695, -4082.2747
528.36865, -9999.758, -8596.466, -13090.4, -4233.713
542.2951, -10086.346, -8680.101, -13198.486, -4137.56
577.1393, -10228.954, -8823.254, -13372.986, -4036.0078
606.07697, -10372.289, -8965.95, -13548.424, -4121.613
619.93677, -10508.139, -9069.535, -13627.806, -4401.0044
632.38696, -10649.439, -9206.624, -13776.977, -4609.4053
645.91327, -10691.867, -9223.796, -15080.68, -4508.3853
745.91327, -10910.92, -9424.904, -15076.57, -4441.757
766.0475, -11073.143, -9592.264, -14975.831, -4608.152
777.7898, -11167.886, -9659.495, -16943.285, -4521.488
877.7898, -11293.737, -9804.031, -16640.52, -4085.7124
977.7898, -11410.01, -9946.368, -16690.568, -3429.0142
1077.7898, -11498.582, -10077.264, -16730.627, -3127.0698
