Time (s), esn 4 surface potential difference wrt to esn ground(V)
10.004141, 3.884662E-5
20.60349, 1.5940743E-4
31.736023, 2.7073908E-4
42.584393, 4.221251E-4
54.993843, 5.8990286E-4
65.314285, 7.397995E-4
75.379776, 2.5987712E-4
89.25104, 0.0014399071
102.321465, 0.0014982736
112.98028, 0.0011388627
126.77251, 6.3231564E-4
142.59341, 0.0019150916
169.59946, 0.0018067374
181.3832, 0.0022659125
193.43687, 0.0013687871
212.64473, 0.003367888
224.34773, 0.0024414062
241.98785, 0.0014648438
260.51187, 0.001953125
271.9116, 0.0034284117
283.54352, 0.001953125
298.2867, 0.0031896885
309.19302, 0.0014648438
320.75186, 0.0034179688
332.57407, 0.0048828125
347.3159, 0.00390625
363.04065, 0.001953125
384.21808, 0.0027856387
399.2076, 0.0048828125
415.37927, 0.002937229
430.5317, 0.0011676308
443.5159, 0.005859375
457.58667, 0.0029296875
468.32144, 0.0014648438
479.4181, 0.00390625
493.498, 0.00390625
508.62622, 9.765625E-4
528.36865, 0.0040586935
542.2951, 0.0068359375
577.1393, 0.0012232608
606.07697, 0.0045642
619.93677, 0.0038273486
632.38696, 0.005859375
645.91327, 0.00390625
745.91327, 0.0048828125
766.0475, 0.0034889556
777.7898, 9.765625E-4
877.7898, 9.765625E-4
977.7898, 0.0
1077.7898, 0.009765625
