Time (s), esn 0 average surface potential (V), esn 0 ground potential (V), esn 0 min surface potential (V), esn 0 max surface potential (V)
10.004141, -149.60173, -143.83142, -219.50598, -77.66944
20.60349, -428.03424, -420.91638, -587.0182, -262.65253
31.736023, -793.1098, -768.74896, -1074.3134, -513.4679
42.584393, -1124.6113, -1069.0306, -1522.66, -736.60223
54.993843, -1518.4523, -1435.3507, -2044.0743, -1007.3379
65.314285, -1923.0076, -1825.176, -2522.466, -1351.5164
75.379776, -2232.2383, -2132.828, -2934.2805, -1550.1929
89.25104, -2549.8506, -2431.198, -3347.2803, -1804.2756
102.321465, -2811.3486, -2677.408, -3700.429, -1956.8984
112.98028, -3239.7075, -3084.0488, -4190.7163, -2318.825
126.77251, -3508.931, -3346.791, -4577.7104, -2529.5874
142.59341, -3769.2566, -3607.8755, -4944.104, -2701.622
169.59946, -4135.125, -3990.133, -5517.3237, -2863.8894
181.3832, -4403.4375, -4256.0103, -5891.753, -3016.4946
193.43687, -4809.389, -4631.43, -6274.7866, -3428.6428
212.64473, -5171.7495, -4991.506, -6675.0405, -3777.8103
224.34773, -5342.2295, -5169.5923, -6938.452, -3862.004
241.98785, -5567.717, -5419.9385, -7292.264, -3964.8508
260.51187, -5702.192, -5558.99, -7524.009, -4007.1929
271.9116, -6097.246, -5936.7695, -7865.297, -4422.7593
283.54352, -6270.3896, -6101.457, -8053.8037, -4566.688
298.2867, -6531.9536, -6370.4023, -8351.633, -4780.622
309.19302, -6657.124, -6472.927, -8493.004, -4880.48
320.75186, -6812.1636, -6652.6157, -8705.213, -4961.9717
332.57407, -6881.4287, -6716.2476, -8804.673, -5004.565
347.3159, -7070.82, -6925.836, -9054.887, -5122.4727
363.04065, -7158.4185, -7011.308, -9176.065, -5163.5063
384.21808, -7451.949, -7305.0728, -9462.125, -5422.7725
399.2076, -7662.8994, -7449.2656, -9822.369, -5495.9287
415.37927, -7811.282, -7626.7793, -9898.225, -5638.0015
430.5317, -7978.038, -7797.794, -10072.969, -5796.2344
443.5159, -8145.142, -7979.714, -10248.675, -5935.1562
457.58667, -8220.221, -8034.483, -10436.249, -5964.8525
468.32144, -8342.032, -8165.78, -10556.488, -6080.8394
479.4181, -8394.004, -8213.773, -10614.34, -6111.1924
493.498, -8534.503, -8374.356, -10785.659, -6221.0244
508.62622, -8590.951, -8412.593, -10817.772, -6266.466
528.36865, -8755.87, -8596.466, -10975.786, -6463.014
542.2951, -8835.435, -8680.101, -11093.685, -6525.5635
577.1393, -8961.34, -8823.254, -11198.992, -6649.4326
606.07697, -9078.865, -8965.95, -11311.929, -6781.6196
619.93677, -9154.108, -9069.535, -11348.003, -6902.7173
632.38696, -9318.854, -9206.624, -11457.779, -7109.1133
645.91327, -9301.219, -9223.796, -11436.014, -7082.712
745.91327, -9397.9375, -9424.904, -11685.899, -7039.69
766.0475, -9587.724, -9592.264, -11808.707, -7274.331
777.7898, -9649.684, -9659.495, -11863.518, -7325.6045
877.7898, -9730.101, -9804.031, -12047.146, -7309.7905
977.7898, -9800.232, -9946.368, -12188.158, -7287.495
1077.7898, -9945.122, -10077.264, -12487.104, -7310.9634
