Time (s), esn 0 net current (A), esn 0 collected current (A), esn 0 emitted current (A)
10.004141, -1.416921E-5, -2.450744E-4, -2.3090519E-4
20.60349, -1.7735623E-5, -2.4545874E-4, -2.2772313E-4
31.736023, -2.8411017E-5, -2.5424082E-4, -2.258298E-4
42.584393, -2.7233915E-5, -2.5199412E-4, -2.247602E-4
54.993843, -1.9181522E-5, -2.429613E-4, -2.2377977E-4
65.314285, -1.250543E-5, -2.363575E-4, -2.2385207E-4
75.379776, -1.4664471E-5, -2.3835423E-4, -2.2368976E-4
89.25104, -2.3407483E-5, -2.4669536E-4, -2.2328786E-4
102.321465, -1.8260509E-5, -2.4165856E-4, -2.2339805E-4
112.98028, -1.2005843E-5, -2.3506617E-4, -2.2306031E-4
126.77251, -1.5153676E-5, -2.3837101E-4, -2.2321734E-4
142.59341, -1.8430153E-5, -2.4186877E-4, -2.234386E-4
169.59946, -1.8750738E-5, -2.4207793E-4, -2.233272E-4
181.3832, -2.5324554E-5, -2.4839866E-4, -2.2307411E-4
193.43687, -1.4837122E-5, -2.3801728E-4, -2.2318016E-4
212.64473, -1.0946016E-5, -2.3442111E-4, -2.234751E-4
224.34773, -9.167721E-6, -2.3249556E-4, -2.2332784E-4
241.98785, -1.8461447E-5, -2.419627E-4, -2.2350125E-4
260.51187, -1.4370045E-5, -2.3833959E-4, -2.2396955E-4
271.9116, -1.4457753E-5, -2.3841721E-4, -2.2395945E-4
283.54352, -3.81649E-6, -2.274854E-4, -2.2366892E-4
298.2867, -7.0255423E-6, -2.3102047E-4, -2.2399492E-4
309.19302, -9.931828E-6, -2.3437572E-4, -2.244439E-4
320.75186, -3.416906E-6, -2.2767816E-4, -2.2426125E-4
332.57407, -5.2930845E-6, -2.2968827E-4, -2.2439519E-4
347.3159, -9.280309E-6, -2.3365486E-4, -2.2437455E-4
363.04065, -5.448761E-6, -2.3060347E-4, -2.2515471E-4
384.21808, -1.0599534E-5, -2.3575642E-4, -2.251569E-4
399.2076, -2.9079849E-5, -2.543819E-4, -2.2530206E-4
415.37927, 1.2883461E-6, -2.23774E-4, -2.2506234E-4
430.5317, -5.06955E-6, -2.3008914E-4, -2.2501958E-4
443.5159, -5.431415E-6, -2.308311E-4, -2.2539968E-4
457.58667, -5.669979E-6, -2.3092274E-4, -2.2525276E-4
468.32144, -5.8252044E-6, -2.314422E-4, -2.25617E-4
479.4181, -4.1019957E-6, -2.2865721E-4, -2.2455522E-4
493.498, -2.4500478E-6, -2.2790716E-4, -2.2545712E-4
508.62622, -3.5005942E-6, -2.2856345E-4, -2.2506286E-4
528.36865, -2.2488389E-6, -2.2799011E-4, -2.2574127E-4
542.2951, -1.8980354E-6, -2.2740453E-4, -2.2550649E-4
577.1393, -1.0670896E-6, -2.2722213E-4, -2.2615505E-4
606.07697, -2.979061E-6, -2.2912251E-4, -2.2614346E-4
619.93677, 3.0390704E-6, -2.2701995E-4, -2.3005903E-4
632.38696, -2.0159147E-5, -2.463866E-4, -2.2622745E-4
645.91327, 1.419925E-5, -2.1310688E-4, -2.2730613E-4
745.91327, 2.3543107E-6, -2.2413844E-4, -2.2649275E-4
766.0475, -1.2852284E-5, -2.3907583E-4, -2.2622355E-4
777.7898, 6.336617E-6, -2.2004946E-4, -2.2638608E-4
877.7898, -4.2699103E-6, -2.3087044E-4, -2.2660053E-4
977.7898, -4.200818E-6, -2.313905E-4, -2.2718968E-4
1077.7898, -1.1773489E-5, -2.381417E-4, -2.2636821E-4
