Time (s), esn 1 average surface potential (V), esn 1 ground potential (V), esn 1 min surface potential (V), esn 1 max surface potential (V)
10.004141, -143.8314, -143.83142, -143.83142, -143.83142
20.60349, -420.91635, -420.91638, -420.91638, -420.91638
31.736023, -768.74884, -768.74896, -768.74896, -768.74896
42.584393, -1069.0305, -1069.0306, -1069.0306, -1069.0306
54.993843, -1435.3506, -1435.3507, -1435.3507, -1435.3507
65.314285, -1825.1759, -1825.176, -1825.176, -1825.176
75.379776, -2132.8276, -2132.828, -2132.828, -2132.828
89.25104, -2431.1978, -2431.198, -2431.198, -2431.198
102.321465, -2677.408, -2677.408, -2677.408, -2677.408
112.98028, -3084.0486, -3084.0488, -3084.0488, -3084.0488
126.77251, -3346.791, -3346.791, -3346.791, -3346.791
142.59341, -3607.8755, -3607.8755, -3607.8755, -3607.8755
169.59946, -3990.1328, -3990.133, -3990.133, -3990.133
181.3832, -4256.01, -4256.0103, -4256.0103, -4256.0103
193.43687, -4631.43, -4631.43, -4631.43, -4631.43
212.64473, -4991.5054, -4991.506, -4991.506, -4991.506
224.34773, -5169.592, -5169.5923, -5169.5923, -5169.5923
241.98785, -5419.938, -5419.9385, -5419.9385, -5419.9385
260.51187, -5558.99, -5558.99, -5558.99, -5558.99
271.9116, -5936.769, -5936.7695, -5936.7695, -5936.7695
283.54352, -6101.4565, -6101.457, -6101.457, -6101.457
298.2867, -6370.401, -6370.4023, -6370.4023, -6370.4023
309.19302, -6472.925, -6472.927, -6472.927, -6472.927
320.75186, -6652.6157, -6652.6157, -6652.6157, -6652.6157
332.57407, -6716.248, -6716.2476, -6716.2476, -6716.2476
347.3159, -6925.835, -6925.836, -6925.836, -6925.836
363.04065, -7011.307, -7011.308, -7011.308, -7011.308
384.21808, -7305.0723, -7305.0728, -7305.0728, -7305.0728
399.2076, -7449.265, -7449.2656, -7449.2656, -7449.2656
415.37927, -7626.78, -7626.7793, -7626.7793, -7626.7793
430.5317, -7797.794, -7797.794, -7797.794, -7797.794
443.5159, -7979.715, -7979.714, -7979.714, -7979.714
457.58667, -8034.4805, -8034.483, -8034.483, -8034.483
468.32144, -8165.7783, -8165.78, -8165.78, -8165.78
479.4181, -8213.772, -8213.773, -8213.773, -8213.773
493.498, -8374.356, -8374.356, -8374.356, -8374.356
508.62622, -8412.591, -8412.593, -8412.593, -8412.593
528.36865, -8596.466, -8596.466, -8596.466, -8596.466
542.2951, -8680.099, -8680.101, -8680.101, -8680.101
577.1393, -8823.255, -8823.254, -8823.254, -8823.254
606.07697, -8965.949, -8965.95, -8965.95, -8965.95
619.93677, -9069.535, -9069.535, -9069.535, -9069.535
632.38696, -9206.623, -9206.624, -9206.624, -9206.624
645.91327, -9223.796, -9223.796, -9223.796, -9223.796
745.91327, -9424.904, -9424.904, -9424.904, -9424.904
766.0475, -9592.262, -9592.264, -9592.264, -9592.264
777.7898, -9659.493, -9659.495, -9659.495, -9659.495
877.7898, -9804.032, -9804.031, -9804.031, -9804.031
977.7898, -9946.363, -9946.368, -9946.368, -9946.368
1077.7898, -10077.264, -10077.264, -10077.264, -10077.264
