Time (s), esn 6 net current (A), esn 6 collected current (A), esn 6 emitted current (A)
10.004141, -1.7656469E-4, -3.2589264E-4, -1.4932796E-4
20.60349, -1.7380471E-4, -3.1632016E-4, -1.4251545E-4
31.736023, -1.7012794E-4, -3.0938446E-4, -1.3925653E-4
42.584393, -1.6562073E-4, -3.0363834E-4, -1.3801761E-4
54.993843, -1.596974E-4, -2.9704903E-4, -1.3735163E-4
65.314285, -1.5310141E-4, -2.9084107E-4, -1.3773967E-4
75.379776, -1.4867207E-4, -2.8654133E-4, -1.3786927E-4
89.25104, -1.4208631E-4, -2.8038744E-4, -1.3830113E-4
102.321465, -1.381635E-4, -2.7681462E-4, -1.3865113E-4
112.98028, -1.302134E-4, -2.6911945E-4, -1.3890603E-4
126.77251, -1.2613765E-4, -2.6528697E-4, -1.3914933E-4
142.59341, -1.21675E-4, -2.6125318E-4, -1.3957819E-4
169.59946, -1.1533469E-4, -2.5618693E-4, -1.4085224E-4
181.3832, -1.09921035E-4, -2.5059018E-4, -1.4066913E-4
193.43687, -1.0249718E-4, -2.4420908E-4, -1.4171189E-4
212.64473, -9.594388E-5, -2.3958781E-4, -1.4364393E-4
224.34773, -9.1994065E-5, -2.3616383E-4, -1.4416977E-4
241.98785, -9.195428E-5, -2.3491442E-4, -1.4296014E-4
260.51187, -8.7727065E-5, -2.3128343E-4, -1.4355636E-4
271.9116, -7.96799E-5, -2.2562487E-4, -1.4594497E-4
283.54352, -7.5115575E-5, -2.2232384E-4, -1.4720827E-4
298.2867, -7.239343E-5, -2.1971209E-4, -1.4731866E-4
309.19302, -6.773093E-5, -2.1688496E-4, -1.4915403E-4
320.75186, -6.99509E-5, -2.1776256E-4, -1.4781166E-4
332.57407, -6.53187E-5, -2.1364712E-4, -1.4832841E-4
347.3159, -6.319577E-5, -2.121345E-4, -1.4893874E-4
363.04065, -5.964865E-5, -2.0989498E-4, -1.5024633E-4
384.21808, -5.5993973E-5, -2.0739959E-4, -1.5140562E-4
399.2076, -5.025015E-5, -2.0362853E-4, -1.5337838E-4
415.37927, -5.2280542E-5, -2.0622594E-4, -1.5394541E-4
430.5317, -4.50107E-5, -1.9917107E-4, -1.5416037E-4
443.5159, -4.4656117E-5, -1.9826341E-4, -1.536073E-4
457.58667, -4.6346904E-5, -2.0248511E-4, -1.5613821E-4
468.32144, -3.884104E-5, -1.949975E-4, -1.5615646E-4
479.4181, -3.679155E-5, -1.9351924E-4, -1.5672769E-4
493.498, -3.6227924E-5, -1.9257302E-4, -1.563451E-4
508.62622, -3.3868317E-5, -1.9107606E-4, -1.5720775E-4
528.36865, -3.4270794E-5, -1.9092544E-4, -1.5665464E-4
542.2951, -2.8913695E-5, -1.8761819E-4, -1.587045E-4
577.1393, -2.6955902E-5, -1.859688E-4, -1.5901291E-4
606.07697, -2.4065594E-5, -1.8387659E-4, -1.59811E-4
619.93677, -2.1280137E-5, -1.8199439E-4, -1.6071425E-4
632.38696, -2.017006E-5, -1.8157589E-4, -1.6140583E-4
645.91327, -1.829573E-5, -1.8005952E-4, -1.6176379E-4
745.91327, -1.8165345E-5, -1.7982344E-4, -1.616581E-4
766.0475, -1.294012E-5, -1.7591476E-4, -1.6297464E-4
777.7898, -1.0982971E-5, -1.7500806E-4, -1.6402508E-4
877.7898, -7.932627E-6, -1.741256E-4, -1.6619297E-4
977.7898, -9.504889E-6, -1.730311E-4, -1.6352622E-4
1077.7898, -6.6431385E-6, -1.7116212E-4, -1.6451898E-4
