Time (s), esn 6 average surface potential (V), esn 6 ground potential (V), esn 6 min surface potential (V), esn 6 max surface potential (V)
10.004141, -206.36145, -143.83142, -212.72102, -196.51881
20.60349, -600.7438, -420.91638, -605.35236, -597.8972
31.736023, -1076.9541, -768.74896, -1083.9751, -1071.1187
42.584393, -1492.8706, -1069.0306, -1502.8453, -1488.1305
54.993843, -1994.4006, -1435.3507, -2006.948, -1985.9048
65.314285, -2487.8535, -1825.176, -2501.6008, -2480.4421
75.379776, -2908.365, -2132.828, -2937.4922, -2899.2878
89.25104, -3317.5747, -2431.198, -3342.4648, -3307.5337
102.321465, -3668.6948, -2677.408, -3694.0142, -3651.489
112.98028, -4190.014, -3084.0488, -4214.72, -4177.4565
126.77251, -4564.8276, -3346.791, -4593.902, -4554.0034
142.59341, -4949.779, -3607.8755, -4992.743, -4937.537
169.59946, -5525.459, -3990.133, -5590.89, -5503.937
181.3832, -5906.9062, -4256.0103, -5983.3813, -5884.5986
193.43687, -6344.1772, -4631.43, -6396.988, -6327.6553
212.64473, -6820.491, -4991.506, -6868.5786, -6798.8687
224.34773, -7103.0576, -5169.5923, -7166.0083, -7079.5127
241.98785, -7457.831, -5419.9385, -7555.586, -7437.422
260.51187, -7702.1807, -5558.99, -7831.976, -7680.4546
271.9116, -8125.1865, -5936.7695, -8212.867, -8104.515
283.54352, -8349.82, -6101.457, -8432.279, -8325.941
298.2867, -8686.957, -6370.4023, -8773.494, -8661.523
309.19302, -8851.199, -6472.927, -8938.034, -8825.7295
320.75186, -9083.601, -6652.6157, -9175.979, -9057.855
332.57407, -9197.784, -6716.2476, -9290.74, -9169.252
347.3159, -9467.631, -6925.836, -9574.647, -9438.238
363.04065, -9614.19, -7011.308, -9735.096, -9580.456
384.21808, -9967.307, -7305.0728, -10076.134, -9928.317
399.2076, -10178.93, -7449.2656, -10294.209, -10138.229
415.37927, -10397.064, -7626.7793, -10562.287, -10358.578
430.5317, -10617.223, -7797.794, -10749.767, -10576.312
443.5159, -10848.062, -7979.714, -10998.531, -10803.317
457.58667, -10946.617, -8034.483, -11093.196, -10889.435
468.32144, -11105.45, -8165.78, -11257.666, -11045.203
479.4181, -11180.402, -8213.773, -11339.575, -11128.128
493.498, -11374.294, -8374.356, -11533.106, -11323.494
508.62622, -11446.51, -8412.593, -11597.664, -11385.26
528.36865, -11664.698, -8596.466, -11821.719, -11607.497
542.2951, -11785.921, -8680.101, -11945.054, -11728.268
577.1393, -11982.242, -8823.254, -12132.072, -11912.678
606.07697, -12173.706, -8965.95, -12337.898, -12113.876
619.93677, -12301.433, -9069.535, -12444.735, -12240.626
632.38696, -12457.625, -9206.624, -12602.237, -12391.192
645.91327, -12491.538, -9223.796, -12631.127, -12426.736
745.91327, -12803.325, -9424.904, -13143.643, -12695.976
766.0475, -12985.88, -9592.264, -13227.349, -12908.35
777.7898, -13067.855, -9659.495, -13282.374, -12993.043
877.7898, -13261.91, -9804.031, -13556.209, -13016.3
977.7898, -13459.983, -9946.368, -13833.724, -13248.144
1077.7898, -13631.294, -10077.264, -14035.07, -13399.781
