Time (s), esn 4 net current (A), esn 4 collected current (A), esn 4 emitted current (A)
10.004141, -4.6790883E-5, -7.458644E-5, -2.7795557E-5
20.60349, -4.552498E-5, -7.288502E-5, -2.736004E-5
31.736023, -4.8116803E-5, -7.537709E-5, -2.7260285E-5
42.584393, -4.4593333E-5, -7.176779E-5, -2.7174458E-5
54.993843, -4.260704E-5, -6.979572E-5, -2.7188678E-5
65.314285, -4.2022286E-5, -6.90788E-5, -2.7056514E-5
75.379776, -3.988703E-5, -6.7184286E-5, -2.7297256E-5
89.25104, -3.9133807E-5, -6.646966E-5, -2.7335853E-5
102.321465, -4.0618106E-5, -6.819472E-5, -2.7576614E-5
112.98028, -3.7782214E-5, -6.5259635E-5, -2.7477423E-5
126.77251, -4.099647E-5, -6.86576E-5, -2.7661134E-5
142.59341, -3.8247228E-5, -6.608381E-5, -2.7836582E-5
169.59946, -3.4652167E-5, -6.247865E-5, -2.7826483E-5
181.3832, -3.3009223E-5, -6.134401E-5, -2.833479E-5
193.43687, -3.614986E-5, -6.4557295E-5, -2.840743E-5
212.64473, -3.5628225E-5, -6.3933E-5, -2.8304776E-5
224.34773, -3.0162202E-5, -5.8863578E-5, -2.8701375E-5
241.98785, -3.0129708E-5, -5.857479E-5, -2.8445083E-5
260.51187, -2.9230612E-5, -5.8034126E-5, -2.8803513E-5
271.9116, -2.780824E-5, -5.7098932E-5, -2.929069E-5
283.54352, -2.7240576E-5, -5.630038E-5, -2.9059807E-5
298.2867, -2.6767466E-5, -5.605555E-5, -2.9288083E-5
309.19302, -2.5959165E-5, -5.5494158E-5, -2.9534993E-5
320.75186, -2.5786998E-5, -5.538055E-5, -2.9593553E-5
332.57407, -2.4833429E-5, -5.4779663E-5, -2.9946234E-5
347.3159, -2.5232337E-5, -5.4754226E-5, -2.9521889E-5
363.04065, -2.4684652E-5, -5.4414013E-5, -2.972936E-5
384.21808, -2.5892805E-5, -5.597599E-5, -3.0083185E-5
399.2076, -3.307634E-5, -6.3325104E-5, -3.0248764E-5
415.37927, -2.5473322E-5, -5.6068766E-5, -3.059544E-5
430.5317, -2.174528E-5, -5.2420015E-5, -3.0674735E-5
443.5159, -2.6270129E-5, -5.7113393E-5, -3.0843265E-5
457.58667, -2.047915E-5, -5.146566E-5, -3.098651E-5
468.32144, -2.086362E-5, -5.1555635E-5, -3.0692016E-5
479.4181, -2.5249366E-5, -5.5904766E-5, -3.06554E-5
493.498, -2.0464231E-5, -5.1324772E-5, -3.086054E-5
508.62622, -1.9690055E-5, -5.0637864E-5, -3.094781E-5
528.36865, -2.3013143E-5, -5.4187978E-5, -3.1174834E-5
542.2951, -1.8457325E-5, -4.9953178E-5, -3.1495852E-5
577.1393, -1.9302346E-5, -5.0615683E-5, -3.131334E-5
606.07697, -1.8734556E-5, -5.054968E-5, -3.181512E-5
619.93677, -1.7291723E-5, -4.903601E-5, -3.1744286E-5
632.38696, -1.730123E-5, -4.888386E-5, -3.158263E-5
645.91327, -1.619705E-5, -4.8612856E-5, -3.2415806E-5
745.91327, -1.6524547E-5, -4.8503065E-5, -3.1978518E-5
766.0475, -1.5996957E-5, -4.7944366E-5, -3.194741E-5
777.7898, -1.5529538E-5, -4.749872E-5, -3.1969183E-5
877.7898, -1.5511163E-5, -4.7525024E-5, -3.201386E-5
977.7898, -1.4865189E-5, -4.6952628E-5, -3.208744E-5
1077.7898, -1.4194382E-5, -4.660939E-5, -3.241501E-5
