Energy (in eV), backscattering yield of material osr2k-NASCAP at incidence 40.0 degree
   X,       Y
23210.0, 0.18216124
23220.0, 0.18215877
23230.0, 0.1821563
23240.0, 0.18215382
23250.0, 0.18215135
23260.0, 0.18214889
23270.0, 0.18214643
23280.0, 0.18214399
23290.0, 0.18214154
23300.0, 0.18213908
23310.0, 0.18213665
23320.0, 0.18213423
23330.0, 0.1821318
23340.0, 0.18212937
23350.0, 0.18212695
23360.0, 0.18212454
23370.0, 0.18212214
23380.0, 0.18211973
23390.0, 0.18211733
23400.0, 0.18211493
23410.0, 0.18211254
23420.0, 0.18211016
23430.0, 0.18210778
23440.0, 0.1821054
23450.0, 0.18210304
23460.0, 0.18210067
23470.0, 0.18209831
23480.0, 0.18209596
23490.0, 0.1820936
23500.0, 0.18209125
23510.0, 0.18208891
23520.0, 0.18208657
23530.0, 0.18208425
23540.0, 0.18208192
23550.0, 0.1820796
23560.0, 0.18207727
23570.0, 0.18207496
23580.0, 0.18207265
23590.0, 0.18207034
23600.0, 0.18206805
23610.0, 0.18206576
23620.0, 0.18206346
23630.0, 0.18206117
23640.0, 0.1820589
23650.0, 0.1820566
23660.0, 0.18205434
23670.0, 0.18205208
23680.0, 0.18204981
23690.0, 0.18204756
23700.0, 0.1820453
23710.0, 0.18204305
23720.0, 0.1820408
23730.0, 0.18203856
23740.0, 0.18203633
23750.0, 0.18203409
23760.0, 0.18203187
23770.0, 0.18202963
23780.0, 0.18202741
23790.0, 0.1820252
23800.0, 0.18202299
23810.0, 0.1820208
23820.0, 0.18201858
23830.0, 0.18201639
23840.0, 0.1820142
23850.0, 0.182012
23860.0, 0.18200983
23870.0, 0.18200764
23880.0, 0.18200547
23890.0, 0.18200329
23900.0, 0.18200113
23910.0, 0.18199897
23920.0, 0.18199681
23930.0, 0.18199466
23940.0, 0.18199252
23950.0, 0.18199036
23960.0, 0.18198822
23970.0, 0.18198608
23980.0, 0.18198395
23990.0, 0.18198183
24000.0, 0.1819797
24010.0, 0.18197758
24020.0, 0.18197547
24030.0, 0.18197337
24040.0, 0.18197125
24050.0, 0.18196915
24060.0, 0.18196705
24070.0, 0.18196496
24080.0, 0.18196286
24090.0, 0.18196078
24100.0, 0.18195869
24110.0, 0.18195662
24120.0, 0.18195455
24130.0, 0.18195248
24140.0, 0.1819504
24150.0, 0.18194835
24160.0, 0.18194629
24170.0, 0.18194424
24180.0, 0.1819422
24190.0, 0.18194015
24200.0, 0.18193811
24210.0, 0.18193607
24220.0, 0.18193404
24230.0, 0.181932
24240.0, 0.18192999
24250.0, 0.18192796
24260.0, 0.18192595
24270.0, 0.18192394
24280.0, 0.18192193
24290.0, 0.18191992
24300.0, 0.18191792
24310.0, 0.18191592
24320.0, 0.18191394
24330.0, 0.18191195
24340.0, 0.18190996
24350.0, 0.18190798
24360.0, 0.181906
24370.0, 0.18190403
24380.0, 0.18190207
24390.0, 0.1819001
24400.0, 0.18189813
24410.0, 0.18189618
24420.0, 0.18189423
24430.0, 0.18189228
24440.0, 0.18189034
24450.0, 0.18188839
24460.0, 0.18188646
24470.0, 0.18188451
24480.0, 0.1818826
24490.0, 0.18188067
24500.0, 0.18187875
24510.0, 0.18187682
24520.0, 0.18187492
24530.0, 0.18187301
24540.0, 0.1818711
24550.0, 0.1818692
24560.0, 0.1818673
24570.0, 0.1818654
24580.0, 0.18186352
24590.0, 0.18186162
24600.0, 0.18185973
24610.0, 0.18185785
24620.0, 0.18185598
24630.0, 0.18185411
24640.0, 0.18185224
24650.0, 0.18185037
24660.0, 0.18184851
24670.0, 0.18184665
24680.0, 0.1818448
24690.0, 0.18184295
24700.0, 0.1818411
24710.0, 0.18183926
24720.0, 0.18183742
24730.0, 0.18183559
24740.0, 0.18183376
24750.0, 0.18183191
24760.0, 0.18183011
24770.0, 0.18182828
24780.0, 0.18182646
24790.0, 0.18182464
24800.0, 0.18182284
24810.0, 0.18182102
24820.0, 0.18181923
24830.0, 0.18181743
24840.0, 0.18181562
24850.0, 0.18181384
24860.0, 0.18181205
24870.0, 0.18181026
24880.0, 0.18180849
24890.0, 0.1818067
24900.0, 0.18180494
24910.0, 0.18180315
24920.0, 0.1818014
24930.0, 0.18179964
24940.0, 0.18179788
24950.0, 0.18179612
24960.0, 0.18179436
24970.0, 0.1817926
24980.0, 0.18179086
24990.0, 0.18178912
25000.0, 0.18178739
25010.0, 0.18178564
25020.0, 0.18178391
25030.0, 0.18178219
25040.0, 0.18178046
25050.0, 0.18177874
25060.0, 0.18177702
25070.0, 0.1817753
25080.0, 0.18177359
25090.0, 0.18177187
25100.0, 0.18177018
25110.0, 0.18176848
25120.0, 0.18176678
25130.0, 0.18176508
25140.0, 0.1817634
25150.0, 0.1817617
25160.0, 0.18176003
25170.0, 0.18175834
25180.0, 0.18175666
25190.0, 0.18175499
25200.0, 0.18175332
25210.0, 0.18175164
25220.0, 0.18174998
25230.0, 0.18174832
25240.0, 0.18174666
25250.0, 0.18174501
25260.0, 0.18174335
25270.0, 0.18174171
25280.0, 0.18174006
25290.0, 0.18173842
25300.0, 0.18173678
25310.0, 0.18173514
25320.0, 0.18173352
25330.0, 0.1817319
25340.0, 0.18173027
25350.0, 0.18172865
25360.0, 0.18172702
25370.0, 0.18172541
25380.0, 0.18172379
25390.0, 0.1817222
25400.0, 0.18172058
25410.0, 0.18171898
25420.0, 0.18171738
25430.0, 0.18171579
25440.0, 0.18171419
25450.0, 0.1817126
25460.0, 0.18171102
25470.0, 0.18170942
25480.0, 0.18170786
25490.0, 0.18170628
25500.0, 0.1817047
25510.0, 0.18170312
25520.0, 0.18170156
25530.0, 0.18169999
25540.0, 0.18169844
25550.0, 0.18169688
25560.0, 0.18169533
25570.0, 0.18169376
25580.0, 0.18169221
25590.0, 0.18169068
25600.0, 0.18168913
25610.0, 0.1816876
25620.0, 0.18168606
25630.0, 0.18168452
25640.0, 0.18168299
25650.0, 0.18168145
25660.0, 0.18167993
25670.0, 0.18167841
25680.0, 0.1816769
25690.0, 0.18167539
25700.0, 0.18167387
25710.0, 0.18167236
25720.0, 0.18167084
25730.0, 0.18166935
25740.0, 0.18166785
25750.0, 0.18166636
25760.0, 0.18166485
25770.0, 0.18166336
25780.0, 0.18166187
25790.0, 0.1816604
25800.0, 0.18165891
25810.0, 0.18165743
25820.0, 0.18165596
25830.0, 0.18165448
25840.0, 0.18165301
25850.0, 0.18165155
25860.0, 0.18165007
25870.0, 0.18164861
25880.0, 0.18164715
25890.0, 0.1816457
25900.0, 0.18164425
25910.0, 0.18164279
25920.0, 0.18164136
25930.0, 0.18163991
25940.0, 0.18163846
25950.0, 0.18163703
25960.0, 0.18163559
25970.0, 0.18163416
25980.0, 0.18163273
25990.0, 0.1816313
26000.0, 0.18162988
26010.0, 0.18162845
26020.0, 0.18162704
26030.0, 0.18162562
26040.0, 0.1816242
26050.0, 0.1816228
26060.0, 0.18162139
26070.0, 0.18161999
26080.0, 0.18161857
26090.0, 0.18161719
26100.0, 0.18161578
26110.0, 0.1816144
26120.0, 0.181613
26130.0, 0.18161161
26140.0, 0.18161023
26150.0, 0.18160884
26160.0, 0.18160747
26170.0, 0.1816061
26180.0, 0.18160471
26190.0, 0.18160334
26200.0, 0.18160197
26210.0, 0.1816006
26220.0, 0.18159924
26230.0, 0.18159789
26240.0, 0.18159653
26250.0, 0.18159518
26260.0, 0.18159382
26270.0, 0.18159246
26280.0, 0.18159112
26290.0, 0.18158978
26300.0, 0.18158844
26310.0, 0.1815871
26320.0, 0.18158576
26330.0, 0.18158443
26340.0, 0.18158309
26350.0, 0.18158177
26360.0, 0.18158044
26370.0, 0.18157911
26380.0, 0.1815778
26390.0, 0.18157649
26400.0, 0.18157516
26410.0, 0.18157385
26420.0, 0.18157254
26430.0, 0.18157125
26440.0, 0.18156993
26450.0, 0.18156864
26460.0, 0.18156734
26470.0, 0.18156604
26480.0, 0.18156475
26490.0, 0.18156345
26500.0, 0.18156217
26510.0, 0.18156087
26520.0, 0.18155959
26530.0, 0.18155831
26540.0, 0.18155703
26550.0, 0.18155576
26560.0, 0.18155448
26570.0, 0.18155321
26580.0, 0.18155195
26590.0, 0.18155067
26600.0, 0.18154941
26610.0, 0.18154815
26620.0, 0.1815469
26630.0, 0.18154563
26640.0, 0.1815444
26650.0, 0.18154314
26660.0, 0.18154189
26670.0, 0.18154064
26680.0, 0.1815394
26690.0, 0.18153816
26700.0, 0.18153691
26710.0, 0.18153568
26720.0, 0.18153445
26730.0, 0.18153322
26740.0, 0.181532
26750.0, 0.18153076
26760.0, 0.18152954
26770.0, 0.18152831
26780.0, 0.1815271
26790.0, 0.18152587
26800.0, 0.18152466
26810.0, 0.18152346
26820.0, 0.18152225
26830.0, 0.18152104
26840.0, 0.18151984
26850.0, 0.18151863
26860.0, 0.18151742
26870.0, 0.18151623
26880.0, 0.18151504
26890.0, 0.18151385
26900.0, 0.18151267
26910.0, 0.18151148
26920.0, 0.18151028
26930.0, 0.1815091
26940.0, 0.18150793
26950.0, 0.18150674
26960.0, 0.18150556
26970.0, 0.1815044
26980.0, 0.18150322
26990.0, 0.18150204
27000.0, 0.18150088
27010.0, 0.18149972
27020.0, 0.18149856
27030.0, 0.1814974
27040.0, 0.18149625
27050.0, 0.18149509
27060.0, 0.18149394
27070.0, 0.18149279
27080.0, 0.18149164
27090.0, 0.1814905
27100.0, 0.18148935
27110.0, 0.18148822
27120.0, 0.18148707
27130.0, 0.18148594
27140.0, 0.1814848
27150.0, 0.18148366
27160.0, 0.18148254
27170.0, 0.18148142
27180.0, 0.18148029
27190.0, 0.18147917
27200.0, 0.18147804
27210.0, 0.18147692
27220.0, 0.18147582
27230.0, 0.1814747
27240.0, 0.18147358
27250.0, 0.18147248
27260.0, 0.18147136
27270.0, 0.18147026
27280.0, 0.18146916
27290.0, 0.18146805
27300.0, 0.18146695
27310.0, 0.18146586
27320.0, 0.18146476
27330.0, 0.18146367
27340.0, 0.18146259
27350.0, 0.1814615
27360.0, 0.18146041
27370.0, 0.18145932
27380.0, 0.18145825
27390.0, 0.18145716
27400.0, 0.18145609
27410.0, 0.18145502
27420.0, 0.18145394
27430.0, 0.18145287
27440.0, 0.1814518
27450.0, 0.18145074
27460.0, 0.18144968
27470.0, 0.18144861
27480.0, 0.18144755
27490.0, 0.1814465
27500.0, 0.18144543
27510.0, 0.18144439
27520.0, 0.18144333
27530.0, 0.18144229
27540.0, 0.18144123
27550.0, 0.1814402
27560.0, 0.18143915
27570.0, 0.18143812
27580.0, 0.18143708
27590.0, 0.18143603
27600.0, 0.181435
27610.0, 0.18143398
27620.0, 0.18143295
27630.0, 0.1814319
27640.0, 0.18143088
27650.0, 0.18142985
27660.0, 0.18142883
27670.0, 0.18142782
27680.0, 0.1814268
27690.0, 0.18142578
27700.0, 0.18142477
27710.0, 0.18142375
27720.0, 0.18142274
27730.0, 0.18142173
27740.0, 0.18142073
27750.0, 0.18141973
27760.0, 0.18141872
27770.0, 0.18141772
27780.0, 0.18141672
27790.0, 0.18141572
27800.0, 0.18141474
27810.0, 0.18141374
27820.0, 0.18141276
27830.0, 0.18141176
27840.0, 0.18141077
27850.0, 0.18140979
27860.0, 0.18140881
27870.0, 0.18140784
27880.0, 0.18140686
27890.0, 0.18140587
27900.0, 0.1814049
27910.0, 0.18140393
27920.0, 0.18140295
27930.0, 0.18140198
27940.0, 0.18140103
27950.0, 0.18140006
27960.0, 0.18139909
27970.0, 0.18139814
27980.0, 0.18139717
27990.0, 0.18139622
28000.0, 0.18139526
28010.0, 0.18139431
28020.0, 0.18139336
28030.0, 0.18139242
28040.0, 0.18139146
28050.0, 0.18139052
28060.0, 0.18138957
28070.0, 0.18138863
28080.0, 0.1813877
28090.0, 0.18138675
28100.0, 0.18138582
28110.0, 0.18138488
28120.0, 0.18138394
28130.0, 0.18138301
28140.0, 0.18138209
28150.0, 0.18138117
28160.0, 0.18138023
28170.0, 0.1813793
28180.0, 0.18137838
28190.0, 0.18137747
28200.0, 0.18137655
28210.0, 0.18137564
28220.0, 0.18137473
28230.0, 0.1813738
28240.0, 0.1813729
28250.0, 0.18137199
28260.0, 0.1813711
28270.0, 0.18137018
28280.0, 0.18136927
28290.0, 0.18136838
28300.0, 0.18136747
28310.0, 0.18136658
28320.0, 0.18136568
28330.0, 0.18136479
28340.0, 0.1813639
28350.0, 0.181363
28360.0, 0.18136212
28370.0, 0.18136123
28380.0, 0.18136035
28390.0, 0.18135945
28400.0, 0.18135858
28410.0, 0.1813577
28420.0, 0.18135682
28430.0, 0.18135595
28440.0, 0.18135507
28450.0, 0.1813542
28460.0, 0.18135333
28470.0, 0.18135245
28480.0, 0.18135159
28490.0, 0.18135072
28500.0, 0.18134986
28510.0, 0.181349
28520.0, 0.18134813
28530.0, 0.18134728
28540.0, 0.18134642
28550.0, 0.18134557
28560.0, 0.1813447
28570.0, 0.18134385
28580.0, 0.181343
28590.0, 0.18134215
28600.0, 0.1813413
28610.0, 0.18134046
28620.0, 0.18133962
28630.0, 0.18133877
28640.0, 0.18133794
28650.0, 0.18133709
28660.0, 0.18133625
28670.0, 0.18133542
28680.0, 0.18133458
28690.0, 0.18133377
28700.0, 0.18133292
28710.0, 0.1813321
28720.0, 0.18133128
28730.0, 0.18133044
28740.0, 0.18132962
28750.0, 0.1813288
28760.0, 0.18132798
28770.0, 0.18132716
28780.0, 0.18132634
28790.0, 0.18132553
28800.0, 0.1813247
28810.0, 0.1813239
28820.0, 0.18132308
28830.0, 0.18132228
28840.0, 0.18132147
28850.0, 0.18132067
28860.0, 0.18131986
28870.0, 0.18131906
28880.0, 0.18131827
28890.0, 0.18131746
28900.0, 0.18131666
28910.0, 0.18131587
28920.0, 0.18131506
28930.0, 0.18131427
28940.0, 0.18131348
28950.0, 0.1813127
28960.0, 0.1813119
28970.0, 0.18131112
28980.0, 0.18131034
28990.0, 0.18130955
29000.0, 0.18130878
29010.0, 0.18130799
29020.0, 0.18130721
29030.0, 0.18130644
29040.0, 0.18130566
29050.0, 0.18130487
29060.0, 0.18130411
29070.0, 0.18130334
29080.0, 0.18130258
29090.0, 0.1813018
29100.0, 0.18130103
29110.0, 0.18130027
29120.0, 0.18129951
29130.0, 0.18129875
29140.0, 0.18129799
29150.0, 0.18129723
29160.0, 0.18129647
29170.0, 0.18129571
29180.0, 0.18129496
29190.0, 0.1812942
29200.0, 0.18129344
29210.0, 0.1812927
29220.0, 0.18129195
29230.0, 0.18129121
29240.0, 0.18129046
29250.0, 0.18128972
29260.0, 0.18128897
29270.0, 0.18128824
29280.0, 0.1812875
29290.0, 0.18128675
29300.0, 0.181286
29310.0, 0.18128528
29320.0, 0.18128455
29330.0, 0.18128382
29340.0, 0.18128309
29350.0, 0.18128236
29360.0, 0.18128163
29370.0, 0.1812809
29380.0, 0.18128018
29390.0, 0.18127945
29400.0, 0.18127874
29410.0, 0.18127802
29420.0, 0.18127729
29430.0, 0.18127657
29440.0, 0.18127586
29450.0, 0.18127514
29460.0, 0.18127443
29470.0, 0.18127371
29480.0, 0.181273
29490.0, 0.1812723
29500.0, 0.1812716
29510.0, 0.18127088
29520.0, 0.18127018
29530.0, 0.18126948
29540.0, 0.18126878
29550.0, 0.18126807
29560.0, 0.18126737
29570.0, 0.18126668
29580.0, 0.18126598
29590.0, 0.18126528
29600.0, 0.1812646
29610.0, 0.1812639
29620.0, 0.18126321
29630.0, 0.18126251
29640.0, 0.18126184
29650.0, 0.18126114
29660.0, 0.18126045
29670.0, 0.18125978
29680.0, 0.1812591
29690.0, 0.18125841
29700.0, 0.18125772
29710.0, 0.18125704
29720.0, 0.18125637
29730.0, 0.1812557
29740.0, 0.18125503
29750.0, 0.18125436
29760.0, 0.18125367
29770.0, 0.181253
29780.0, 0.18125233
29790.0, 0.18125167
29800.0, 0.181251
29810.0, 0.18125033
29820.0, 0.18124966
29830.0, 0.18124901
29840.0, 0.18124835
29850.0, 0.18124768
29860.0, 0.18124704
29870.0, 0.18124637
29880.0, 0.18124571
29890.0, 0.18124506
29900.0, 0.1812444
29910.0, 0.18124376
29920.0, 0.1812431
29930.0, 0.18124245
29940.0, 0.18124181
29950.0, 0.18124115
29960.0, 0.18124051
29970.0, 0.18123987
29980.0, 0.18123923
29990.0, 0.18123858
30000.0, 0.18123795
