Energy (in eV), backscattering yield of material osr2k-NASCAP at incidence 40.0 degree
   X,       Y
11570.0, 0.1935517
11580.0, 0.19352672
11590.0, 0.19350179
11600.0, 0.19347689
11610.0, 0.19345205
11620.0, 0.19342726
11630.0, 0.19340251
11640.0, 0.19337782
11650.0, 0.19335318
11660.0, 0.19332857
11670.0, 0.19330403
11680.0, 0.19327952
11690.0, 0.19325507
11700.0, 0.19323066
11710.0, 0.19320631
11720.0, 0.19318199
11730.0, 0.19315773
11740.0, 0.19313352
11750.0, 0.19310935
11760.0, 0.19308522
11770.0, 0.19306116
11780.0, 0.19303714
11790.0, 0.19301315
11800.0, 0.19298922
11810.0, 0.19296533
11820.0, 0.19294149
11830.0, 0.1929177
11840.0, 0.19289397
11850.0, 0.19287026
11860.0, 0.19284661
11870.0, 0.19282301
11880.0, 0.19279945
11890.0, 0.19277593
11900.0, 0.19275247
11910.0, 0.19272904
11920.0, 0.19270568
11930.0, 0.19268234
11940.0, 0.19265907
11950.0, 0.19263582
11960.0, 0.19261262
11970.0, 0.19258948
11980.0, 0.19256638
11990.0, 0.19254333
12000.0, 0.1925203
12010.0, 0.19249734
12020.0, 0.19247442
12030.0, 0.19245155
12040.0, 0.19242871
12050.0, 0.19240594
12060.0, 0.1923832
12070.0, 0.19236049
12080.0, 0.19233784
12090.0, 0.19231524
12100.0, 0.19229268
12110.0, 0.19227016
12120.0, 0.19224767
12130.0, 0.19222525
12140.0, 0.19220287
12150.0, 0.19218051
12160.0, 0.19215822
12170.0, 0.19213596
12180.0, 0.19211376
12190.0, 0.19209158
12200.0, 0.19206947
12210.0, 0.19204737
12220.0, 0.19202535
12230.0, 0.19200335
12240.0, 0.19198139
12250.0, 0.19195949
12260.0, 0.19193763
12270.0, 0.19191581
12280.0, 0.19189402
12290.0, 0.19187228
12300.0, 0.19185059
12310.0, 0.19182894
12320.0, 0.19180733
12330.0, 0.19178577
12340.0, 0.19176424
12350.0, 0.19174276
12360.0, 0.19172132
12370.0, 0.19169992
12380.0, 0.19167857
12390.0, 0.19165726
12400.0, 0.19163598
12410.0, 0.19161475
12420.0, 0.19159357
12430.0, 0.19157241
12440.0, 0.19155131
12450.0, 0.19153026
12460.0, 0.19150923
12470.0, 0.19148825
12480.0, 0.19146731
12490.0, 0.19144641
12500.0, 0.19142556
12510.0, 0.19140474
12520.0, 0.19138397
12530.0, 0.19136323
12540.0, 0.19134253
12550.0, 0.19132188
12560.0, 0.19130127
12570.0, 0.1912807
12580.0, 0.19126016
12590.0, 0.19123967
12600.0, 0.19121923
12610.0, 0.19119881
12620.0, 0.19117844
12630.0, 0.19115812
12640.0, 0.19113782
12650.0, 0.19111757
12660.0, 0.19109736
12670.0, 0.19107719
12680.0, 0.19105706
12690.0, 0.19103697
12700.0, 0.19101691
12710.0, 0.1909969
12720.0, 0.19097693
12730.0, 0.19095698
12740.0, 0.19093709
12750.0, 0.19091724
12760.0, 0.19089742
12770.0, 0.19087765
12780.0, 0.1908579
12790.0, 0.1908382
12800.0, 0.19081853
12810.0, 0.19079892
12820.0, 0.19077933
12830.0, 0.19075978
12840.0, 0.19074029
12850.0, 0.19072081
12860.0, 0.19070138
12870.0, 0.190682
12880.0, 0.19066264
12890.0, 0.19064331
12900.0, 0.19062404
12910.0, 0.19060479
12920.0, 0.1905856
12930.0, 0.19056644
12940.0, 0.1905473
12950.0, 0.19052821
12960.0, 0.19050917
12970.0, 0.19049014
12980.0, 0.19047117
12990.0, 0.19045223
13000.0, 0.19043334
13010.0, 0.19041446
13020.0, 0.19039564
13030.0, 0.19037685
13040.0, 0.19035809
13050.0, 0.19033937
13060.0, 0.1903207
13070.0, 0.19030206
13080.0, 0.19028343
13090.0, 0.19026487
13100.0, 0.19024634
13110.0, 0.19022785
13120.0, 0.19020937
13130.0, 0.19019096
13140.0, 0.19017257
13150.0, 0.19015421
13160.0, 0.1901359
13170.0, 0.19011761
13180.0, 0.19009937
13190.0, 0.19008116
13200.0, 0.190063
13210.0, 0.19004487
13220.0, 0.19002676
13230.0, 0.1900087
13240.0, 0.18999067
13250.0, 0.18997267
13260.0, 0.18995471
13270.0, 0.18993679
13280.0, 0.1899189
13290.0, 0.18990105
13300.0, 0.18988323
13310.0, 0.18986546
13320.0, 0.18984771
13330.0, 0.18982999
13340.0, 0.18981232
13350.0, 0.18979467
13360.0, 0.18977706
13370.0, 0.1897595
13380.0, 0.18974195
13390.0, 0.18972445
13400.0, 0.18970698
13410.0, 0.18968955
13420.0, 0.18967214
13430.0, 0.18965478
13440.0, 0.18963744
13450.0, 0.18962014
13460.0, 0.18960288
13470.0, 0.18958566
13480.0, 0.18956846
13490.0, 0.1895513
13500.0, 0.18953417
13510.0, 0.18951707
13520.0, 0.1895
13530.0, 0.18948299
13540.0, 0.18946598
13550.0, 0.18944903
13560.0, 0.1894321
13570.0, 0.1894152
13580.0, 0.18939835
13590.0, 0.18938152
13600.0, 0.18936473
13610.0, 0.18934797
13620.0, 0.18933123
13630.0, 0.18931454
13640.0, 0.18929788
13650.0, 0.18928126
13660.0, 0.18926466
13670.0, 0.1892481
13680.0, 0.18923156
13690.0, 0.18921506
13700.0, 0.1891986
13710.0, 0.18918216
13720.0, 0.18916576
13730.0, 0.1891494
13740.0, 0.18913306
13750.0, 0.18911676
13760.0, 0.18910047
13770.0, 0.18908425
13780.0, 0.18906803
13790.0, 0.18905185
13800.0, 0.18903571
13810.0, 0.1890196
13820.0, 0.18900353
13830.0, 0.18898748
13840.0, 0.18897146
13850.0, 0.18895547
13860.0, 0.18893951
13870.0, 0.1889236
13880.0, 0.18890771
13890.0, 0.18889184
13900.0, 0.18887602
13910.0, 0.18886022
13920.0, 0.18884446
13930.0, 0.18882872
13940.0, 0.18881302
13950.0, 0.18879734
13960.0, 0.1887817
13970.0, 0.18876609
13980.0, 0.1887505
13990.0, 0.18873495
14000.0, 0.18871944
14010.0, 0.18870395
14020.0, 0.18868849
14030.0, 0.18867306
14040.0, 0.18865767
14050.0, 0.18864231
14060.0, 0.18862697
14070.0, 0.18861167
14080.0, 0.18859638
14090.0, 0.18858114
14100.0, 0.18856592
14110.0, 0.18855074
14120.0, 0.18853559
14130.0, 0.18852046
14140.0, 0.18850537
14150.0, 0.1884903
14160.0, 0.18847527
14170.0, 0.18846026
14180.0, 0.18844528
14190.0, 0.18843034
14200.0, 0.18841542
14210.0, 0.18840052
14220.0, 0.18838567
14230.0, 0.18837084
14240.0, 0.18835604
14250.0, 0.18834126
14260.0, 0.18832652
14270.0, 0.18831182
14280.0, 0.18829714
14290.0, 0.18828247
14300.0, 0.18826784
14310.0, 0.18825325
14320.0, 0.18823868
14330.0, 0.18822415
14340.0, 0.18820962
14350.0, 0.18819515
14360.0, 0.1881807
14370.0, 0.18816628
14380.0, 0.18815187
14390.0, 0.1881375
14400.0, 0.18812317
14410.0, 0.18810886
14420.0, 0.18809457
14430.0, 0.18808033
14440.0, 0.1880661
14450.0, 0.1880519
14460.0, 0.18803772
14470.0, 0.18802358
14480.0, 0.18800947
14490.0, 0.18799537
14500.0, 0.18798132
14510.0, 0.18796729
14520.0, 0.1879533
14530.0, 0.18793932
14540.0, 0.18792535
14550.0, 0.18791144
14560.0, 0.18789755
14570.0, 0.18788369
14580.0, 0.18786985
14590.0, 0.18785603
14600.0, 0.18784225
14610.0, 0.1878285
14620.0, 0.18781477
14630.0, 0.18780106
14640.0, 0.18778738
14650.0, 0.18777373
14660.0, 0.18776013
14670.0, 0.18774652
14680.0, 0.18773295
14690.0, 0.18771942
14700.0, 0.1877059
14710.0, 0.18769242
14720.0, 0.18767896
14730.0, 0.18766552
14740.0, 0.18765213
14750.0, 0.18763873
14760.0, 0.18762538
14770.0, 0.18761206
14780.0, 0.18759875
14790.0, 0.18758547
14800.0, 0.18757223
14810.0, 0.18755901
14820.0, 0.1875458
14830.0, 0.18753263
14840.0, 0.18751949
14850.0, 0.18750638
14860.0, 0.18749328
14870.0, 0.18748021
14880.0, 0.18746717
14890.0, 0.18745416
14900.0, 0.18744117
14910.0, 0.1874282
14920.0, 0.18741527
14930.0, 0.18740235
14940.0, 0.18738946
14950.0, 0.1873766
14960.0, 0.18736377
14970.0, 0.18735096
14980.0, 0.18733817
14990.0, 0.18732542
15000.0, 0.18731268
15010.0, 0.18729997
15020.0, 0.18728729
15030.0, 0.18727462
15040.0, 0.187262
15050.0, 0.18724938
15060.0, 0.1872368
15070.0, 0.18722424
15080.0, 0.1872117
15090.0, 0.18719919
15100.0, 0.1871867
15110.0, 0.18717425
15120.0, 0.18716182
15130.0, 0.1871494
15140.0, 0.18713701
15150.0, 0.18712465
15160.0, 0.18711232
15170.0, 0.1871
15180.0, 0.18708771
15190.0, 0.18707545
15200.0, 0.18706322
15210.0, 0.187051
15220.0, 0.1870388
15230.0, 0.18702663
15240.0, 0.18701449
15250.0, 0.18700236
15260.0, 0.18699026
15270.0, 0.1869782
15280.0, 0.18696615
15290.0, 0.18695413
15300.0, 0.18694213
15310.0, 0.18693015
15320.0, 0.1869182
15330.0, 0.18690626
15340.0, 0.18689436
15350.0, 0.18688248
15360.0, 0.18687062
15370.0, 0.18685879
15380.0, 0.18684697
15390.0, 0.18683518
15400.0, 0.18682341
15410.0, 0.18681169
15420.0, 0.18679996
15430.0, 0.18678826
15440.0, 0.1867766
15450.0, 0.18676494
15460.0, 0.18675332
15470.0, 0.18674171
15480.0, 0.18673013
15490.0, 0.18671857
15500.0, 0.18670705
15510.0, 0.18669553
15520.0, 0.18668404
15530.0, 0.18667258
15540.0, 0.18666112
15550.0, 0.18664971
15560.0, 0.18663831
15570.0, 0.18662694
15580.0, 0.18661557
15590.0, 0.18660426
15600.0, 0.18659294
15610.0, 0.18658166
15620.0, 0.18657039
15630.0, 0.18655916
15640.0, 0.18654794
15650.0, 0.18653674
15660.0, 0.18652557
15670.0, 0.18651442
15680.0, 0.18650328
15690.0, 0.18649217
15700.0, 0.18648109
15710.0, 0.18647003
15720.0, 0.18645898
15730.0, 0.18644796
15740.0, 0.18643697
15750.0, 0.18642598
15760.0, 0.18641503
15770.0, 0.1864041
15780.0, 0.18639319
15790.0, 0.1863823
15800.0, 0.18637142
15810.0, 0.18636058
15820.0, 0.18634975
15830.0, 0.18633895
15840.0, 0.18632817
15850.0, 0.1863174
15860.0, 0.18630667
15870.0, 0.18629594
15880.0, 0.18628524
15890.0, 0.18627457
15900.0, 0.18626392
15910.0, 0.18625328
15920.0, 0.18624267
15930.0, 0.18623208
15940.0, 0.1862215
15950.0, 0.18621096
15960.0, 0.18620043
15970.0, 0.18618992
15980.0, 0.18617943
15990.0, 0.18616897
16000.0, 0.18615852
16010.0, 0.18614809
16020.0, 0.18613769
16030.0, 0.1861273
16040.0, 0.18611693
16050.0, 0.18610659
16060.0, 0.18609628
16070.0, 0.18608597
16080.0, 0.18607569
16090.0, 0.18606544
16100.0, 0.18605518
16110.0, 0.18604496
16120.0, 0.18603477
16130.0, 0.18602458
16140.0, 0.18601443
16150.0, 0.18600428
16160.0, 0.18599416
16170.0, 0.18598406
16180.0, 0.18597399
16190.0, 0.18596393
16200.0, 0.18595389
16210.0, 0.18594386
16220.0, 0.18593386
16230.0, 0.18592389
16240.0, 0.18591392
16250.0, 0.18590398
16260.0, 0.18589406
16270.0, 0.18588416
16280.0, 0.18587428
16290.0, 0.18586442
16300.0, 0.18585457
16310.0, 0.18584475
16320.0, 0.18583494
16330.0, 0.18582517
16340.0, 0.1858154
16350.0, 0.18580565
16360.0, 0.18579593
16370.0, 0.18578622
16380.0, 0.18577653
16390.0, 0.18576686
16400.0, 0.1857572
16410.0, 0.18574758
16420.0, 0.18573797
16430.0, 0.18572837
16440.0, 0.1857188
16450.0, 0.18570925
16460.0, 0.18569972
16470.0, 0.1856902
16480.0, 0.1856807
16490.0, 0.18567123
16500.0, 0.18566176
16510.0, 0.18565233
16520.0, 0.1856429
16530.0, 0.1856335
16540.0, 0.18562412
16550.0, 0.18561475
16560.0, 0.18560539
16570.0, 0.18559608
16580.0, 0.18558675
16590.0, 0.18557747
16600.0, 0.1855682
16610.0, 0.18555893
16620.0, 0.1855497
16630.0, 0.18554048
16640.0, 0.18553127
16650.0, 0.1855221
16660.0, 0.18551295
16670.0, 0.1855038
16680.0, 0.18549466
16690.0, 0.18548556
16700.0, 0.18547645
16710.0, 0.18546739
16720.0, 0.18545833
16730.0, 0.18544929
16740.0, 0.18544027
16750.0, 0.18543127
16760.0, 0.18542229
16770.0, 0.18541332
16780.0, 0.18540438
16790.0, 0.18539545
16800.0, 0.18538652
16810.0, 0.18537764
16820.0, 0.18536876
16830.0, 0.1853599
16840.0, 0.18535106
16850.0, 0.18534222
16860.0, 0.18533342
16870.0, 0.18532464
16880.0, 0.18531586
16890.0, 0.18530712
16900.0, 0.18529837
16910.0, 0.18528965
16920.0, 0.18528095
16930.0, 0.18527226
16940.0, 0.18526359
16950.0, 0.18525495
16960.0, 0.1852463
16970.0, 0.18523769
16980.0, 0.18522908
16990.0, 0.18522051
17000.0, 0.18521194
17010.0, 0.18520339
17020.0, 0.18519486
17030.0, 0.18518634
17040.0, 0.18517785
17050.0, 0.18516937
17060.0, 0.1851609
17070.0, 0.18515246
17080.0, 0.18514402
17090.0, 0.1851356
17100.0, 0.1851272
17110.0, 0.18511882
17120.0, 0.18511046
17130.0, 0.18510212
17140.0, 0.18509379
17150.0, 0.18508548
17160.0, 0.18507718
17170.0, 0.18506889
17180.0, 0.18506062
17190.0, 0.18505238
17200.0, 0.18504414
17210.0, 0.18503593
17220.0, 0.18502772
17230.0, 0.18501955
17240.0, 0.18501137
17250.0, 0.18500322
17260.0, 0.1849951
17270.0, 0.18498696
17280.0, 0.18497887
17290.0, 0.18497078
17300.0, 0.18496272
17310.0, 0.18495466
17320.0, 0.18494663
17330.0, 0.1849386
17340.0, 0.1849306
17350.0, 0.1849226
17360.0, 0.18491463
17370.0, 0.18490666
17380.0, 0.18489872
17390.0, 0.18489079
17400.0, 0.1848829
17410.0, 0.18487498
17420.0, 0.18486711
17430.0, 0.18485925
17440.0, 0.1848514
17450.0, 0.18484356
17460.0, 0.18483575
17470.0, 0.18482794
17480.0, 0.18482015
17490.0, 0.18481238
17500.0, 0.18480463
17510.0, 0.18479688
17520.0, 0.18478917
17530.0, 0.18478145
17540.0, 0.18477376
17550.0, 0.18476608
17560.0, 0.18475841
17570.0, 0.18475077
17580.0, 0.18474314
17590.0, 0.18473552
17600.0, 0.1847279
17610.0, 0.18472032
17620.0, 0.18471275
17630.0, 0.1847052
17640.0, 0.18469764
17650.0, 0.18469012
17660.0, 0.18468261
17670.0, 0.18467511
17680.0, 0.18466763
17690.0, 0.18466015
17700.0, 0.1846527
17710.0, 0.18464527
17720.0, 0.18463783
17730.0, 0.18463042
17740.0, 0.18462303
17750.0, 0.18461566
17760.0, 0.1846083
17770.0, 0.18460093
17780.0, 0.1845936
17790.0, 0.18458629
17800.0, 0.18457897
17810.0, 0.18457168
17820.0, 0.1845644
17830.0, 0.18455714
17840.0, 0.1845499
17850.0, 0.18454266
17860.0, 0.18453544
17870.0, 0.18452823
17880.0, 0.18452103
17890.0, 0.18451387
17900.0, 0.1845067
17910.0, 0.18449955
17920.0, 0.18449241
17930.0, 0.1844853
17940.0, 0.1844782
17950.0, 0.1844711
17960.0, 0.18446402
17970.0, 0.18445694
17980.0, 0.1844499
17990.0, 0.18444288
18000.0, 0.18443584
18010.0, 0.18442884
18020.0, 0.18442184
18030.0, 0.18441486
18040.0, 0.18440789
18050.0, 0.18440095
18060.0, 0.184394
18070.0, 0.18438707
18080.0, 0.18438016
18090.0, 0.18437326
18100.0, 0.18436639
18110.0, 0.1843595
18120.0, 0.18435267
18130.0, 0.18434581
18140.0, 0.18433899
18150.0, 0.18433218
18160.0, 0.18432537
18170.0, 0.18431857
18180.0, 0.1843118
18190.0, 0.18430504
18200.0, 0.18429829
18210.0, 0.18429156
18220.0, 0.18428484
18230.0, 0.18427813
18240.0, 0.18427144
18250.0, 0.18426475
18260.0, 0.18425809
18270.0, 0.18425143
18280.0, 0.18424478
18290.0, 0.18423817
18300.0, 0.18423155
18310.0, 0.18422493
18320.0, 0.18421835
18330.0, 0.18421178
18340.0, 0.18420522
18350.0, 0.18419866
18360.0, 0.18419212
18370.0, 0.1841856
18380.0, 0.18417908
18390.0, 0.18417259
18400.0, 0.1841661
18410.0, 0.18415964
18420.0, 0.18415317
18430.0, 0.18414672
18440.0, 0.1841403
18450.0, 0.18413387
18460.0, 0.18412746
18470.0, 0.18412107
18480.0, 0.18411468
18490.0, 0.18410832
18500.0, 0.18410195
18510.0, 0.1840956
18520.0, 0.18408927
18530.0, 0.18408296
18540.0, 0.18407665
18550.0, 0.18407036
18560.0, 0.18406408
18570.0, 0.18405782
18580.0, 0.18405156
18590.0, 0.18404531
18600.0, 0.18403907
18610.0, 0.18403286
18620.0, 0.18402664
18630.0, 0.18402046
18640.0, 0.18401428
18650.0, 0.1840081
18660.0, 0.18400195
18670.0, 0.1839958
18680.0, 0.18398966
18690.0, 0.18398353
18700.0, 0.18397744
18710.0, 0.18397133
18720.0, 0.18396525
18730.0, 0.18395919
18740.0, 0.1839531
18750.0, 0.18394706
18760.0, 0.18394104
18770.0, 0.183935
18780.0, 0.183929
18790.0, 0.18392299
18800.0, 0.183917
18810.0, 0.18391103
18820.0, 0.18390505
18830.0, 0.1838991
18840.0, 0.18389317
18850.0, 0.18388723
18860.0, 0.18388131
18870.0, 0.18387541
18880.0, 0.18386951
18890.0, 0.18386364
18900.0, 0.18385777
18910.0, 0.18385191
18920.0, 0.18384606
18930.0, 0.18384022
18940.0, 0.18383439
18950.0, 0.18382858
18960.0, 0.18382278
18970.0, 0.18381698
18980.0, 0.1838112
18990.0, 0.18380544
19000.0, 0.18379968
19010.0, 0.18379395
19020.0, 0.18378821
19030.0, 0.18378249
19040.0, 0.18377678
19050.0, 0.18377107
19060.0, 0.1837654
19070.0, 0.18375972
19080.0, 0.18375406
19090.0, 0.18374841
19100.0, 0.18374276
19110.0, 0.18373713
19120.0, 0.18373151
19130.0, 0.18372591
19140.0, 0.1837203
19150.0, 0.18371472
19160.0, 0.18370914
19170.0, 0.18370359
19180.0, 0.18369803
19190.0, 0.18369249
19200.0, 0.18368696
19210.0, 0.18368143
19220.0, 0.18367593
19230.0, 0.18367043
19240.0, 0.18366495
19250.0, 0.18365946
19260.0, 0.18365401
19270.0, 0.18364854
19280.0, 0.1836431
19290.0, 0.18363768
19300.0, 0.18363224
19310.0, 0.18362685
19320.0, 0.18362144
19330.0, 0.18361606
19340.0, 0.18361066
19350.0, 0.1836053
19360.0, 0.18359995
19370.0, 0.1835946
19380.0, 0.18358926
19390.0, 0.18358393
19400.0, 0.18357863
19410.0, 0.18357332
19420.0, 0.18356803
19430.0, 0.18356274
19440.0, 0.18355747
19450.0, 0.1835522
19460.0, 0.18354696
19470.0, 0.18354172
19480.0, 0.18353648
19490.0, 0.18353127
19500.0, 0.18352605
19510.0, 0.18352085
19520.0, 0.18351565
19530.0, 0.18351048
19540.0, 0.18350531
19550.0, 0.18350016
19560.0, 0.183495
19570.0, 0.18348987
19580.0, 0.18348475
19590.0, 0.18347962
19600.0, 0.18347451
19610.0, 0.18346941
19620.0, 0.18346433
19630.0, 0.18345925
19640.0, 0.18345419
19650.0, 0.18344913
19660.0, 0.1834441
19670.0, 0.18343905
19680.0, 0.18343402
19690.0, 0.18342902
19700.0, 0.183424
19710.0, 0.183419
19720.0, 0.18341401
19730.0, 0.18340905
19740.0, 0.18340407
19750.0, 0.18339913
19760.0, 0.18339416
19770.0, 0.18338923
19780.0, 0.1833843
19790.0, 0.1833794
19800.0, 0.18337448
19810.0, 0.18336958
19820.0, 0.18336469
19830.0, 0.18335982
19840.0, 0.18335494
19850.0, 0.18335009
19860.0, 0.18334523
19870.0, 0.1833404
19880.0, 0.18333557
19890.0, 0.18333074
19900.0, 0.18332593
19910.0, 0.18332113
19920.0, 0.18331635
19930.0, 0.18331157
19940.0, 0.18330678
19950.0, 0.18330203
19960.0, 0.18329726
19970.0, 0.18329252
19980.0, 0.18328778
19990.0, 0.18328306
20000.0, 0.18327835
20010.0, 0.18327364
20020.0, 0.18326895
20030.0, 0.18326426
20040.0, 0.18325958
20050.0, 0.18325491
20060.0, 0.18325025
20070.0, 0.1832456
20080.0, 0.18324095
20090.0, 0.18323633
20100.0, 0.1832317
20110.0, 0.18322709
20120.0, 0.18322247
20130.0, 0.18321788
20140.0, 0.1832133
20150.0, 0.18320872
20160.0, 0.18320416
20170.0, 0.18319958
20180.0, 0.18319505
20190.0, 0.18319051
20200.0, 0.18318598
20210.0, 0.18318145
20220.0, 0.18317693
20230.0, 0.18317243
20240.0, 0.18316793
20250.0, 0.18316345
20260.0, 0.18315898
20270.0, 0.1831545
20280.0, 0.18315004
20290.0, 0.18314558
20300.0, 0.18314114
20310.0, 0.1831367
20320.0, 0.18313229
20330.0, 0.18312787
20340.0, 0.18312345
20350.0, 0.18311906
20360.0, 0.18311468
20370.0, 0.1831103
20380.0, 0.18310592
20390.0, 0.18310155
20400.0, 0.1830972
20410.0, 0.18309285
20420.0, 0.18308853
20430.0, 0.18308419
20440.0, 0.18307987
20450.0, 0.18307556
20460.0, 0.18307126
20470.0, 0.18306696
20480.0, 0.18306267
20490.0, 0.1830584
20500.0, 0.18305412
20510.0, 0.18304987
20520.0, 0.18304561
20530.0, 0.18304138
20540.0, 0.18303713
20550.0, 0.18303291
20560.0, 0.1830287
20570.0, 0.18302448
20580.0, 0.18302028
20590.0, 0.18301609
20600.0, 0.1830119
20610.0, 0.18300773
20620.0, 0.18300356
20630.0, 0.18299939
20640.0, 0.18299524
20650.0, 0.1829911
20660.0, 0.18298697
20670.0, 0.18298285
20680.0, 0.18297872
20690.0, 0.1829746
20700.0, 0.18297051
20710.0, 0.18296641
20720.0, 0.18296233
20730.0, 0.18295826
20740.0, 0.18295419
20750.0, 0.18295012
20760.0, 0.18294607
20770.0, 0.18294202
20780.0, 0.18293798
20790.0, 0.18293396
20800.0, 0.18292993
20810.0, 0.18292592
20820.0, 0.18292192
20830.0, 0.18291792
20840.0, 0.18291393
20850.0, 0.18290995
20860.0, 0.18290597
20870.0, 0.18290201
20880.0, 0.18289806
20890.0, 0.18289411
20900.0, 0.18289016
20910.0, 0.18288623
20920.0, 0.18288231
20930.0, 0.18287838
20940.0, 0.18287447
20950.0, 0.18287057
20960.0, 0.18286668
20970.0, 0.18286279
20980.0, 0.1828589
20990.0, 0.18285504
21000.0, 0.18285118
21010.0, 0.18284732
21020.0, 0.18284346
21030.0, 0.18283963
21040.0, 0.18283579
21050.0, 0.18283197
21060.0, 0.18282814
21070.0, 0.18282434
21080.0, 0.18282053
21090.0, 0.18281674
21100.0, 0.18281294
21110.0, 0.18280917
21120.0, 0.1828054
21130.0, 0.18280163
21140.0, 0.18279788
21150.0, 0.18279412
21160.0, 0.18279038
21170.0, 0.18278666
21180.0, 0.18278292
21190.0, 0.1827792
21200.0, 0.18277548
21210.0, 0.18277179
21220.0, 0.18276808
21230.0, 0.1827644
21240.0, 0.18276072
21250.0, 0.18275703
21260.0, 0.18275335
21270.0, 0.1827497
21280.0, 0.18274605
21290.0, 0.1827424
21300.0, 0.18273877
21310.0, 0.18273513
21320.0, 0.18273151
21330.0, 0.18272789
21340.0, 0.18272428
21350.0, 0.18272068
21360.0, 0.18271707
21370.0, 0.1827135
21380.0, 0.1827099
21390.0, 0.18270633
21400.0, 0.18270276
21410.0, 0.1826992
21420.0, 0.18269564
21430.0, 0.1826921
21440.0, 0.18268856
21450.0, 0.18268503
21460.0, 0.1826815
21470.0, 0.18267798
21480.0, 0.18267448
21490.0, 0.18267097
21500.0, 0.18266748
21510.0, 0.18266398
21520.0, 0.1826605
21530.0, 0.18265702
21540.0, 0.18265356
21550.0, 0.18265009
21560.0, 0.18264663
21570.0, 0.18264319
21580.0, 0.18263975
21590.0, 0.1826363
21600.0, 0.18263288
21610.0, 0.18262945
21620.0, 0.18262604
21630.0, 0.18262264
21640.0, 0.18261923
21650.0, 0.18261583
21660.0, 0.18261245
21670.0, 0.18260907
21680.0, 0.1826057
21690.0, 0.18260233
21700.0, 0.18259896
21710.0, 0.18259561
21720.0, 0.18259226
21730.0, 0.18258892
21740.0, 0.1825856
21750.0, 0.18258227
21760.0, 0.18257895
21770.0, 0.18257563
21780.0, 0.18257234
21790.0, 0.18256903
21800.0, 0.18256573
21810.0, 0.18256244
21820.0, 0.18255916
21830.0, 0.18255588
21840.0, 0.18255262
21850.0, 0.18254936
21860.0, 0.1825461
21870.0, 0.18254286
21880.0, 0.18253961
21890.0, 0.18253638
21900.0, 0.18253314
21910.0, 0.18252993
21920.0, 0.18252671
21930.0, 0.18252349
21940.0, 0.1825203
21950.0, 0.1825171
21960.0, 0.18251391
21970.0, 0.18251072
21980.0, 0.18250754
21990.0, 0.18250437
22000.0, 0.1825012
22010.0, 0.18249804
22020.0, 0.1824949
22030.0, 0.18249173
22040.0, 0.1824886
22050.0, 0.18248548
22060.0, 0.18248235
22070.0, 0.18247922
22080.0, 0.1824761
22090.0, 0.182473
22100.0, 0.18246989
22110.0, 0.1824668
22120.0, 0.1824637
22130.0, 0.18246062
22140.0, 0.18245754
22150.0, 0.18245447
22160.0, 0.18245141
22170.0, 0.18244834
22180.0, 0.1824453
22190.0, 0.18244225
22200.0, 0.18243921
22210.0, 0.18243617
22220.0, 0.18243314
22230.0, 0.18243012
22240.0, 0.1824271
22250.0, 0.18242408
22260.0, 0.18242107
22270.0, 0.18241808
22280.0, 0.18241508
22290.0, 0.1824121
22300.0, 0.18240912
22310.0, 0.18240614
22320.0, 0.18240316
22330.0, 0.18240021
22340.0, 0.18239725
22350.0, 0.1823943
22360.0, 0.18239136
22370.0, 0.18238842
22380.0, 0.18238547
22390.0, 0.18238255
22400.0, 0.18237963
22410.0, 0.18237671
22420.0, 0.1823738
22430.0, 0.18237089
22440.0, 0.182368
22450.0, 0.1823651
22460.0, 0.18236221
22470.0, 0.18235932
22480.0, 0.18235646
22490.0, 0.18235359
22500.0, 0.18235072
22510.0, 0.18234786
22520.0, 0.182345
22530.0, 0.18234216
22540.0, 0.18233931
22550.0, 0.18233648
22560.0, 0.18233365
22570.0, 0.18233082
22580.0, 0.182328
22590.0, 0.18232518
22600.0, 0.18232238
22610.0, 0.18231958
22620.0, 0.18231678
22630.0, 0.182314
22640.0, 0.1823112
22650.0, 0.18230842
22660.0, 0.18230565
22670.0, 0.18230288
22680.0, 0.18230012
22690.0, 0.18229735
22700.0, 0.1822946
22710.0, 0.18229185
22720.0, 0.18228912
22730.0, 0.18228638
22740.0, 0.18228364
22750.0, 0.18228091
22760.0, 0.1822782
22770.0, 0.18227549
22780.0, 0.18227278
22790.0, 0.18227008
22800.0, 0.18226738
22810.0, 0.18226469
22820.0, 0.18226199
22830.0, 0.1822593
22840.0, 0.18225664
22850.0, 0.18225397
22860.0, 0.1822513
22870.0, 0.18224864
22880.0, 0.18224598
22890.0, 0.18224333
22900.0, 0.18224068
22910.0, 0.18223804
22920.0, 0.1822354
22930.0, 0.18223278
22940.0, 0.18223016
22950.0, 0.18222754
22960.0, 0.18222493
22970.0, 0.18222232
22980.0, 0.18221971
22990.0, 0.1822171
23000.0, 0.18221453
23010.0, 0.18221194
23020.0, 0.18220934
23030.0, 0.18220678
23040.0, 0.1822042
23050.0, 0.18220164
23060.0, 0.18219908
23070.0, 0.18219651
23080.0, 0.18219396
23090.0, 0.18219142
23100.0, 0.18218888
23110.0, 0.18218634
23120.0, 0.18218382
23130.0, 0.18218127
23140.0, 0.18217877
23150.0, 0.18217625
23160.0, 0.18217373
23170.0, 0.18217123
23180.0, 0.18216872
23190.0, 0.18216623
23200.0, 0.18216373
