Energy (in eV), SEEE yield of material sc2k-NASCAP at isotropic incidence
   X,       Y
11960.0, 2.5549405
11970.0, 2.5534294
11980.0, 2.5519207
11990.0, 2.5504136
12000.0, 2.5489082
12010.0, 2.5474057
12020.0, 2.545905
12030.0, 2.5444062
12040.0, 2.5429096
12050.0, 2.5414155
12060.0, 2.5399227
12070.0, 2.5384324
12080.0, 2.5369437
12090.0, 2.5354576
12100.0, 2.5339732
12110.0, 2.532491
12120.0, 2.531011
12130.0, 2.5295327
12140.0, 2.5280564
12150.0, 2.5265822
12160.0, 2.5251098
12170.0, 2.52364
12180.0, 2.5221715
12190.0, 2.5207057
12200.0, 2.5192413
12210.0, 2.5177786
12220.0, 2.5163193
12230.0, 2.514861
12240.0, 2.5134046
12250.0, 2.5119507
12260.0, 2.5104978
12270.0, 2.509048
12280.0, 2.5075996
12290.0, 2.506153
12300.0, 2.5047085
12310.0, 2.503266
12320.0, 2.5018263
12330.0, 2.5003874
12340.0, 2.4989502
12350.0, 2.497516
12360.0, 2.4960825
12370.0, 2.4946523
12380.0, 2.4932232
12390.0, 2.4917958
12400.0, 2.490371
12410.0, 2.4889479
12420.0, 2.4875267
12430.0, 2.4861069
12440.0, 2.4846897
12450.0, 2.483274
12460.0, 2.4818604
12470.0, 2.4804482
12480.0, 2.4790387
12490.0, 2.4776304
12500.0, 2.4762242
12510.0, 2.47482
12520.0, 2.4734173
12530.0, 2.4720168
12540.0, 2.4706182
12550.0, 2.469221
12560.0, 2.4678264
12570.0, 2.4664328
12580.0, 2.4650416
12590.0, 2.4636521
12600.0, 2.4622645
12610.0, 2.4608786
12620.0, 2.4594946
12630.0, 2.4581125
12640.0, 2.456732
12650.0, 2.4553537
12660.0, 2.4539769
12670.0, 2.4526017
12680.0, 2.4512289
12690.0, 2.4498575
12700.0, 2.4484875
12710.0, 2.44712
12720.0, 2.4457538
12730.0, 2.44439
12740.0, 2.4430275
12750.0, 2.441667
12760.0, 2.4403083
12770.0, 2.438951
12780.0, 2.4375958
12790.0, 2.436242
12800.0, 2.4348903
12810.0, 2.4335406
12820.0, 2.4321923
12830.0, 2.4308457
12840.0, 2.429501
12850.0, 2.428158
12860.0, 2.4268172
12870.0, 2.4254773
12880.0, 2.4241393
12890.0, 2.4228032
12900.0, 2.4214692
12910.0, 2.420137
12920.0, 2.4188058
12930.0, 2.4174764
12940.0, 2.416149
12950.0, 2.4148235
12960.0, 2.4134996
12970.0, 2.4121766
12980.0, 2.4108565
12990.0, 2.4095376
13000.0, 2.4082203
13010.0, 2.406905
13020.0, 2.4055908
13030.0, 2.4042783
13040.0, 2.402968
13050.0, 2.4016595
13060.0, 2.400352
13070.0, 2.3990462
13080.0, 2.3977427
13090.0, 2.3964405
13100.0, 2.39514
13110.0, 2.3938408
13120.0, 2.3925438
13130.0, 2.391248
13140.0, 2.389954
13150.0, 2.3886619
13160.0, 2.3873713
13170.0, 2.3860822
13180.0, 2.3847947
13190.0, 2.3835092
13200.0, 2.382225
13210.0, 2.3809426
13220.0, 2.3796618
13230.0, 2.3783824
13240.0, 2.377105
13250.0, 2.3758285
13260.0, 2.3745542
13270.0, 2.3732812
13280.0, 2.37201
13290.0, 2.3707407
13300.0, 2.3694725
13310.0, 2.368206
13320.0, 2.3669412
13330.0, 2.3656778
13340.0, 2.3644164
13350.0, 2.363156
13360.0, 2.3618975
13370.0, 2.3606405
13380.0, 2.3593855
13390.0, 2.3581316
13400.0, 2.3568795
13410.0, 2.3556287
13420.0, 2.3543794
13430.0, 2.353131
13440.0, 2.3518858
13450.0, 2.3506413
13460.0, 2.3493984
13470.0, 2.348157
13480.0, 2.346917
13490.0, 2.3456786
13500.0, 2.3444414
13510.0, 2.3432064
13520.0, 2.3419726
13530.0, 2.3407404
13540.0, 2.33951
13550.0, 2.3382807
13560.0, 2.3370528
13570.0, 2.3358264
13580.0, 2.334602
13590.0, 2.3333793
13600.0, 2.3321574
13610.0, 2.3309371
13620.0, 2.3297186
13630.0, 2.3285015
13640.0, 2.327286
13650.0, 2.3260717
13660.0, 2.3248591
13670.0, 2.3236477
13680.0, 2.3224385
13690.0, 2.3212302
13700.0, 2.320023
13710.0, 2.3188179
13720.0, 2.3176138
13730.0, 2.316412
13740.0, 2.3152108
13750.0, 2.314011
13760.0, 2.3128135
13770.0, 2.311617
13780.0, 2.310422
13790.0, 2.3092282
13800.0, 2.3080363
13810.0, 2.3068454
13820.0, 2.305656
13830.0, 2.3044684
13840.0, 2.3032818
13850.0, 2.3020968
13860.0, 2.3009133
13870.0, 2.2997313
13880.0, 2.2985506
13890.0, 2.2973716
13900.0, 2.2961936
13910.0, 2.2950172
13920.0, 2.2938418
13930.0, 2.2926686
13940.0, 2.2914965
13950.0, 2.2903256
13960.0, 2.2891564
13970.0, 2.287988
13980.0, 2.2868216
13990.0, 2.2856567
14000.0, 2.284493
14010.0, 2.28333
14020.0, 2.282169
14030.0, 2.28101
14040.0, 2.2798514
14050.0, 2.2786946
14060.0, 2.277539
14070.0, 2.276385
14080.0, 2.2752323
14090.0, 2.274081
14100.0, 2.2729306
14110.0, 2.2717824
14120.0, 2.2706351
14130.0, 2.2694893
14140.0, 2.2683446
14150.0, 2.2672012
14160.0, 2.2660594
14170.0, 2.2649195
14180.0, 2.26378
14190.0, 2.2626421
14200.0, 2.2615056
14210.0, 2.2603705
14220.0, 2.259237
14230.0, 2.2581046
14240.0, 2.2569733
14250.0, 2.2558436
14260.0, 2.254715
14270.0, 2.2535882
14280.0, 2.2524621
14290.0, 2.251338
14300.0, 2.2502146
14310.0, 2.2490926
14320.0, 2.2479722
14330.0, 2.2468529
14340.0, 2.2457352
14350.0, 2.2446184
14360.0, 2.2435033
14370.0, 2.2423892
14380.0, 2.2412765
14390.0, 2.2401652
14400.0, 2.239055
14410.0, 2.2379467
14420.0, 2.2368388
14430.0, 2.2357326
14440.0, 2.2346277
14450.0, 2.233524
14460.0, 2.2324216
14470.0, 2.2313204
14480.0, 2.2302206
14490.0, 2.2291222
14500.0, 2.2280247
14510.0, 2.226929
14520.0, 2.2258341
14530.0, 2.2247407
14540.0, 2.2236483
14550.0, 2.222557
14560.0, 2.2214675
14570.0, 2.2203794
14580.0, 2.2192922
14590.0, 2.2182062
14600.0, 2.2171211
14610.0, 2.216038
14620.0, 2.214956
14630.0, 2.2138748
14640.0, 2.2127948
14650.0, 2.2117162
14660.0, 2.2106395
14670.0, 2.2095633
14680.0, 2.2084887
14690.0, 2.2074149
14700.0, 2.2063425
14710.0, 2.2052715
14720.0, 2.2042017
14730.0, 2.2031329
14740.0, 2.2020655
14750.0, 2.2009993
14760.0, 2.1999345
14770.0, 2.1988702
14780.0, 2.1978078
14790.0, 2.196746
14800.0, 2.195686
14810.0, 2.1946273
14820.0, 2.1935694
14830.0, 2.1925128
14840.0, 2.1914573
14850.0, 2.1904032
14860.0, 2.1893506
14870.0, 2.1882982
14880.0, 2.1872475
14890.0, 2.186198
14900.0, 2.1851501
14910.0, 2.184103
14920.0, 2.1830566
14930.0, 2.182012
14940.0, 2.1809688
14950.0, 2.1799262
14960.0, 2.178885
14970.0, 2.177845
14980.0, 2.1768064
14990.0, 2.1757686
15000.0, 2.174732
15010.0, 2.1736963
15020.0, 2.172662
15030.0, 2.1716292
15040.0, 2.1705973
15050.0, 2.1695664
15060.0, 2.1685367
15070.0, 2.1675084
15080.0, 2.1664813
15090.0, 2.1654546
15100.0, 2.16443
15110.0, 2.163406
15120.0, 2.1623833
15130.0, 2.1613617
15140.0, 2.1603408
15150.0, 2.159322
15160.0, 2.1583035
15170.0, 2.1572864
15180.0, 2.1562705
15190.0, 2.1552556
15200.0, 2.1542418
15210.0, 2.1532292
15220.0, 2.1522179
15230.0, 2.1512074
15240.0, 2.1501982
15250.0, 2.1491902
15260.0, 2.1481829
15270.0, 2.1471767
15280.0, 2.146172
15290.0, 2.1451685
15300.0, 2.144166
15310.0, 2.1431644
15320.0, 2.142164
15330.0, 2.1411648
15340.0, 2.1401665
15350.0, 2.1391697
15360.0, 2.1381736
15370.0, 2.1371787
15380.0, 2.1361845
15390.0, 2.135192
15400.0, 2.1342003
15410.0, 2.1332097
15420.0, 2.13222
15430.0, 2.1312318
15440.0, 2.1302447
15450.0, 2.1292584
15460.0, 2.128273
15470.0, 2.1272888
15480.0, 2.1263058
15490.0, 2.125324
15500.0, 2.1243427
15510.0, 2.123363
15520.0, 2.122384
15530.0, 2.1214066
15540.0, 2.12043
15550.0, 2.1194541
15560.0, 2.1184797
15570.0, 2.117506
15580.0, 2.1165335
15590.0, 2.1155622
15600.0, 2.1145916
15610.0, 2.1136227
15620.0, 2.1126542
15630.0, 2.1116874
15640.0, 2.1107209
15650.0, 2.1097558
15660.0, 2.1087916
15670.0, 2.1078286
15680.0, 2.1068666
15690.0, 2.1059055
15700.0, 2.1049457
15710.0, 2.1039865
15720.0, 2.1030288
15730.0, 2.102072
15740.0, 2.101116
15750.0, 2.100161
15760.0, 2.0992072
15770.0, 2.0982544
15780.0, 2.0973027
15790.0, 2.0963519
15800.0, 2.0954022
15810.0, 2.0944533
15820.0, 2.0935054
15830.0, 2.0925589
15840.0, 2.091613
15850.0, 2.0906682
15860.0, 2.0897243
15870.0, 2.0887818
15880.0, 2.0878406
15890.0, 2.0868995
15900.0, 2.08596
15910.0, 2.0850213
15920.0, 2.0840833
15930.0, 2.0831468
15940.0, 2.082211
15950.0, 2.0812762
15960.0, 2.0803423
15970.0, 2.0794096
15980.0, 2.078478
15990.0, 2.0775473
16000.0, 2.076617
16010.0, 2.0756884
16020.0, 2.0747604
16030.0, 2.0738337
16040.0, 2.0729074
16050.0, 2.0719826
16060.0, 2.0710588
16070.0, 2.0701356
16080.0, 2.0692139
16090.0, 2.0682924
16100.0, 2.0673723
16110.0, 2.0664532
16120.0, 2.065535
16130.0, 2.0646179
16140.0, 2.0637019
16150.0, 2.062786
16160.0, 2.0618718
16170.0, 2.0609586
16180.0, 2.0600457
16190.0, 2.0591345
16200.0, 2.058224
16210.0, 2.0573142
16220.0, 2.0564058
16230.0, 2.0554981
16240.0, 2.0545912
16250.0, 2.0536852
16260.0, 2.0527804
16270.0, 2.0518765
16280.0, 2.0509734
16290.0, 2.0500715
16300.0, 2.0491703
16310.0, 2.04827
16320.0, 2.0473707
16330.0, 2.0464723
16340.0, 2.045575
16350.0, 2.0446782
16360.0, 2.043783
16370.0, 2.042888
16380.0, 2.0419946
16390.0, 2.0411017
16400.0, 2.0402095
16410.0, 2.0393186
16420.0, 2.0384288
16430.0, 2.0375395
16440.0, 2.0366514
16450.0, 2.0357637
16460.0, 2.0348775
16470.0, 2.0339918
16480.0, 2.0331073
16490.0, 2.0322232
16500.0, 2.0313408
16510.0, 2.030459
16520.0, 2.029578
16530.0, 2.0286977
16540.0, 2.0278184
16550.0, 2.0269403
16560.0, 2.026063
16570.0, 2.0251863
16580.0, 2.0243108
16590.0, 2.023436
16600.0, 2.022562
16610.0, 2.0216894
16620.0, 2.020817
16630.0, 2.019946
16640.0, 2.0190756
16650.0, 2.0182061
16660.0, 2.0173378
16670.0, 2.01647
16680.0, 2.0156033
16690.0, 2.0147371
16700.0, 2.0138721
16710.0, 2.0130084
16720.0, 2.0121448
16730.0, 2.0112824
16740.0, 2.010421
16750.0, 2.0095603
16760.0, 2.0087006
16770.0, 2.0078416
16780.0, 2.0069835
16790.0, 2.0061262
16800.0, 2.0052702
16810.0, 2.0044143
16820.0, 2.0035598
16830.0, 2.0027063
16840.0, 2.001853
16850.0, 2.0010011
16860.0, 2.0001497
16870.0, 1.9992995
16880.0, 1.9984502
16890.0, 1.9976016
16900.0, 1.9967537
16910.0, 1.9959067
16920.0, 1.9950604
16930.0, 1.9942154
16940.0, 1.9933707
16950.0, 1.9925274
16960.0, 1.9916848
16970.0, 1.9908426
16980.0, 1.9900016
16990.0, 1.9891615
17000.0, 1.9883219
17010.0, 1.9874836
17020.0, 1.9866456
17030.0, 1.9858087
17040.0, 1.9849725
17050.0, 1.9841377
17060.0, 1.9833032
17070.0, 1.9824696
17080.0, 1.9816366
17090.0, 1.9808047
17100.0, 1.9799737
17110.0, 1.9791435
17120.0, 1.9783137
17130.0, 1.9774854
17140.0, 1.9766575
17150.0, 1.9758304
17160.0, 1.9750043
17170.0, 1.9741787
17180.0, 1.9733542
17190.0, 1.9725302
17200.0, 1.9717076
17210.0, 1.9708854
17220.0, 1.9700642
17230.0, 1.9692436
17240.0, 1.968424
17250.0, 1.9676049
17260.0, 1.9667866
17270.0, 1.9659694
17280.0, 1.9651527
17290.0, 1.9643372
17300.0, 1.9635221
17310.0, 1.9627081
17320.0, 1.9618946
17330.0, 1.9610822
17340.0, 1.9602705
17350.0, 1.9594594
17360.0, 1.958649
17370.0, 1.9578398
17380.0, 1.9570315
17390.0, 1.9562236
17400.0, 1.9554164
17410.0, 1.9546102
17420.0, 1.9538049
17430.0, 1.9530001
17440.0, 1.9521962
17450.0, 1.951393
17460.0, 1.9505907
17470.0, 1.9497893
17480.0, 1.9489886
17490.0, 1.9481884
17500.0, 1.9473891
17510.0, 1.9465904
17520.0, 1.9457928
17530.0, 1.9449958
17540.0, 1.9441998
17550.0, 1.9434046
17560.0, 1.94261
17570.0, 1.9418161
17580.0, 1.9410231
17590.0, 1.9402305
17600.0, 1.9394389
17610.0, 1.9386481
17620.0, 1.9378579
17630.0, 1.9370689
17640.0, 1.9362805
17650.0, 1.9354924
17660.0, 1.9347055
17670.0, 1.9339191
17680.0, 1.9331337
17690.0, 1.9323487
17700.0, 1.9315649
17710.0, 1.9307816
17720.0, 1.929999
17730.0, 1.9292173
17740.0, 1.9284364
17750.0, 1.927656
17760.0, 1.9268764
17770.0, 1.9260974
17780.0, 1.9253197
17790.0, 1.9245423
17800.0, 1.9237657
17810.0, 1.9229898
17820.0, 1.9222146
17830.0, 1.9214406
17840.0, 1.9206669
17850.0, 1.9198937
17860.0, 1.9191217
17870.0, 1.9183501
17880.0, 1.9175798
17890.0, 1.9168096
17900.0, 1.9160403
17910.0, 1.9152718
17920.0, 1.914504
17930.0, 1.9137369
17940.0, 1.9129705
17950.0, 1.9122049
17960.0, 1.9114403
17970.0, 1.910676
17980.0, 1.9099123
17990.0, 1.9091499
18000.0, 1.9083878
18010.0, 1.9076263
18020.0, 1.9068657
18030.0, 1.9061059
18040.0, 1.9053466
18050.0, 1.9045883
18060.0, 1.9038305
18070.0, 1.9030735
18080.0, 1.9023172
18090.0, 1.9015616
18100.0, 1.9008067
18110.0, 1.9000525
18120.0, 1.8992989
18130.0, 1.8985462
18140.0, 1.8977941
18150.0, 1.8970429
18160.0, 1.8962919
18170.0, 1.895542
18180.0, 1.8947927
18190.0, 1.8940442
18200.0, 1.8932962
18210.0, 1.8925492
18220.0, 1.8918025
18230.0, 1.8910568
18240.0, 1.8903117
18250.0, 1.8895671
18260.0, 1.8888233
18270.0, 1.8880805
18280.0, 1.8873379
18290.0, 1.8865962
18300.0, 1.8858553
18310.0, 1.8851149
18320.0, 1.8843756
18330.0, 1.8836366
18340.0, 1.8828981
18350.0, 1.8821608
18360.0, 1.8814238
18370.0, 1.8806877
18380.0, 1.8799521
18390.0, 1.8792173
18400.0, 1.8784832
18410.0, 1.8777496
18420.0, 1.8770169
18430.0, 1.8762847
18440.0, 1.875553
18450.0, 1.8748223
18460.0, 1.8740922
18470.0, 1.8733629
18480.0, 1.8726339
18490.0, 1.8719058
18500.0, 1.8711783
18510.0, 1.8704517
18520.0, 1.8697253
18530.0, 1.869
18540.0, 1.8682753
18550.0, 1.8675511
18560.0, 1.8668277
18570.0, 1.8661048
18580.0, 1.8653827
18590.0, 1.8646611
18600.0, 1.8639402
18610.0, 1.8632202
18620.0, 1.8625005
18630.0, 1.8617818
18640.0, 1.8610636
18650.0, 1.8603458
18660.0, 1.8596289
18670.0, 1.8589128
18680.0, 1.8581971
18690.0, 1.8574821
18700.0, 1.8567677
18710.0, 1.8560543
18720.0, 1.8553412
18730.0, 1.8546288
18740.0, 1.853917
18750.0, 1.853206
18760.0, 1.8524956
18770.0, 1.8517857
18780.0, 1.8510765
18790.0, 1.850368
18800.0, 1.8496602
18810.0, 1.848953
18820.0, 1.8482463
18830.0, 1.8475403
18840.0, 1.8468348
18850.0, 1.8461304
18860.0, 1.8454263
18870.0, 1.8447227
18880.0, 1.8440199
18890.0, 1.8433179
18900.0, 1.8426163
18910.0, 1.8419155
18920.0, 1.8412151
18930.0, 1.8405151
18940.0, 1.8398162
18950.0, 1.8391179
18960.0, 1.8384202
18970.0, 1.8377231
18980.0, 1.8370265
18990.0, 1.8363304
19000.0, 1.8356353
19010.0, 1.8349407
19020.0, 1.8342464
19030.0, 1.833553
19040.0, 1.8328602
19050.0, 1.8321681
19060.0, 1.8314763
19070.0, 1.8307855
19080.0, 1.830095
19090.0, 1.8294055
19100.0, 1.8287165
19110.0, 1.8280276
19120.0, 1.8273399
19130.0, 1.8266526
19140.0, 1.8259662
19150.0, 1.82528
19160.0, 1.8245946
19170.0, 1.8239095
19180.0, 1.8232254
19190.0, 1.8225417
19200.0, 1.8218584
19210.0, 1.8211763
19220.0, 1.8204942
19230.0, 1.8198128
19240.0, 1.8191326
19250.0, 1.8184525
19260.0, 1.8177731
19270.0, 1.817094
19280.0, 1.8164155
19290.0, 1.8157384
19300.0, 1.8150611
19310.0, 1.8143845
19320.0, 1.8137087
19330.0, 1.8130333
19340.0, 1.812359
19350.0, 1.8116847
19360.0, 1.811011
19370.0, 1.8103385
19380.0, 1.809666
19390.0, 1.8089943
19400.0, 1.8083231
19410.0, 1.8076526
19420.0, 1.8069829
19430.0, 1.8063133
19440.0, 1.8056449
19450.0, 1.8049763
19460.0, 1.8043089
19470.0, 1.8036419
19480.0, 1.8029753
19490.0, 1.8023094
19500.0, 1.8016438
19510.0, 1.8009791
19520.0, 1.8003151
19530.0, 1.7996515
19540.0, 1.7989885
19550.0, 1.7983261
19560.0, 1.7976643
19570.0, 1.7970029
19580.0, 1.7963423
19590.0, 1.7956821
19600.0, 1.7950227
19610.0, 1.7943634
19620.0, 1.7937052
19630.0, 1.7930475
19640.0, 1.7923902
19650.0, 1.7917336
19660.0, 1.7910773
19670.0, 1.7904216
19680.0, 1.7897667
19690.0, 1.7891124
19700.0, 1.7884583
19710.0, 1.7878052
19720.0, 1.7871523
19730.0, 1.7865003
19740.0, 1.7858485
19750.0, 1.7851975
19760.0, 1.7845469
19770.0, 1.783897
19780.0, 1.7832476
19790.0, 1.7825987
19800.0, 1.7819507
19810.0, 1.7813028
19820.0, 1.7806555
19830.0, 1.7800093
19840.0, 1.7793628
19850.0, 1.7787174
19860.0, 1.7780725
19870.0, 1.777428
19880.0, 1.7767844
19890.0, 1.7761412
19900.0, 1.775498
19910.0, 1.7748561
19920.0, 1.7742144
19930.0, 1.7735732
19940.0, 1.7729326
19950.0, 1.7722927
19960.0, 1.7716533
19970.0, 1.7710143
19980.0, 1.7703762
19990.0, 1.769738
20000.0, 1.7691007
20010.0, 1.768464
20020.0, 1.7678279
20030.0, 1.767192
20040.0, 1.766557
20050.0, 1.7659224
20060.0, 1.7652886
20070.0, 1.764655
20080.0, 1.7640218
20090.0, 1.7633893
20100.0, 1.7627572
20110.0, 1.7621262
20120.0, 1.761495
20130.0, 1.7608646
20140.0, 1.7602351
20150.0, 1.7596058
20160.0, 1.7589772
20170.0, 1.7583492
20180.0, 1.7577211
20190.0, 1.757094
20200.0, 1.7564672
20210.0, 1.7558413
20220.0, 1.7552159
20230.0, 1.7545907
20240.0, 1.7539662
20250.0, 1.7533422
20260.0, 1.7527187
20270.0, 1.7520959
20280.0, 1.7514735
20290.0, 1.7508515
20300.0, 1.7502301
20310.0, 1.7496096
20320.0, 1.7489891
20330.0, 1.7483692
20340.0, 1.74775
20350.0, 1.7471312
20360.0, 1.7465127
20370.0, 1.7458954
20380.0, 1.745278
20390.0, 1.7446611
20400.0, 1.744045
20410.0, 1.7434293
20420.0, 1.7428143
20430.0, 1.7421993
20440.0, 1.741585
20450.0, 1.7409718
20460.0, 1.7403585
20470.0, 1.739746
20480.0, 1.7391337
20490.0, 1.7385218
20500.0, 1.7379112
20510.0, 1.7373005
20520.0, 1.7366903
20530.0, 1.7360806
20540.0, 1.7354714
20550.0, 1.734863
20560.0, 1.7342552
20570.0, 1.7336476
20580.0, 1.7330403
20590.0, 1.7324337
20600.0, 1.7318279
20610.0, 1.731222
20620.0, 1.7306169
20630.0, 1.7300127
20640.0, 1.7294085
20650.0, 1.7288048
20660.0, 1.728202
20670.0, 1.7275991
20680.0, 1.7269971
20690.0, 1.7263956
20700.0, 1.7257944
20710.0, 1.7251937
20720.0, 1.7245938
20730.0, 1.723994
20740.0, 1.7233951
20750.0, 1.7227967
20760.0, 1.7221982
20770.0, 1.7216002
20780.0, 1.7210035
20790.0, 1.7204067
20800.0, 1.7198106
20810.0, 1.7192147
20820.0, 1.7186195
20830.0, 1.718025
20840.0, 1.7174305
20850.0, 1.7168367
20860.0, 1.7162436
20870.0, 1.7156506
20880.0, 1.7150588
20890.0, 1.7144668
20900.0, 1.7138753
20910.0, 1.7132845
20920.0, 1.712694
20930.0, 1.7121043
20940.0, 1.711515
20950.0, 1.7109258
20960.0, 1.7103373
20970.0, 1.7097493
20980.0, 1.7091616
20990.0, 1.7085748
21000.0, 1.707988
21010.0, 1.7074022
21020.0, 1.7068166
21030.0, 1.7062312
21040.0, 1.7056469
21050.0, 1.7050625
21060.0, 1.7044789
21070.0, 1.7038957
21080.0, 1.7033128
21090.0, 1.7027305
21100.0, 1.7021487
21110.0, 1.7015674
21120.0, 1.7009865
21130.0, 1.700406
21140.0, 1.6998262
21150.0, 1.6992464
21160.0, 1.6986674
21170.0, 1.698089
21180.0, 1.6975107
21190.0, 1.6969332
21200.0, 1.6963558
21210.0, 1.6957793
21220.0, 1.695203
21230.0, 1.6946272
21240.0, 1.694052
21250.0, 1.6934769
21260.0, 1.6929026
21270.0, 1.6923287
21280.0, 1.6917549
21290.0, 1.691182
21300.0, 1.6906096
21310.0, 1.6900374
21320.0, 1.6894659
21330.0, 1.6888943
21340.0, 1.6883239
21350.0, 1.6877536
21360.0, 1.6871836
21370.0, 1.6866148
21380.0, 1.6860455
21390.0, 1.6854769
21400.0, 1.684909
21410.0, 1.6843413
21420.0, 1.6837744
21430.0, 1.6832075
21440.0, 1.6826411
21450.0, 1.6820755
21460.0, 1.6815103
21470.0, 1.6809456
21480.0, 1.680381
21490.0, 1.6798171
21500.0, 1.6792536
21510.0, 1.6786902
21520.0, 1.6781275
21530.0, 1.6775655
21540.0, 1.6770036
21550.0, 1.6764425
21560.0, 1.6758815
21570.0, 1.6753212
21580.0, 1.674761
21590.0, 1.6742017
21600.0, 1.6736425
21610.0, 1.6730838
21620.0, 1.6725256
21630.0, 1.671968
21640.0, 1.6714106
21650.0, 1.6708537
21660.0, 1.6702973
21670.0, 1.6697412
21680.0, 1.6691856
21690.0, 1.6686304
21700.0, 1.6680758
21710.0, 1.6675214
21720.0, 1.6669677
21730.0, 1.6664144
21740.0, 1.665861
21750.0, 1.6653086
21760.0, 1.6647567
21770.0, 1.6642047
21780.0, 1.6636535
21790.0, 1.6631027
21800.0, 1.6625524
21810.0, 1.6620026
21820.0, 1.661453
21830.0, 1.6609036
21840.0, 1.660355
21850.0, 1.6598067
21860.0, 1.659259
21870.0, 1.6587118
21880.0, 1.6581644
21890.0, 1.6576183
21900.0, 1.6570721
21910.0, 1.6565263
21920.0, 1.6559811
21930.0, 1.6554359
21940.0, 1.6548918
21950.0, 1.6543479
21960.0, 1.6538042
21970.0, 1.6532611
21980.0, 1.6527183
21990.0, 1.652176
22000.0, 1.6516343
22010.0, 1.6510926
22020.0, 1.6505514
22030.0, 1.6500108
22040.0, 1.6494708
22050.0, 1.6489311
22060.0, 1.6483914
22070.0, 1.6478527
22080.0, 1.647314
22090.0, 1.6467761
22100.0, 1.6462383
22110.0, 1.6457005
22120.0, 1.6451638
22130.0, 1.6446273
22140.0, 1.6440914
22150.0, 1.6435555
22160.0, 1.6430203
22170.0, 1.6424859
22180.0, 1.6419512
22190.0, 1.6414173
22200.0, 1.6408836
22210.0, 1.6403502
22220.0, 1.6398177
22230.0, 1.6392851
22240.0, 1.6387532
22250.0, 1.6382219
22260.0, 1.6376903
22270.0, 1.6371598
22280.0, 1.6366291
22290.0, 1.6360992
22300.0, 1.6355702
22310.0, 1.6350408
22320.0, 1.6345124
22330.0, 1.6339837
22340.0, 1.6334556
22350.0, 1.6329284
22360.0, 1.6324012
22370.0, 1.6318747
22380.0, 1.631348
22390.0, 1.6308222
22400.0, 1.6302967
22410.0, 1.6297718
22420.0, 1.6292467
22430.0, 1.6287227
22440.0, 1.6281985
22450.0, 1.6276754
22460.0, 1.6271522
22470.0, 1.6266294
22480.0, 1.6261072
22490.0, 1.6255852
22500.0, 1.6250637
22510.0, 1.6245421
22520.0, 1.6240216
22530.0, 1.6235015
22540.0, 1.6229812
22550.0, 1.622462
22560.0, 1.6219426
22570.0, 1.6214237
22580.0, 1.6209056
22590.0, 1.6203874
22600.0, 1.6198701
22610.0, 1.6193527
22620.0, 1.6188358
22630.0, 1.6183197
22640.0, 1.6178033
22650.0, 1.6172876
22660.0, 1.6167724
22670.0, 1.6162575
22680.0, 1.6157432
22690.0, 1.6152289
22700.0, 1.6147151
22710.0, 1.6142018
22720.0, 1.613689
22730.0, 1.6131763
22740.0, 1.6126642
22750.0, 1.6121522
22760.0, 1.6116409
22770.0, 1.6111298
22780.0, 1.6106194
22790.0, 1.610109
22800.0, 1.609599
22810.0, 1.6090896
22820.0, 1.6085804
22830.0, 1.6080717
22840.0, 1.6075635
22850.0, 1.6070553
22860.0, 1.6065477
22870.0, 1.6060405
22880.0, 1.6055337
22890.0, 1.6050272
22900.0, 1.604521
22910.0, 1.6040155
22920.0, 1.60351
22930.0, 1.6030049
22940.0, 1.6025004
22950.0, 1.6019962
22960.0, 1.6014924
22970.0, 1.6009889
22980.0, 1.6004859
22990.0, 1.5999831
23000.0, 1.5994807
23010.0, 1.5989786
23020.0, 1.5984772
23030.0, 1.5979757
23040.0, 1.5974749
23050.0, 1.5969746
23060.0, 1.5964743
23070.0, 1.5959744
23080.0, 1.5954752
23090.0, 1.5949762
23100.0, 1.5944775
23110.0, 1.5939791
23120.0, 1.5934814
23130.0, 1.5929837
23140.0, 1.5924865
23150.0, 1.5919898
23160.0, 1.5914932
23170.0, 1.5909972
23180.0, 1.5905018
23190.0, 1.5900061
23200.0, 1.5895109
23210.0, 1.5890163
23220.0, 1.5885222
23230.0, 1.5880283
23240.0, 1.5875349
23250.0, 1.5870417
23260.0, 1.5865489
23270.0, 1.5860564
23280.0, 1.5855645
23290.0, 1.5850725
23300.0, 1.5845813
23310.0, 1.5840904
23320.0, 1.5835997
23330.0, 1.5831094
23340.0, 1.5826193
23350.0, 1.58213
23360.0, 1.5816405
23370.0, 1.5811516
23380.0, 1.5806631
23390.0, 1.5801749
23400.0, 1.5796872
23410.0, 1.5791999
23420.0, 1.5787126
23430.0, 1.5782261
23440.0, 1.5777392
23450.0, 1.5772536
23460.0, 1.5767679
23470.0, 1.5762826
23480.0, 1.5757978
23490.0, 1.5753131
23500.0, 1.5748287
23510.0, 1.574345
23520.0, 1.5738612
23530.0, 1.5733781
23540.0, 1.5728953
23550.0, 1.5724127
23560.0, 1.5719308
23570.0, 1.5714487
23580.0, 1.5709674
23590.0, 1.5704862
23600.0, 1.5700055
23610.0, 1.5695251
23620.0, 1.5690447
23630.0, 1.5685652
23640.0, 1.5680858
23650.0, 1.5676068
23660.0, 1.5671282
23670.0, 1.5666497
23680.0, 1.5661719
23690.0, 1.5656941
23700.0, 1.5652167
23710.0, 1.5647402
23720.0, 1.5642633
23730.0, 1.5637871
