Energy (in eV), SEEE yield of material sc2k-NASCAP at isotropic incidence
   X,       Y
23740.0, 1.563311
23750.0, 1.5628355
23760.0, 1.5623603
23770.0, 1.5618852
23780.0, 1.5614108
23790.0, 1.5609365
23800.0, 1.5604627
23810.0, 1.5599892
23820.0, 1.559516
23830.0, 1.5590429
23840.0, 1.5585706
23850.0, 1.5580984
23860.0, 1.5576265
23870.0, 1.5571549
23880.0, 1.5566838
23890.0, 1.5562128
23900.0, 1.5557424
23910.0, 1.5552722
23920.0, 1.5548023
23930.0, 1.5543327
23940.0, 1.5538636
23950.0, 1.5533948
23960.0, 1.5529264
23970.0, 1.552458
23980.0, 1.5519905
23990.0, 1.5515226
24000.0, 1.5510556
24010.0, 1.5505885
24020.0, 1.5501224
24030.0, 1.5496562
24040.0, 1.5491904
24050.0, 1.5487249
24060.0, 1.5482596
24070.0, 1.5477948
24080.0, 1.5473304
24090.0, 1.546866
24100.0, 1.5464022
24110.0, 1.5459386
24120.0, 1.5454754
24130.0, 1.5450126
24140.0, 1.5445501
24150.0, 1.5440879
24160.0, 1.5436261
24170.0, 1.5431643
24180.0, 1.542703
24190.0, 1.5422423
24200.0, 1.5417813
24210.0, 1.5413215
24220.0, 1.5408616
24230.0, 1.5404018
24240.0, 1.5399424
24250.0, 1.5394834
24260.0, 1.5390248
24270.0, 1.5385662
24280.0, 1.5381086
24290.0, 1.5376508
24300.0, 1.5371934
24310.0, 1.5367364
24320.0, 1.5362796
24330.0, 1.5358232
24340.0, 1.5353673
24350.0, 1.5349114
24360.0, 1.534456
24370.0, 1.5340009
24380.0, 1.5335462
24390.0, 1.5330918
24400.0, 1.5326375
24410.0, 1.5321835
24420.0, 1.5317297
24430.0, 1.5312767
24440.0, 1.5308238
24450.0, 1.5303712
24460.0, 1.5299191
24470.0, 1.5294671
24480.0, 1.5290155
24490.0, 1.5285642
24500.0, 1.528113
24510.0, 1.5276625
24520.0, 1.5272119
24530.0, 1.5267619
24540.0, 1.5263122
24550.0, 1.5258627
24560.0, 1.5254136
24570.0, 1.5249647
24580.0, 1.5245163
24590.0, 1.5240682
24600.0, 1.5236201
24610.0, 1.5231729
24620.0, 1.5227253
24630.0, 1.5222785
24640.0, 1.5218319
24650.0, 1.5213853
24660.0, 1.5209396
24670.0, 1.5204937
24680.0, 1.5200484
24690.0, 1.5196034
24700.0, 1.5191584
24710.0, 1.5187143
24720.0, 1.5182698
24730.0, 1.5178258
24740.0, 1.5173826
24750.0, 1.5169392
24760.0, 1.5164963
24770.0, 1.5160536
24780.0, 1.5156112
24790.0, 1.5151693
24800.0, 1.5147276
24810.0, 1.5142863
24820.0, 1.5138451
24830.0, 1.513404
24840.0, 1.5129637
24850.0, 1.5125233
24860.0, 1.5120834
24870.0, 1.511644
24880.0, 1.5112045
24890.0, 1.5107658
24900.0, 1.5103269
24910.0, 1.5098884
24920.0, 1.5094506
24930.0, 1.5090123
24940.0, 1.5085752
24950.0, 1.5081377
24960.0, 1.5077007
24970.0, 1.5072645
24980.0, 1.5068282
24990.0, 1.5063922
25000.0, 1.5059562
25010.0, 1.5055208
25020.0, 1.505086
25030.0, 1.5046508
25040.0, 1.5042164
25050.0, 1.5037824
25060.0, 1.5033482
25070.0, 1.5029149
25080.0, 1.5024813
25090.0, 1.5020483
25100.0, 1.5016155
25110.0, 1.501183
25120.0, 1.500751
25130.0, 1.5003191
25140.0, 1.4998873
25150.0, 1.4994562
25160.0, 1.4990252
25170.0, 1.4985948
25180.0, 1.498164
25190.0, 1.4977341
25200.0, 1.4973042
25210.0, 1.4968746
25220.0, 1.4964455
25230.0, 1.4960166
25240.0, 1.4955878
25250.0, 1.4951594
25260.0, 1.4947314
25270.0, 1.4943036
25280.0, 1.4938761
25290.0, 1.493449
25300.0, 1.4930221
25310.0, 1.4925953
25320.0, 1.4921691
25330.0, 1.4917431
25340.0, 1.4913172
25350.0, 1.4908918
25360.0, 1.4904665
25370.0, 1.4900417
25380.0, 1.489617
25390.0, 1.4891927
25400.0, 1.4887686
25410.0, 1.4883449
25420.0, 1.4879215
25430.0, 1.4874982
25440.0, 1.4870753
25450.0, 1.4866525
25460.0, 1.4862304
25470.0, 1.4858083
25480.0, 1.4853867
25490.0, 1.4849651
25500.0, 1.4845437
25510.0, 1.484123
25520.0, 1.4837023
25530.0, 1.4832817
25540.0, 1.4828616
25550.0, 1.4824419
25560.0, 1.4820225
25570.0, 1.4816033
25580.0, 1.4811842
25590.0, 1.4807655
25600.0, 1.480347
25610.0, 1.4799291
25620.0, 1.4795113
25630.0, 1.4790936
25640.0, 1.4786764
25650.0, 1.4782593
25660.0, 1.4778428
25670.0, 1.4774259
25680.0, 1.4770098
25690.0, 1.4765942
25700.0, 1.4761785
25710.0, 1.4757632
25720.0, 1.4753481
25730.0, 1.4749329
25740.0, 1.4745188
25750.0, 1.4741046
25760.0, 1.4736904
25770.0, 1.4732767
25780.0, 1.4728634
25790.0, 1.4724501
25800.0, 1.4720373
25810.0, 1.4716246
25820.0, 1.4712125
25830.0, 1.4708004
25840.0, 1.4703887
25850.0, 1.4699773
25860.0, 1.4695659
25870.0, 1.4691548
25880.0, 1.468744
25890.0, 1.468334
25900.0, 1.4679235
25910.0, 1.4675138
25920.0, 1.4671042
25930.0, 1.4666947
25940.0, 1.4662856
25950.0, 1.465877
25960.0, 1.4654683
25970.0, 1.4650604
25980.0, 1.4646521
25990.0, 1.4642444
26000.0, 1.463837
26010.0, 1.4634297
26020.0, 1.4630228
26030.0, 1.4626161
26040.0, 1.4622097
26050.0, 1.4618037
26060.0, 1.4613978
26070.0, 1.4609923
26080.0, 1.4605868
26090.0, 1.4601817
26100.0, 1.4597771
26110.0, 1.4593725
26120.0, 1.4589682
26130.0, 1.4585644
26140.0, 1.4581606
26150.0, 1.4577571
26160.0, 1.4573537
26170.0, 1.4569508
26180.0, 1.456548
26190.0, 1.4561458
26200.0, 1.4557436
26210.0, 1.4553416
26220.0, 1.4549401
26230.0, 1.4545387
26240.0, 1.4541376
26250.0, 1.4537369
26260.0, 1.4533362
26270.0, 1.4529358
26280.0, 1.4525357
26290.0, 1.4521359
26300.0, 1.4517365
26310.0, 1.4513372
26320.0, 1.450938
26330.0, 1.4505394
26340.0, 1.450141
26350.0, 1.4497426
26360.0, 1.4493445
26370.0, 1.448947
26380.0, 1.4485494
26390.0, 1.4481522
26400.0, 1.4477552
26410.0, 1.4473584
26420.0, 1.4469621
26430.0, 1.4465661
26440.0, 1.44617
26450.0, 1.4457741
26460.0, 1.4453789
26470.0, 1.4449837
26480.0, 1.4445888
26490.0, 1.4441942
26500.0, 1.4437997
26510.0, 1.4434055
26520.0, 1.4430119
26530.0, 1.442618
26540.0, 1.4422245
26550.0, 1.4418316
26560.0, 1.4414388
26570.0, 1.4410461
26580.0, 1.4406537
26590.0, 1.4402616
26600.0, 1.4398696
26610.0, 1.4394782
26620.0, 1.4390867
26630.0, 1.4386958
26640.0, 1.4383048
26650.0, 1.4379141
26660.0, 1.4375238
26670.0, 1.4371336
26680.0, 1.4367437
26690.0, 1.4363544
26700.0, 1.4359648
26710.0, 1.4355757
26720.0, 1.4351869
26730.0, 1.4347982
26740.0, 1.4344097
26750.0, 1.4340217
26760.0, 1.4336337
26770.0, 1.4332463
26780.0, 1.432859
26790.0, 1.4324718
26800.0, 1.4320849
26810.0, 1.4316982
26820.0, 1.431312
26830.0, 1.430926
26840.0, 1.4305398
26850.0, 1.4301542
26860.0, 1.4297687
26870.0, 1.4293835
26880.0, 1.4289988
26890.0, 1.4286139
26900.0, 1.4282297
26910.0, 1.4278454
26920.0, 1.4274615
26930.0, 1.4270778
26940.0, 1.4266943
26950.0, 1.4263111
26960.0, 1.4259282
26970.0, 1.4255456
26980.0, 1.4251631
26990.0, 1.4247807
27000.0, 1.4243989
27010.0, 1.4240172
27020.0, 1.4236356
27030.0, 1.4232544
27040.0, 1.4228731
27050.0, 1.4224926
27060.0, 1.4221119
27070.0, 1.4217315
27080.0, 1.4213517
27090.0, 1.4209718
27100.0, 1.4205923
27110.0, 1.4202127
27120.0, 1.4198337
27130.0, 1.419455
27140.0, 1.4190762
27150.0, 1.418698
27160.0, 1.4183195
27170.0, 1.4179418
27180.0, 1.4175643
27190.0, 1.4171867
27200.0, 1.4168098
27210.0, 1.4164327
27220.0, 1.4160559
27230.0, 1.4156795
27240.0, 1.415303
27250.0, 1.414927
27260.0, 1.4145515
27270.0, 1.4141757
27280.0, 1.4138005
27290.0, 1.4134254
27300.0, 1.4130507
27310.0, 1.4126761
27320.0, 1.4123017
27330.0, 1.4119276
27340.0, 1.4115536
27350.0, 1.41118
27360.0, 1.4108067
27370.0, 1.4104333
27380.0, 1.4100605
27390.0, 1.4096876
27400.0, 1.409315
27410.0, 1.408943
27420.0, 1.4085706
27430.0, 1.4081992
27440.0, 1.4078275
27450.0, 1.4074562
27460.0, 1.4070853
27470.0, 1.4067142
27480.0, 1.4063436
27490.0, 1.4059732
27500.0, 1.4056029
27510.0, 1.4052331
27520.0, 1.4048632
27530.0, 1.4044937
27540.0, 1.4041244
27550.0, 1.4037554
27560.0, 1.4033868
27570.0, 1.4030181
27580.0, 1.4026499
27590.0, 1.4022816
27600.0, 1.4019138
27610.0, 1.4015461
27620.0, 1.4011786
27630.0, 1.4008114
27640.0, 1.4004445
27650.0, 1.4000778
27660.0, 1.3997114
27670.0, 1.399345
27680.0, 1.3989788
27690.0, 1.398613
27700.0, 1.3982474
27710.0, 1.3978821
27720.0, 1.3975168
27730.0, 1.397152
27740.0, 1.396787
27750.0, 1.3964227
27760.0, 1.3960586
27770.0, 1.3956943
27780.0, 1.3953305
27790.0, 1.3949667
27800.0, 1.3946037
27810.0, 1.3942405
27820.0, 1.3938774
27830.0, 1.3935148
27840.0, 1.3931522
27850.0, 1.3927902
27860.0, 1.3924282
27870.0, 1.3920664
27880.0, 1.3917047
27890.0, 1.3913432
27900.0, 1.3909824
27910.0, 1.3906213
27920.0, 1.3902606
27930.0, 1.3899001
27940.0, 1.3895397
27950.0, 1.3891798
27960.0, 1.38882
27970.0, 1.3884603
27980.0, 1.388101
27990.0, 1.387742
28000.0, 1.3873829
28010.0, 1.3870242
28020.0, 1.3866657
28030.0, 1.3863074
28040.0, 1.3859494
28050.0, 1.3855915
28060.0, 1.385234
28070.0, 1.3848764
28080.0, 1.3845195
28090.0, 1.3841623
28100.0, 1.3838056
28110.0, 1.3834491
28120.0, 1.3830925
28130.0, 1.3827367
28140.0, 1.3823808
28150.0, 1.382025
28160.0, 1.3816696
28170.0, 1.3813143
28180.0, 1.3809594
28190.0, 1.3806046
28200.0, 1.3802499
28210.0, 1.3798957
28220.0, 1.3795414
28230.0, 1.3791876
28240.0, 1.3788338
28250.0, 1.3784801
28260.0, 1.3781271
28270.0, 1.3777738
28280.0, 1.377421
28290.0, 1.3770684
28300.0, 1.3767158
28310.0, 1.3763636
28320.0, 1.3760116
28330.0, 1.3756597
28340.0, 1.3753083
28350.0, 1.3749567
28360.0, 1.3746055
28370.0, 1.3742546
28380.0, 1.3739039
28390.0, 1.3735535
28400.0, 1.373203
28410.0, 1.3728532
28420.0, 1.3725029
28430.0, 1.3721533
28440.0, 1.3718041
28450.0, 1.3714545
28460.0, 1.3711057
28470.0, 1.3707567
28480.0, 1.370408
28490.0, 1.3700597
28500.0, 1.3697114
28510.0, 1.3693632
28520.0, 1.3690156
28530.0, 1.3686681
28540.0, 1.3683208
28550.0, 1.3679734
28560.0, 1.3676265
28570.0, 1.3672796
28580.0, 1.366933
28590.0, 1.3665869
28600.0, 1.3662407
28610.0, 1.3658948
28620.0, 1.3655491
28630.0, 1.3652034
28640.0, 1.3648583
28650.0, 1.364513
28660.0, 1.3641682
28670.0, 1.3638234
28680.0, 1.363479
28690.0, 1.3631349
28700.0, 1.3627905
28710.0, 1.3624469
28720.0, 1.3621031
28730.0, 1.3617597
28740.0, 1.3614165
28750.0, 1.3610731
28760.0, 1.3607305
28770.0, 1.3603878
28780.0, 1.3600453
28790.0, 1.3597031
28800.0, 1.359361
28810.0, 1.3590193
28820.0, 1.3586779
28830.0, 1.3583362
28840.0, 1.357995
28850.0, 1.3576541
28860.0, 1.357313
28870.0, 1.3569726
28880.0, 1.3566321
28890.0, 1.356292
28900.0, 1.3559518
28910.0, 1.3556122
28920.0, 1.3552725
28930.0, 1.3549331
28940.0, 1.354594
28950.0, 1.3542548
28960.0, 1.3539163
28970.0, 1.3535775
28980.0, 1.3532392
28990.0, 1.352901
29000.0, 1.3525629
29010.0, 1.3522252
29020.0, 1.3518873
29030.0, 1.3515501
29040.0, 1.351213
29050.0, 1.350876
29060.0, 1.3505391
29070.0, 1.3502026
29080.0, 1.3498663
29090.0, 1.34953
29100.0, 1.3491938
29110.0, 1.348858
29120.0, 1.3485224
29130.0, 1.348187
29140.0, 1.3478518
29150.0, 1.3475167
29160.0, 1.3471817
29170.0, 1.3468472
29180.0, 1.3465128
29190.0, 1.3461785
29200.0, 1.3458444
29210.0, 1.3455108
29220.0, 1.3451769
29230.0, 1.3448436
29240.0, 1.3445103
29250.0, 1.3441771
29260.0, 1.3438445
29270.0, 1.3435117
29280.0, 1.343179
29290.0, 1.3428469
29300.0, 1.3425149
29310.0, 1.342183
29320.0, 1.3418512
29330.0, 1.3415196
29340.0, 1.3411885
29350.0, 1.3408571
29360.0, 1.3405265
29370.0, 1.3401955
29380.0, 1.3398649
29390.0, 1.3395348
29400.0, 1.3392043
29410.0, 1.3388746
29420.0, 1.338545
29430.0, 1.3382152
29440.0, 1.3378859
29450.0, 1.3375564
29460.0, 1.3372275
29470.0, 1.3368989
29480.0, 1.3365701
29490.0, 1.3362417
29500.0, 1.3359134
29510.0, 1.3355852
29520.0, 1.3352576
29530.0, 1.3349297
29540.0, 1.3346025
29550.0, 1.3342752
29560.0, 1.3339479
29570.0, 1.333621
29580.0, 1.3332942
29590.0, 1.3329679
29600.0, 1.3326414
29610.0, 1.3323152
29620.0, 1.3319893
29630.0, 1.3316634
29640.0, 1.3313379
29650.0, 1.3310127
29660.0, 1.3306873
29670.0, 1.3303624
29680.0, 1.3300374
29690.0, 1.3297126
29700.0, 1.3293884
29710.0, 1.3290639
29720.0, 1.32874
29730.0, 1.3284161
29740.0, 1.3280922
29750.0, 1.3277689
29760.0, 1.3274454
29770.0, 1.3271224
29780.0, 1.3267992
29790.0, 1.3264763
29800.0, 1.3261539
29810.0, 1.3258315
29820.0, 1.3255092
29830.0, 1.3251872
29840.0, 1.3248653
29850.0, 1.3245437
29860.0, 1.3242222
29870.0, 1.3239007
29880.0, 1.3235795
29890.0, 1.3232588
29900.0, 1.322938
29910.0, 1.3226173
29920.0, 1.3222971
29930.0, 1.3219768
29940.0, 1.3216566
29950.0, 1.3213371
29960.0, 1.3210175
29970.0, 1.3206979
29980.0, 1.3203785
29990.0, 1.3200592
30000.0, 1.3197405
