Time (s), esn 3 net current (A), esn 3 collected current (A), esn 3 emitted current (A)
10.004141, -1.2132357E-6, -2.3276565E-5, -2.206333E-5
20.60349, 9.332688E-7, -2.10709E-5, -2.200417E-5
31.736023, -7.439021E-7, -2.267838E-5, -2.1934478E-5
42.584393, -4.2334557E-7, -2.2309947E-5, -2.18866E-5
54.993843, 2.595264E-7, -2.1631125E-5, -2.1890652E-5
65.314285, 1.0127476E-6, -2.0913501E-5, -2.192625E-5
75.379776, 3.9579217E-7, -2.1505763E-5, -2.1901555E-5
89.25104, 5.3157004E-7, -2.1425732E-5, -2.1957301E-5
102.321465, -8.249452E-8, -2.2100176E-5, -2.201768E-5
112.98028, 5.000234E-7, -2.1520724E-5, -2.2020748E-5
126.77251, 8.7647726E-7, -2.1135202E-5, -2.201168E-5
142.59341, 4.6514577E-7, -2.1578435E-5, -2.2043581E-5
169.59946, -1.3332698E-6, -2.337089E-5, -2.2037622E-5
181.3832, -1.1805685E-6, -2.3331497E-5, -2.2150929E-5
193.43687, 1.0948993E-6, -2.104261E-5, -2.2137508E-5
212.64473, 1.6668715E-6, -2.0589694E-5, -2.2256565E-5
224.34773, 5.6408135E-7, -2.1617423E-5, -2.2181504E-5
241.98785, -4.580943E-8, -2.226248E-5, -2.2216671E-5
260.51187, -7.6888155E-6, -2.9783378E-5, -2.2094562E-5
271.9116, 2.6569433E-6, -1.9602043E-5, -2.2258986E-5
283.54352, 2.701158E-6, -1.9581774E-5, -2.2282933E-5
298.2867, 2.3418067E-6, -2.0063922E-5, -2.240573E-5
309.19302, 2.3696848E-6, -2.0122361E-5, -2.2492046E-5
320.75186, 1.6136273E-6, -2.0914487E-5, -2.2528115E-5
332.57407, 5.428774E-7, -2.1916083E-5, -2.245896E-5
347.3159, 7.552826E-7, -2.1767348E-5, -2.252263E-5
363.04065, 4.2145984E-7, -2.2049053E-5, -2.2470513E-5
384.21808, 1.5162713E-6, -2.118368E-5, -2.2699951E-5
399.2076, 1.1257416E-6, -2.1421822E-5, -2.2547563E-5
415.37927, 6.3903786E-7, -2.1938196E-5, -2.2577235E-5
430.5317, 1.1006601E-6, -2.1371114E-5, -2.2471775E-5
443.5159, 1.100283E-6, -2.1675856E-5, -2.277614E-5
457.58667, 1.2698438E-6, -2.1445683E-5, -2.2715527E-5
468.32144, 7.561157E-7, -2.1879187E-5, -2.2635302E-5
479.4181, 1.4742272E-6, -2.1379008E-5, -2.2853235E-5
493.498, 1.1503416E-6, -2.1541422E-5, -2.2691764E-5
508.62622, 1.0711665E-6, -2.1614062E-5, -2.2685228E-5
528.36865, 1.4155843E-6, -2.1277814E-5, -2.2693399E-5
542.2951, 1.5125825E-6, -2.1127367E-5, -2.263995E-5
577.1393, 1.0558841E-6, -2.1545535E-5, -2.2601418E-5
606.07697, 1.2679583E-6, -2.1432244E-5, -2.2700202E-5
619.93677, 7.460188E-7, -2.2139877E-5, -2.2885897E-5
632.38696, 1.9823437E-6, -2.0878055E-5, -2.2860399E-5
645.91327, 1.3322842E-6, -2.1595177E-5, -2.2927461E-5
745.91327, 1.7037382E-6, -2.110894E-5, -2.2812677E-5
766.0475, -5.5804355E-7, -2.3333605E-5, -2.277556E-5
777.7898, 1.7160728E-6, -2.1098256E-5, -2.2814329E-5
877.7898, -2.1883898E-7, -2.3111672E-5, -2.2892833E-5
977.7898, 1.9866056E-6, -2.0909058E-5, -2.2895663E-5
1077.7898, 1.5380228E-6, -2.1285838E-5, -2.282386E-5
